GEOID,NAME,tot.popE_13,tot.popM_13,med.incE_13,med.incM_13,giniE_13,giniM_13,less.hsE_13,less.hsM_13,hs.degE_13,hs.degM_13,some.colE_13,some.colM_13,ba.degE_13,ba.degM_13,grad.degE_13,grad.degM_13,tot.degE_13,tot.degM_13,tot.popE_18,tot.popM_18,med.incE_18,med.incM_18,giniE_18,giniM_18,less.hsE_18,less.hsM_18,hs.degE_18,hs.degM_18,some.colE_18,some.colM_18,ba.degE_18,ba.degM_18,grad.degE_18,grad.degM_18,tot.degE_18,tot.degM_18,ADJ_med.inc_13
75152,ZCTA5 75152,5908,945,54659,5322,0.3824,0.0405,733,254,1110,216,1183,245,238,100,49,32,3313,478,5097,663,62753,15957,0.3824,0.06,625,236,941,182,856,173,323,144,153,95,2898,343,58923.8509798369
75154,ZCTA5 75154,36411,1151,66162,4058,0.3915,0.0166,3516,579,6862,557,7347,665,3383,417,1482,296,22590,807,39949,1056,75543,5111,0.3813,0.0162,3561,636,6690,620,8736,591,4148,494,1909,286,25044,787,71324.3899180001
75155,ZCTA5 75155,2670,443,37375,7010,0.432,0.0483,486,122,548,94,461,143,134,58,5,8,1634,226,2815,369,49156,9771,0.3826,0.0387,559,131,550,132,452,100,86,37,24,17,1671,246,40291.2407905634
75156,ZCTA5 75156,14633,823,37212,3659,0.4784,0.0331,2326,411,3985,459,3074,405,1050,231,505,126,10940,559,16108,820,47311,7766,0.4826,0.0271,2003,307,4239,411,3559,352,1265,240,502,147,11568,514,40115.5224695236
75157,ZCTA5 75157,292,80,41042,12794,0.3996,0.0836,65,27,107,41,44,20,3,5,4,6,223,58,240,90,36750,27760,0.4844,0.1055,49,28,69,30,31,23,6,7,3,4,158,49,44244.3640007037
75158,ZCTA5 75158,4291,575,58466,7832,0.3737,0.0309,541,220,892,210,1014,204,230,67,83,56,2760,332,3859,506,60202,9867,0.4391,0.0453,302,89,1053,241,911,154,300,79,231,117,2797,322,63027.8979012997
75159,ZCTA5 75159,18379,493,45479,4220,0.4108,0.0261,2661,409,4595,548,3836,449,1157,327,563,196,12812,558,19469,592,51382,7863,0.4228,0.0439,3714,510,4428,656,3169,428,906,250,492,176,12709,667,49027.5676231179
75160,ZCTA5 75160,23068,1281,44594,2954,0.4714,0.0432,3749,524,4462,439,4337,507,1416,241,782,218,14746,882,25317,744,50819,4444,0.4565,0.0316,2904,462,5588,548,5440,519,1925,302,848,204,16705,590,48073.5141622577
75161,ZCTA5 75161,6610,878,56148,8046,0.3934,0.038,992,356,1870,427,1612,394,210,115,96,58,4780,570,7005,898,49670,4443,0.3968,0.0349,829,243,2016,362,1440,317,274,106,167,81,4726,530,60529.0324524027
75164,ZCTA5 75164,423,123,56042,19966,0.3687,0.0626,46,27,125,48,70,35,17,15,0,13,258,72,643,161,49899,8069,0.3474,0.062,62,42,241,92,96,43,16,19,11,12,426,109,60414.7616424014
75165,ZCTA5 75165,38526,986,59385,3871,0.4054,0.0146,3351,356,7301,519,7711,555,3708,451,2008,304,24079,687,43498,966,65659,2459,0.427,0.0228,3605,452,7533,687,10417,703,4535,441,1815,321,27905,797,64018.6042634811
75166,ZCTA5 75166,3723,506,75804,6797,0.3303,0.0414,90,59,688,151,892,159,524,120,178,55,2372,284,4297,230,94375,6111,0.3575,0.0532,93,38,590,107,1027,137,592,95,316,84,2618,185,81718.7215220833
75167,ZCTA5 75167,9891,1051,76207,9442,0.3555,0.0357,845,237,1999,473,1854,297,1129,215,437,134,6264,619,11662,989,98902,9132,0.331,0.0354,1018,258,2023,375,2509,356,1642,272,410,144,7602,598,82153.1662053903
75169,ZCTA5 75169,14334,970,43316,3966,0.469,0.0592,1754,263,4084,414,2728,397,756,180,373,123,9695,611,13793,899,46124,2515,0.461,0.0372,1982,311,3740,424,2970,423,894,191,282,125,9868,618,46695.7962831851
75172,ZCTA5 75172,4015,219,39246,7186,0.4134,0.0725,1018,213,595,139,598,157,248,108,18,18,2477,266,4294,84,41224,6937,0.3313,0.0363,909,152,713,185,793,185,195,92,13,16,2623,198,42308.2283897378
75173,ZCTA5 75173,4601,680,67327,9541,0.3684,0.0422,451,132,969,231,1280,287,322,90,105,43,3127,430,4131,509,72284,5397,0.3953,0.0523,376,163,990,189,983,198,391,106,193,86,2933,304,72580.2908015053
75180,ZCTA5 75180,23360,493,37787,2202,0.4287,0.0414,4442,514,3593,446,2994,465,1002,204,261,146,12292,602,23711,644,46714,4716,0.3883,0.0223,5132,578,3474,466,3321,384,608,154,171,94,12706,599,40735.3877124553
75181,ZCTA5 75181,26200,1229,73879,4140,0.3347,0.0258,2305,575,3198,523,5436,661,3037,362,1102,246,15078,658,28882,1219,86242,8466,0.3125,0.024,1997,405,4890,715,6209,651,2839,427,1562,315,17497,828,79643.5204913988
75182,ZCTA5 75182,5292,39,90366,13341,0.3761,0.0321,382,116,546,156,1055,186,949,196,763,178,3695,224,6218,111,140486,12090,0.3341,0.048,282,144,763,219,1127,221,1168,241,760,161,4100,191,97416.9435526434
75189,ZCTA5 75189,22192,1119,73146,7966,0.3711,0.0256,1669,330,4662,633,4569,464,2078,348,845,230,13823,813,27179,1155,85207,5520,0.3772,0.0256,1990,445,5412,607,5519,514,3206,494,1069,254,17196,881,78853.3270599745
76001,ZCTA5 76001,31653,1548,74587,4131,0.3889,0.0187,1967,405,3753,496,6300,602,4379,447,2050,310,18449,869,32185,1571,86682,5584,0.3884,0.021,1768,388,4206,592,6719,732,5024,580,2508,350,20225,879,80406.7632600869
76002,ZCTA5 76002,30925,2106,79376,2370,0.3276,0.0283,2173,525,3759,601,6608,620,4454,603,1364,303,18358,1058,36209,2229,86033,4563,0.3445,0.0351,2641,547,4831,825,7179,832,4509,582,2454,529,21614,1249,85569.4322138263
76006,ZCTA5 76006,23472,1250,44363,3199,0.4721,0.0269,991,272,2854,390,6002,652,4092,406,1699,337,15638,720,24774,1171,47741,4474,0.4726,0.0247,973,259,3686,451,5429,546,4350,480,2490,333,16928,660,47824.4900385756
76008,ZCTA5 76008,14320,785,102951,5649,0.3997,0.0311,458,142,1657,370,2691,317,2878,320,1335,217,9019,498,17910,871,128632,11377,0.3927,0.0242,342,160,1725,262,3145,387,4153,339,1948,295,11313,535,110983.907174028
76009,ZCTA5 76009,19560,1085,51696,6354,0.3836,0.0242,3166,523,4623,572,3742,454,855,248,296,163,12682,707,21041,1234,55493,4742,0.3915,0.0303,2885,515,4905,661,4178,535,943,283,412,221,13323,819,55729.6584323469
76010,ZCTA5 76010,56512,2174,31108,1505,0.4107,0.0207,12484,930,8829,748,5801,561,1802,376,774,213,29690,1049,57668,1875,36461,2628,0.4262,0.0275,12583,928,9257,814,6309,557,2441,390,644,165,31234,1146,33535.2486558621
76011,ZCTA5 76011,22540,1449,34412,2058,0.4728,0.0291,3873,462,2821,389,3676,418,1988,322,852,193,13210,735,22640,1184,37159,2289,0.4468,0.023,2920,411,3551,416,4782,430,2369,368,844,176,14466,777,37097.0482430733
76012,ZCTA5 76012,25891,1075,56627,2083,0.4615,0.018,1822,442,3915,447,5366,520,4443,433,2492,287,18038,707,26919,1310,61214,5237,0.4727,0.0225,1940,421,3202,516,5973,534,4369,384,2759,318,18243,779,61045.4071504276
76013,ZCTA5 76013,31149,1104,50220,3568,0.4784,0.0201,1455,378,4336,386,6712,545,5096,450,2920,356,20519,672,33760,1281,52352,2572,0.4707,0.0173,1513,265,4593,574,7389,615,5532,414,2957,318,21984,914,54138.4913044038
76014,ZCTA5 76014,35175,1494,42558,2524,0.3747,0.0205,4617,563,5897,598,5973,552,2136,392,554,185,19177,853,36156,1502,52071,3221,0.3664,0.0168,5268,689,6656,648,6845,728,2330,394,847,223,21946,978,45878.6521890246
76015,ZCTA5 76015,16358,833,47902,2551,0.4255,0.0362,1196,230,2871,360,3664,350,1932,318,896,247,10559,467,16253,931,55644,2308,0.4303,0.023,1587,305,2453,411,3711,335,1906,302,1108,233,10765,618,51639.6258555068
76016,ZCTA5 76016,31599,1033,81635,5877,0.4241,0.0308,1331,248,4357,395,6916,494,6116,459,3152,363,21872,634,31318,950,81411,5159,0.4105,0.0237,1377,282,4303,440,6916,465,6275,451,3118,353,21989,635,88004.6940986659
76017,ZCTA5 76017,42792,1166,68538,1836,0.3725,0.0131,1680,307,5872,582,11048,734,7250,577,3054,326,28904,820,47355,1793,70871,3355,0.4018,0.0155,2386,553,6795,751,11870,1009,7089,572,3569,429,31709,1195,73885.780904445
76018,ZCTA5 76018,27765,1438,64403,5537,0.3183,0.0195,2030,355,3910,529,5881,638,3127,508,851,217,15799,867,31729,2062,67081,6336,0.3262,0.0227,2867,671,5163,774,6877,715,3319,638,1436,365,19662,1291,69428.1412878837
76020,ZCTA5 76020,26909,1360,57457,6241,0.4699,0.0374,2822,438,5340,474,7253,669,2558,390,976,218,18949,1052,28207,1187,63560,3930,0.4445,0.0247,2027,319,7227,687,6660,636,2673,366,1158,276,19745,880,61940.1691532682
76021,ZCTA5 76021,34655,626,65134,3737,0.4215,0.0246,1292,247,4797,420,9477,634,7129,677,2729,339,25424,538,35741,645,71376,3928,0.3895,0.0156,1306,331,4952,516,8942,574,7493,598,3351,362,26044,644,70216.1786662891
76022,ZCTA5 76022,12938,634,53793,6014,0.4032,0.0321,671,187,2118,336,4045,400,1530,277,568,174,8932,412,13532,636,56476,3368,0.3683,0.0246,580,255,2134,280,4141,424,1726,257,1233,255,9814,512,57990.2800226562
76028,ZCTA5 76028,62637,1461,69676,3506,0.3901,0.019,3629,460,12383,744,14616,843,6892,603,3161,443,40681,986,69413,1548,78175,3897,0.3965,0.0146,3520,467,13353,870,16832,886,8209,705,3964,560,45878,980,75112.5750721951
76031,ZCTA5 76031,17360,1312,46714,6664,0.4003,0.0259,2444,370,3756,504,3625,476,1010,237,293,98,11128,773,16855,1180,54052,5330,0.4273,0.0452,2313,344,4231,546,3234,462,1243,262,328,100,11349,771,50358.9303622843
76033,ZCTA5 76033,24258,901,53523,3585,0.3906,0.0165,2742,390,5050,568,4738,386,2172,252,728,168,15430,541,26310,697,54961,3139,0.4251,0.0222,2739,458,6030,493,4969,501,2288,304,1005,179,17031,554,57699.2128651056
76034,ZCTA5 76034,23528,132,152986,10845,0.4273,0.0287,280,109,1638,299,3742,398,6322,496,3806,345,15788,353,26001,70,175096,12717,0.4291,0.0235,218,114,1739,367,4367,478,6942,538,5086,536,18352,458,164922.963574184
76035,ZCTA5 76035,1477,381,84732,24620,0.4938,0.1033,37,24,259,103,368,130,219,82,142,108,1025,235,1654,504,97426,17848,0.4671,0.0717,172,155,257,88,388,123,206,87,218,173,1241,349,91343.3421984218
76036,ZCTA5 76036,22396,1156,64852,3087,0.3703,0.0185,1428,376,4352,538,5260,531,2040,340,1095,300,14175,783,25597,1283,72671,5078,0.3819,0.0193,1374,343,4598,523,6611,592,2892,411,988,263,16463,854,69912.1751906252
76039,ZCTA5 76039,32626,660,58320,3630,0.4141,0.0259,1799,337,4180,468,8162,656,5799,594,1971,342,21911,649,35394,1107,67200,3472,0.3844,0.015,2205,431,5043,525,8376,574,6448,503,3139,393,25211,921,62870.5060309205
76040,ZCTA5 76040,29699,959,45748,3197,0.409,0.0184,2468,521,4846,378,6689,561,3605,490,1012,215,18620,604,32005,1390,57560,3060,0.414,0.0219,2663,499,5069,512,7073,653,4340,539,2097,362,21242,866,49317.556754159
76041,ZCTA5 76041,174,88,57750,26691,0.2953,0.0804,10,14,62,43,44,29,0,13,12,18,128,57,568,299,,,0.2753,0.0654,46,43,137,102,73,66,102,75,0,13,358,163,62256.030920536
76044,ZCTA5 76044,3777,472,59833,7095,0.4892,0.1305,374,148,821,187,770,133,323,98,90,43,2378,312,3810,357,67857,8052,0.362,0.0355,287,118,1011,197,924,151,321,103,108,48,2651,255,64501.5601397131
76049,ZCTA5 76049,24179,941,64254,4288,0.404,0.0225,1587,384,4786,626,6434,561,3731,426,1960,354,18498,649,29279,1046,68155,5502,0.4436,0.0314,1768,393,5919,666,7490,634,4103,482,2187,376,21467,656,69267.5153379761
76050,ZCTA5 76050,5939,656,62723,7361,0.4567,0.0909,457,140,1234,286,1636,350,587,204,229,125,4143,460,6241,639,69194,9914,0.3992,0.0444,552,240,1355,296,1709,294,521,198,235,117,4372,421,67617.0567520135
76051,ZCTA5 76051,47488,162,76216,3118,0.4227,0.0191,2550,456,6139,607,9013,660,9813,712,4440,487,31955,764,52454,77,85667,3263,0.4336,0.0171,2835,552,5398,499,10542,837,11048,704,5163,609,34986,845,82162.8684439753
76052,ZCTA5 76052,16537,1428,93031,10037,0.2969,0.0249,831,564,2379,495,4010,504,2812,593,669,226,10701,928,22744,2203,109311,12880,0.3824,0.0412,857,344,3214,809,4811,828,3852,773,1191,367,13925,1129,100289.884200318
76053,ZCTA5 76053,28767,765,44977,4683,0.4004,0.0185,3343,451,5530,513,6026,504,2576,335,875,170,18350,583,30939,830,55174,3997,0.3989,0.0271,3216,532,5687,611,6465,637,3272,452,1505,243,20145,830,48486.3983153757
75001,ZCTA5 75001,13214,328,57633,6095,0.442,0.0276,919,364,1281,286,2755,465,3318,437,1705,348,9978,574,15000,171,73094,3923,0.4054,0.0215,561,171,1318,263,3102,300,4561,391,2048,286,11590,363,62129.9018189308
75002,ZCTA5 75002,65900,902,91632,2681,0.3962,0.0155,2136,442,6146,666,14280,878,12670,935,5512,520,40744,805,70597,1343,101661,3855,0.4186,0.0192,2616,495,7600,745,13395,925,14346,930,6649,593,44606,994,98781.7251136027
75006,ZCTA5 75006,47590,371,56985,2934,0.4007,0.0138,7814,593,5754,447,8144,592,6459,523,2721,303,30892,627,51136,489,61844,2451,0.4226,0.0154,7084,547,8378,803,8005,567,6966,496,3155,395,33588,764,61431.3406408094
75007,ZCTA5 75007,51405,1028,78934,4272,0.3971,0.0172,3485,474,6669,537,10821,629,9935,598,3541,388,34451,785,54701,1348,84541,3097,0.3797,0.0103,3957,505,8007,698,10537,675,11596,613,4226,349,38323,1029,85092.9444966509
75009,ZCTA5 75009,8975,618,87581,11462,0.4384,0.0718,420,179,1639,344,1960,373,1230,266,446,163,5695,456,11941,1410,94523,6401,0.47,0.09,771,609,1777,494,2521,380,1964,347,692,228,7725,855,94414.6397238349
75010,ZCTA5 75010,24035,1002,75696,5509,0.3959,0.0391,867,295,3259,534,4961,630,5206,589,1825,348,16118,735,28974,1219,81164,5737,0.4193,0.0199,1218,407,2848,473,6083,767,6707,639,3043,385,19899,967,81602.2946590631
75013,ZCTA5 75013,31388,861,131878,8469,0.37,0.0192,507,186,1666,317,4181,517,8071,596,5157,516,19582,576,40675,1262,129627,8194,0.3996,0.0221,677,271,2286,488,5934,805,9770,814,7161,812,25828,794,142167.980012787
75019,ZCTA5 75019,39551,404,110445,4285,0.4049,0.0174,930,220,2770,373,5686,495,9656,577,6284,448,25326,560,42597,450,121279,6020,0.4151,0.0126,796,238,2290,340,6014,511,11607,654,8523,537,29230,473,119062.63783582
75022,ZCTA5 75022,22884,766,145938,6930,0.3677,0.0226,413,217,1345,257,3214,429,6050,484,2888,348,13910,388,25640,708,160885,7043,0.3874,0.0214,434,161,1584,219,3119,357,7248,409,4045,392,16430,500,157325.032735605
75023,ZCTA5 75023,46733,927,74777,3530,0.3794,0.0128,1742,313,5280,437,9405,585,10258,575,4931,539,31616,647,50061,1272,86449,3173,0.4017,0.0179,1957,399,5129,448,10786,678,11602,748,5987,575,35461,833,80611.5882968818
75024,ZCTA5 75024,38889,1252,88707,5018,0.4217,0.0183,489,169,2235,387,5868,609,10223,668,7165,539,25980,884,42876,896,96674,4137,0.434,0.0178,685,169,2301,380,5321,517,12921,658,8780,611,30008,652,95628.4975734717
75025,ZCTA5 75025,51924,1151,104168,4452,0.3956,0.0323,997,273,2964,468,7450,585,12885,789,9048,641,33344,779,53688,1082,117793,5261,0.4042,0.0192,1223,294,3095,476,7397,545,14082,717,10504,666,36301,779,112295.865436024
75028,ZCTA5 75028,43753,678,111391,3284,0.3273,0.0136,561,181,3345,422,8384,624,10507,614,4232,475,27029,532,46782,788,122861,4764,0.3625,0.0117,1082,225,3781,377,8200,540,11790,579,6184,480,31037,651,120082.450913756
75032,ZCTA5 75032,29965,1062,93308,4486,0.4065,0.0233,1759,461,3919,645,6008,568,5197,571,2589,396,19472,595,32317,970,106869,6061,0.4262,0.026,1834,399,3087,456,6330,627,6055,575,3667,469,20973,653,100588.497543435
75034,ZCTA5 75034,75490,1249,111318,4765,0.3989,0.0147,2313,446,5490,615,11481,708,18746,854,8744,628,46774,954,102646,1721,121401,3507,0.4353,0.0146,2337,476,6765,679,15607,808,25097,1152,15059,746,64865,1055,120003.754978567
75035,ZCTA5 75035,51444,1029,102913,3436,0.3259,0.0138,1156,390,3346,437,8982,695,12916,710,4685,476,31085,776,69802,1153,130851,3210,0.3586,0.0158,1538,304,3567,481,10685,661,16584,677,10892,538,43266,884,110942.942166669
75038,ZCTA5 75038,28161,1128,48130,3788,0.4305,0.0236,2056,417,3275,516,4954,453,5047,456,3158,411,18490,690,30153,1323,56636,4790,0.4489,0.0275,1635,340,4251,507,4763,535,5655,559,3240,497,19544,741,51885.4158996606
75039,ZCTA5 75039,12197,730,73503,6312,0.4761,0.0453,227,133,736,209,1933,312,4152,493,2627,377,9675,585,19297,950,90961,5516,0.3877,0.0263,271,128,1011,281,2843,521,5769,516,4964,488,14858,639,79238.1825238469
75040,ZCTA5 75040,59792,1578,54664,3061,0.3714,0.0135,10196,761,8880,749,10635,674,5270,465,1703,344,36684,981,63153,1572,61517,2608,0.3665,0.0201,10814,1011,9772,792,11526,716,5054,563,1982,269,39148,1061,58929.2411123841
75041,ZCTA5 75041,30684,1224,40136,1983,0.3873,0.0179,6162,599,4989,538,4314,416,1825,360,800,148,18090,695,32257,1198,49029,3800,0.4255,0.0319,6712,578,5444,555,4481,526,1684,344,649,155,18970,591,43267.6719831452
75042,ZCTA5 75042,40185,1162,39811,3047,0.4063,0.0297,7642,552,5929,636,5849,595,1881,265,870,274,22171,765,39178,1429,46704,3390,0.405,0.0241,8727,677,5574,474,5989,475,2400,435,787,212,23477,893,42917.3133675751
75043,ZCTA5 75043,58120,1552,55149,2412,0.3848,0.0165,5799,646,9851,799,12822,675,5839,567,2380,348,36691,985,61440,1556,61466,2879,0.3989,0.0169,5840,618,9547,759,14007,711,6952,589,3374,417,39720,1022,59452.0839694657
75044,ZCTA5 75044,41578,1231,64302,2860,0.4007,0.0174,3236,652,5391,628,9563,604,6610,589,3136,393,27936,854,41901,1198,67854,5353,0.4354,0.023,3594,543,5523,730,8622,712,7883,653,3578,382,29200,975,69319.2606104296
75048,ZCTA5 75048,20930,40,87171,6119,0.3391,0.0316,978,332,3218,499,4928,678,3169,447,1441,305,13734,627,25034,89,101161,3729,0.2922,0.0215,1974,632,3751,640,5398,809,3549,507,1687,317,16359,657,93972.6488549618
75050,ZCTA5 75050,40652,1492,44548,2473,0.4091,0.021,5510,444,7118,567,7625,658,3235,511,1130,210,24618,877,42916,1532,55753,2690,0.3926,0.0156,6199,659,7761,621,6813,553,3508,438,1716,303,25997,1087,48023.9249428232
75051,ZCTA5 75051,41345,1454,40107,2286,0.4184,0.0245,8288,597,7646,669,5081,536,1951,387,749,192,23715,918,41479,1475,41154,3034,0.3983,0.0211,8368,739,8790,653,5104,478,1539,331,562,147,24363,920,43236.4092143712
75052,ZCTA5 75052,89743,1536,66744,2238,0.3651,0.0114,7836,885,12827,749,18094,892,10724,693,4186,525,53667,1204,95516,1986,77230,2400,0.3593,0.0112,8677,980,15433,1063,20068,1071,11795,837,4693,525,60666,1481,71951.801346498
75054,ZCTA5 75054,6256,627,105000,7990,0.3079,0.0378,99,82,602,212,1058,249,1291,368,799,219,3849,436,10635,974,123963,6248,0.274,0.0376,234,123,716,240,1996,427,2233,314,1228,254,6407,588,113192.783491884
75056,ZCTA5 75056,49514,1450,79251,4367,0.3993,0.0154,2031,467,6310,771,10779,816,8403,666,4578,498,32101,950,59211,1270,87941,3355,0.4361,0.0225,2496,507,7263,828,12667,817,12278,884,5529,628,40233,1010,85434.6789001455
75057,ZCTA5 75057,13749,841,50338,5479,0.3587,0.0247,2291,467,1945,300,2568,340,1111,225,422,150,8337,597,14111,778,55743,4178,0.3506,0.0239,2240,357,2017,354,2479,273,1785,262,500,128,9021,541,54265.6984325185
75058,ZCTA5 75058,3238,462,79250,13097,0.4717,0.072,311,145,463,182,598,127,476,109,261,70,2109,295,2564,309,82778,24473,0.4619,0.0607,186,96,438,128,502,110,417,98,166,57,1709,207,85433.600873636
75060,ZCTA5 75060,46409,1513,45775,3541,0.4023,0.0142,8910,648,7848,606,6923,610,2674,365,1140,242,27495,887,48664,1272,55051,2978,0.4022,0.0221,10413,805,7899,663,6456,530,3058,408,1115,216,28941,868,49346.6634699141
75061,ZCTA5 75061,53233,1621,40084,1229,0.4163,0.0122,10512,691,8599,721,7532,467,3404,370,1400,206,31447,997,54862,1450,45822,2226,0.4042,0.0159,11785,747,8421,559,7315,566,3273,297,1564,225,32358,915,43211.614604654
75062,ZCTA5 75062,46200,1370,45872,2642,0.4344,0.0194,6181,634,7099,701,8022,669,5413,515,2277,351,28992,852,48629,1383,52331,1961,0.4272,0.0243,6709,823,7384,646,8435,673,4880,466,2540,377,29948,1036,49451.2320413304
75063,ZCTA5 75063,36425,1163,69114,4234,0.4566,0.0211,1058,323,2366,417,5354,556,9623,697,7023,621,25424,810,38952,1081,91431,4849,0.4108,0.0169,685,204,1979,336,5170,595,10149,725,8822,702,26805,836,74506.7241738862
75065,ZCTA5 75065,11033,283,72342,7703,0.3502,0.0236,379,153,2386,334,2733,318,1657,307,485,156,7640,371,12389,444,78567,5592,0.3737,0.0304,648,248,2209,417,3147,432,1897,414,732,189,8633,548,77986.5937463795
75067,ZCTA5 75067,61816,1543,56555,2388,0.3786,0.0225,4908,692,9076,676,13164,1068,8903,705,3514,406,39565,1223,67487,1134,62921,1526,0.3835,0.0151,5553,638,9920,751,13433,715,11371,791,4259,422,44536,866,60967.7892417474
75068,ZCTA5 75068,38950,977,85446,4022,0.3479,0.0219,2480,639,5060,538,9212,697,5580,527,1983,410,24315,796,61043,1397,99472,4594,0.3513,0.0154,2620,559,6728,843,12277,841,10542,898,6041,776,38208,1071,92113.0531261666
75069,ZCTA5 75069,34471,1373,45907,3511,0.5103,0.0297,4080,560,5897,662,5566,529,4874,502,1567,276,21984,824,37834,1219,55435,3467,0.5079,0.0315,4799,935,5951,807,6744,552,5223,387,2553,369,25270,1077,49488.962969161
75070,ZCTA5 75070,78837,1575,98524,3837,0.3708,0.0158,1631,365,5708,614,14262,1158,18496,962,8040,764,48137,1174,98219,1459,101462,3480,0.3969,0.014,1969,592,7501,724,19518,798,23023,1096,10656,721,62667,1060,106211.483816708
75071,ZCTA5 75071,38811,1350,80291,4735,0.3841,0.0235,1441,337,4302,520,8111,673,7581,719,3096,453,24531,826,52939,1536,97277,5581,0.3752,0.0128,2375,480,4894,502,10953,770,9617,699,5015,468,32854,941,86555.8264699698
75074,ZCTA5 75074,46606,1690,54518,3556,0.4152,0.0162,5741,768,6749,641,7938,679,6356,634,2791,406,29575,1008,51147,1591,69214,3666,0.4252,0.0186,5913,808,6661,563,8822,649,8223,625,3470,513,33089,970,58771.8492420049
75075,ZCTA5 75075,33884,1097,72852,3868,0.4097,0.0179,1695,360,3618,419,7223,552,7513,506,3777,360,23826,720,36917,868,76610,3585,0.4266,0.0195,2136,439,3874,494,7844,624,7952,599,4323,419,26129,725,78536.3872661972
75077,ZCTA5 75077,36560,1341,99629,4134,0.3663,0.017,759,211,4327,595,8442,625,7639,656,3303,387,24470,747,37080,861,106571,5246,0.4065,0.0156,975,256,4170,414,8309,711,8382,494,3682,365,25518,779,107402.703109646
75078,ZCTA5 75078,11683,406,119529,11269,0.3872,0.0396,294,122,981,242,2323,308,2361,321,935,187,6894,364,23580,834,143669,9077,0.3698,0.0198,263,105,1672,310,3826,365,5702,353,2384,283,13847,568,128855.430647632
75080,ZCTA5 75080,45616,1096,60440,3593,0.4672,0.014,3180,530,4608,532,6840,583,9112,595,4988,434,28728,843,51710,1500,72660,3920,0.4577,0.0163,3133,611,3779,469,7433,617,11355,708,7026,445,32726,953,65155.9222309471
75081,ZCTA5 75081,34286,909,63470,2455,0.3931,0.0179,1945,367,4562,554,7141,581,6465,571,3682,399,23795,710,39309,1124,74125,5127,0.395,0.0178,2068,429,4564,557,8604,498,8725,657,3651,399,27612,854,68422.3425545701
75082,ZCTA5 75082,21670,736,111726,5970,0.3803,0.0234,806,253,1693,301,2854,448,5555,568,3811,461,14719,482,23579,965,115264,8872,0.4121,0.026,389,138,1779,363,3296,422,6483,674,4273,488,16220,795,120443.589794421
75087,ZCTA5 75087,29630,1160,86094,6016,0.3712,0.0251,1360,336,3891,518,6189,537,5461,610,2426,354,19327,707,33638,1039,96789,5092,0.3823,0.0196,1102,223,4008,562,6897,627,6667,589,3461,380,22135,710,92811.6143042879
75088,ZCTA5 75088,26237,854,81425,4770,0.3445,0.0177,1543,292,3741,417,6301,601,4072,433,1707,314,17364,626,26234,899,89022,3894,0.36,0.0183,1296,307,4408,440,6706,631,4022,470,1968,248,18400,687,87778.3085316822
75089,ZCTA5 75089,29640,932,86134,5159,0.3318,0.02,2101,497,3681,605,6043,633,4396,532,1867,417,18088,727,34374,825,102520,4821,0.3562,0.0253,1276,328,5217,724,8036,861,5364,588,2659,566,22552,818,92854.7353646658
75093,ZCTA5 75093,46990,1015,99225,4408,0.4965,0.018,1003,272,2598,425,7960,676,13062,701,8150,578,32773,646,47411,995,108718,5572,0.4887,0.0159,999,248,3460,436,6985,600,13786,676,9243,590,34473,733,106967.18039983
75094,ZCTA5 75094,20536,392,116344,7356,0.3409,0.0283,512,197,1893,418,2963,467,4562,521,2050,368,11980,487,23370,424,133125,19450,0.3505,0.0222,802,279,2100,405,3540,549,5106,504,2873,394,14421,581,125421.916215045
76054,ZCTA5 76054,11250,616,93763,6934,0.3724,0.023,317,95,1407,225,2967,295,2577,295,1107,189,8375,458,12119,611,96875,7266,0.3769,0.0244,363,138,1418,235,3040,330,2736,274,1070,214,8627,426,101078.999605233
76055,ZCTA5 76055,2857,272,48142,10697,0.4858,0.0883,533,104,497,111,640,119,164,61,84,34,1918,159,2703,344,46739,11273,0.439,0.0443,441,136,670,124,608,123,185,73,90,55,1994,267,51898.3522177739
76058,ZCTA5 76058,18323,1031,56151,2558,0.397,0.0419,2451,378,3637,476,3682,429,893,221,255,98,10918,655,18535,892,56587,3363,0.4006,0.0248,2267,387,4533,490,3589,414,812,204,437,181,11638,588,60532.2665319311
75490,ZCTA5 75490,2332,310,57375,9215,0.3881,0.0453,163,72,604,143,608,117,151,64,72,34,1598,192,2518,268,72143,14763,0.3438,0.0439,288,87,639,130,600,106,161,71,73,37,1761,172,61851.7709794936
75491,ZCTA5 75491,5214,529,50158,4318,0.4514,0.0384,501,100,1258,221,1176,203,497,120,141,58,3573,317,4913,541,72371,11943,0.4253,0.0455,362,130,899,191,1265,247,558,130,233,80,3317,339,54071.6536608181
76059,ZCTA5 76059,5171,369,36579,12232,0.4592,0.0396,549,221,790,193,1026,212,325,113,145,75,2835,326,5211,381,43944,6266,0.4268,0.0456,554,160,724,180,896,176,548,125,170,83,2892,277,39433.1316890439
76060,ZCTA5 76060,6994,337,74375,6926,0.3916,0.0353,668,170,1241,275,1894,257,801,161,312,107,4916,326,8198,231,75534,10624,0.4052,0.0342,787,367,1644,397,1463,274,990,221,532,188,5416,382,80178.2216400843
76061,ZCTA5 76061,182,198,,,0.2757,0.2026,0,13,139,157,43,67,0,13,0,13,182,198,39,64,,,,,0,13,0,13,39,64,0,13,0,13,39,64,
