GEOID,NAME,tot_popE,popm_18t24E,popf_18t24E,pop_3t4E,med_incE,giniE,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_bpE,bp_u18E,pop_o25E,pop_u18E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,year,pop_18t24E,wh_per,bl_per,as_per,his_per,emp_r,hs_18t24_per,es_3t4_per,emp_pubtr_per,bp_per,cbp_per,rohh_per,type
4816612,"Coppell city, Texas",40021,1497,934,810,111325,0.408,671,2344,15601,4522,24770,2033,7747,4106,14309,281,156,83,20816,139,1699,598,26102,11458,79.1,84.1,71.1,45.9,2014,2431,0.618925064341221,0.05079833087629,0.193573373978661,0.112990679893056,0.7005,0.231180584121761,0.102469135802469,0.00667755572636434,0.0424527123260288,0.052190609181358,0.28695226780348,Place
4816612,"Coppell city, Texas",40602,1567,896,900,111817,0.4118,604,2458,16040,4532,24934,1825,8348,4252,14620,321,167,56,21187,221,1932,724,26838,11261,83.6,77.4,79.8,85,2015,2463,0.614107679424659,0.0449485247032166,0.205605635190385,0.111620117235604,0.8145,0.260657734470158,0.0622222222222222,0.0104309246235899,0.0475838628638983,0.0642926915904449,0.290834473324213,Place
4816612,"Coppell city, Texas",40631,1432,1029,1025,114839,0.4152,604,2225,16256,4541,24665,1795,8544,4363,14779,295,206,121,21734,209,1876,707,26993,11109,86.1,78.6,83.6,85.4,2016,2461,0.607048805099555,0.0441780906204622,0.21028278900347,0.111761955157392,0.83425,0.239739943112556,0.118048780487805,0.00961626943958774,0.0461716423420541,0.0636420919974795,0.295216185127546,Place
4816612,"Coppell city, Texas",41138,1418,863,1059,119936,0.4157,666,1980,16866,5046,23974,1673,9271,4199,14980,326,260,79,22262,193,1705,669,27857,11000,88,80.5,82.6,84.9,2017,2281,0.582770188147212,0.0406679955272497,0.225363410958238,0.122660314064855,0.84,0.285839544059623,0.0745986779981114,0.00866948162788608,0.0414458651368564,0.0608181818181818,0.280307076101469,Place
4816612,"Coppell city, Texas",41512,1149,874,1221,123802,0.4134,616,1706,17627,5177,23299,1970,9789,4204,15440,373,311,98,22594,209,1310,439,28532,10957,85.6,84.9,83.3,85.6,2018,2023,0.561259394873772,0.0474561572557333,0.235811331663134,0.124710926960879,0.8485,0.368759268413248,0.0802620802620803,0.00925024342745862,0.0315571401040663,0.0400657114173588,0.272279792746114,Place
4816612,"Coppell city, Texas",41645,1039,1002,1327,122340,0.4184,625,1620,17549,5458,22923,1765,10135,4362,15538,377,333,109,22653,286,1066,410,28346,11258,86.9,85,84.2,85.1,2019,2041,0.550438227878497,0.0423820386601033,0.243366550606315,0.131060151278665,0.853,0.369426751592357,0.0821401657874906,0.0126252593475478,0.0255973106015128,0.0364185468111565,0.280731110825074,Place
4833020,"Hebron town, Texas",810,13,6,16,57163,0.4234,189,48,164,203,487,81,37,94,295,13,4,5,370,0,82,0,591,200,81.1,93.5,88.4,10.5,2012,19,0.601234567901235,0.1,0.045679012345679,0.250617283950617,0.68375,1.36842105263158,0.3125,0,0.101234567901235,0,0.31864406779661,Place
4833020,"Hebron town, Texas",702,18,23,15,103250,0.3455,44,49,209,46,478,119,57,14,235,9,6,5,369,2,4,0,480,181,88.2,89.5,81,15.2,2013,41,0.680911680911681,0.16951566951567,0.0811965811965812,0.0655270655270655,0.68475,0.439024390243902,0.333333333333333,0.00542005420054201,0.0056980056980057,0,0.0595744680851064,Place
4833020,"Hebron town, Texas",581,20,27,11,110536,0.3557,5,17,195,68,412,40,58,10,193,12,8,2,267,4,6,0,353,181,77.4,84.7,77.2,37.5,2014,47,0.709122203098107,0.0688468158347676,0.0998278829604131,0.117039586919105,0.692,0.51063829787234,0.181818181818182,0.0149812734082397,0.0103270223752151,0,0.0518134715025907,Place
4833020,"Hebron town, Texas",475,24,22,9,144688,0.3324,6,13,167,83,301,50,37,5,145,9,6,1,237,3,5,0,296,133,91.7,100,73.9,73.5,2015,46,0.633684210526316,0.105263157894737,0.0778947368421053,0.174736842105263,0.84775,0.391304347826087,0.111111111111111,0.0126582278481013,0.0105263157894737,0,0.0344827586206897,Place
4833020,"Hebron town, Texas",413,13,16,6,148750,0.3472,3,27,158,40,266,65,40,23,138,0,2,1,239,2,7,0,290,94,93.2,93.3,75.8,79.7,2016,29,0.64406779661017,0.157384987893462,0.0968523002421307,0.0968523002421307,0.855,0,0.166666666666667,0.00836820083682008,0.0169491525423729,0,0.166666666666667,Place
4833020,"Hebron town, Texas",471,14,11,4,97500,0.4621,4,29,190,51,309,40,67,39,176,0,1,0,264,3,45,0,344,102,100,90.9,80,82.3,2017,25,0.656050955414013,0.0849256900212314,0.142250530785563,0.10828025477707,0.883,0,0,0.0113636363636364,0.0955414012738854,0,0.221590909090909,Place
4833020,"Hebron town, Texas",239,5,5,5,90625,0.4959,2,27,86,15,176,14,30,23,95,0,3,0,111,0,37,0,179,50,100,92.3,85.3,83,2018,10,0.736401673640167,0.0585774058577406,0.125523012552301,0.0627615062761506,0.9015,0,0,0,0.154811715481172,0,0.242105263157895,Place
4833020,"Hebron town, Texas",388,18,16,6,96250,0.5107,0,25,199,10,262,29,84,83,176,0,2,2,248,0,72,0,315,39,100,86.4,83.3,92.9,2019,34,0.675257731958763,0.0747422680412371,0.216494845360825,0.0257731958762887,0.9065,0,0.333333333333333,0,0.185567010309278,0,0.471590909090909,Place
4867100,"Shady Shores town, Texas",2598,124,112,39,109200,0.3751,75,290,651,318,2054,78,75,92,910,63,3,0,1313,0,186,85,1693,669,85.9,79.8,67.4,39.6,2012,236,0.790608160123172,0.0300230946882217,0.0288683602771363,0.122401847575058,0.68175,0.533898305084746,0,0,0.0715935334872979,0.127055306427504,0.101098901098901,Place
4867100,"Shady Shores town, Texas",2676,153,98,61,110647,0.3881,59,295,686,241,2249,52,72,88,937,71,9,0,1352,0,109,44,1803,622,81.1,77.1,70.7,43.2,2013,251,0.840433482810165,0.0194319880418535,0.0269058295964126,0.0900597907324365,0.68025,0.565737051792829,0,0,0.0407324364723468,0.0707395498392283,0.0939167556029883,Place
4867100,"Shady Shores town, Texas",2729,76,90,48,111389,0.3805,50,240,708,256,2195,139,71,99,998,25,7,0,1324,0,133,34,1898,665,81.8,78.3,72.6,36.6,2014,166,0.80432392817882,0.0509344082081349,0.0260168559912056,0.0938072554049102,0.67325,0.301204819277108,0,0,0.0487358006595823,0.0511278195488722,0.0991983967935872,Place
4867100,"Shady Shores town, Texas",2776,80,106,90,96761,0.3875,51,280,687,277,2253,107,46,122,1009,23,5,0,1320,0,174,56,1913,677,78.3,77.3,79.6,81.7,2015,186,0.811599423631124,0.0385446685878963,0.0165706051873199,0.0997838616714697,0.79225,0.247311827956989,0,0,0.0626801152737752,0.0827178729689808,0.120911793855302,Place
4867100,"Shady Shores town, Texas",2805,59,52,123,101477,0.3803,38,274,762,243,2456,36,10,122,1033,13,5,0,1288,5,183,55,1992,702,72.3,82,80,76.9,2016,111,0.875579322638146,0.0128342245989305,0.0035650623885918,0.0866310160427807,0.778,0.234234234234234,0,0.00388198757763975,0.06524064171123,0.0783475783475783,0.11810261374637,Place
4867100,"Shady Shores town, Texas",2834,51,102,125,103313,0.4121,80,252,729,340,2320,25,93,118,951,12,8,11,1332,8,173,20,1982,699,70.2,86.5,81.2,83.9,2017,153,0.81863091037403,0.00882145377558222,0.0328158080451658,0.119971771347918,0.8045,0.156862745098039,0.088,0.00600600600600601,0.0610444601270289,0.0286123032904149,0.124079915878023,Place
4867100,"Shady Shores town, Texas",2828,35,96,106,106719,0.4076,58,275,729,358,2297,15,85,110,923,7,4,19,1352,9,219,28,1950,747,73.6,77.9,85.2,89.5,2018,131,0.812234794908062,0.0053041018387553,0.0300565770862801,0.126591230551627,0.8155,0.106870229007634,0.179245283018868,0.00665680473372781,0.0774398868458274,0.0374832663989291,0.119176598049838,Place
4867100,"Shady Shores town, Texas",2843,60,93,101,95045,0.4166,66,257,696,401,2267,19,93,105,933,21,14,23,1316,9,251,41,2025,665,73.3,83.1,84.2,87.1,2019,153,0.797397115722828,0.00668308125219838,0.0327119240239184,0.14104818853324,0.81925,0.274509803921569,0.227722772277228,0.00683890577507599,0.088287020752726,0.0616541353383459,0.112540192926045,Place
4858016,"Plano city, Texas",263122,10630,8950,7030,83193,0.4387,9465,18595,84683,39562,151382,18374,46787,34613,98418,3805,2286,880,135493,1962,19460,6947,174625,68769,81.1,80.9,69,34.7,2012,19580,0.575330075022233,0.0698307249108779,0.177814853946078,0.150356108573209,0.66425,0.388661899897855,0.125177809388336,0.0144804528647236,0.0739580878831873,0.101019354651078,0.351693795850353,Place
4858016,"Plano city, Texas",266740,11189,9072,6556,82484,0.4423,8789,18224,85945,38818,153613,18534,48322,36011,100136,3686,2254,818,137179,1828,20494,6752,178220,68108,80.7,81.7,68.2,34.6,2013,20261,0.57589038014546,0.0694833920671815,0.18115768163755,0.145527479943016,0.663,0.363851734860076,0.12477120195241,0.0133256548013909,0.0768313713728725,0.0991366652962941,0.359620915554845,Place
4858016,"Plano city, Texas",271166,10882,9364,6564,82944,0.4463,9094,18181,87980,39823,154227,19910,49167,37754,102182,3381,2361,957,140726,1713,20492,6662,183045,67676,81.1,82.3,70.2,33.8,2014,20246,0.56875493240303,0.0734236593083204,0.181316979267312,0.14685838195054,0.6685,0.333991899634496,0.145795246800731,0.0121725907081847,0.0755699460846861,0.0984396240912583,0.369477990252686,Place
4858016,"Plano city, Texas",275645,11103,9969,6423,83793,0.4459,8959,17932,89169,39278,154877,21235,52546,39058,103937,3215,2690,730,144377,1779,20626,6914,186689,67684,83.9,78.5,81.8,82.8,2015,21072,0.561871247437828,0.0770374938779952,0.190629251392189,0.142494875655281,0.8175,0.305144267274108,0.113654055737194,0.0123219072289908,0.0748281303850968,0.102151173098517,0.375785331498889,Place
4858016,"Plano city, Texas",279088,11321,10805,6516,85085,0.4501,9169,18051,90925,41249,154340,21994,53105,40135,105189,3308,3085,662,146915,1888,20778,6534,189631,67103,83.6,78.5,81.3,83.1,2016,22126,0.553015536318294,0.0788066846299375,0.190280485008313,0.147799260448317,0.81625,0.299014733797343,0.101596071209331,0.0128509682469455,0.0744496359571175,0.0973726957066003,0.381551302892888,Place
4858016,"Plano city, Texas",281566,11635,10621,6395,88578,0.4456,8849,18116,93817,40907,154625,22930,54394,41243,105806,3463,3113,582,149477,1975,19736,5728,193391,65919,84.1,78.5,81.3,83.5,2017,22256,0.549160765149201,0.081437389457534,0.193183836116577,0.14528387660442,0.8185,0.311196980589504,0.0910086004691165,0.0132127350696094,0.0700936902893105,0.0868945220649585,0.389798310114738,Place
4858016,"Plano city, Texas",284579,11888,11112,6385,92121,0.4457,9994,18729,94411,43310,151098,23415,57825,41905,105557,3744,3336,494,151625,1908,19166,5412,196781,64798,84.1,80.8,81.2,83.3,2018,23000,0.530952740715232,0.0822794373442875,0.203194894914945,0.152189725875767,0.8235,0.325565217391304,0.0773688332028191,0.0125836768342951,0.0673486097006455,0.0835210963301337,0.396989304356888,Place
4858016,"Plano city, Texas",287064,12402,11258,6390,95602,0.4459,9876,19449,95916,43098,150287,24282,60633,43296,105854,4260,3390,523,153531,2002,19375,5419,198873,64531,82.8,80.6,81.6,84.1,2019,23660,0.523531337959479,0.0845874090795084,0.211217707549536,0.150133768079592,0.82275,0.360101437024514,0.0818466353677621,0.0130397118497242,0.0674936599503943,0.0839751437293704,0.409016192113666,Place
4819972,"Denton city, Texas",115098,12667,15651,2999,47598,0.4723,6902,8729,19812,24723,68841,12810,4750,21147,40593,2366,2392,366,55655,846,20345,3922,63018,22813,75.4,79.3,63.7,28.5,2012,28318,0.598107699525622,0.111296460407653,0.0412691793080679,0.214799562112287,0.61725,0.167102196482802,0.122040680226742,0.0152007905848531,0.176762411162661,0.171919519572174,0.520951888256596,Place
4819972,"Denton city, Texas",117895,12779,15952,2854,48182,0.4748,6778,8947,20698,25550,70349,13219,4941,21313,41274,2596,2369,304,57178,1138,22089,4478,65234,22759,74.7,79.9,65.8,26.2,2013,28731,0.596708935917554,0.112125196149116,0.0419101743076466,0.21671826625387,0.6165,0.180710730569768,0.106517168885774,0.0199027598027213,0.187361635353493,0.196757326771827,0.516378349566313,Place
4819972,"Denton city, Texas",122742,13023,15609,2863,48518,0.4774,6460,10269,22403,27302,73046,12951,5346,22140,42961,2795,2644,289,59843,1120,23927,5101,68982,23922,75.1,78.3,65.6,26.7,2014,28632,0.595118215443776,0.105514004986068,0.0435547734271887,0.222434048654902,0.61425,0.195236099469125,0.100943066713238,0.0187156392560533,0.19493734825895,0.213234679374634,0.51535113242243,Place
4819972,"Denton city, Texas",125734,13207,15446,2968,49100,0.4719,6644,11533,21561,28514,75356,12954,4956,22885,43745,2907,2710,369,61703,1099,23796,4899,71429,24360,76,76.2,76.3,78.6,2015,28653,0.599328741629154,0.103027025307395,0.0394165460416435,0.226780345809407,0.76775,0.202910689980107,0.124326145552561,0.0178111274978526,0.189256684747165,0.201108374384236,0.523145502343125,Place
4819972,"Denton city, Texas",128421,12874,15840,2935,50487,0.4666,6155,11587,22342,30049,76927,12476,4955,23722,44926,2993,2788,295,63670,1177,22945,4683,73320,25009,76.7,78.1,78,77.7,2016,28714,0.599021966812282,0.097149220143123,0.0385840322065706,0.233988210650906,0.77625,0.208469736017274,0.100511073253833,0.018485943144338,0.178670155192687,0.187252589067936,0.528023861461069,Place
4819972,"Denton city, Texas",131097,12332,15961,2805,52164,0.4668,7021,11722,23795,31571,78086,12345,5459,23964,45874,3090,2668,253,65832,1101,23491,5221,76051,26753,78.3,79.2,79.8,78.9,2017,28293,0.595635292951021,0.0941669145747042,0.0416409223704585,0.240821681655568,0.7905,0.218428586576185,0.0901960784313725,0.0167243893547211,0.17918792954835,0.195155683474751,0.522387408989842,Place
4819972,"Denton city, Texas",133661,12948,16248,2961,56489,0.4575,6480,12065,24122,32009,80007,12282,5525,24234,46561,3253,2673,358,68934,911,21882,4383,78045,26420,79.3,80.1,83.4,77.8,2018,29196,0.59858148599816,0.0918891823344132,0.0413359169840118,0.239478980405653,0.8015,0.222838745033566,0.120905099628504,0.0132155395015522,0.163712676098488,0.165897047691143,0.520478512059449,Place
4819972,"Denton city, Texas",136195,12809,16054,3024,60018,0.4538,6498,11679,25194,33385,80163,12769,5691,23940,46687,2858,2543,485,70648,1083,19759,3676,80720,26612,78.8,81.8,84.8,78.4,2019,28863,0.588589889496678,0.0937552773596681,0.0417856749513565,0.245126473071699,0.8095,0.198039011883727,0.160383597883598,0.0153295210055486,0.145078747384265,0.13813317300466,0.512776575920492,Place
4842808,"Lincoln Park town, Texas",289,13,11,10,51563,0.3346,30,63,6,46,237,4,0,40,123,0,0,7,149,1,20,0,211,54,91.8,38.2,66,37.9,2012,24,0.820069204152249,0.013840830449827,0,0.15916955017301,0.58475,0,0.7,0.00671140939597315,0.069204152249135,0,0.32520325203252,Place
4842808,"Lincoln Park town, Texas",273,12,15,9,45000,0.3258,34,56,11,53,212,5,0,53,122,0,0,7,141,1,16,0,210,36,93.1,50,55.3,33.3,2013,27,0.776556776556777,0.0183150183150183,0,0.194139194139194,0.57925,0,0.777777777777778,0.00709219858156028,0.0586080586080586,0,0.434426229508197,Place
4842808,"Lincoln Park town, Texas",288,17,11,12,39688,0.3533,41,61,15,47,232,4,0,53,125,2,2,12,140,1,36,11,213,47,78.7,60.8,44.7,36.8,2014,28,0.805555555555556,0.0138888888888889,0,0.163194444444444,0.5525,0.142857142857143,1,0.00714285714285714,0.125,0.234042553191489,0.424,Place
4842808,"Lincoln Park town, Texas",278,20,10,14,41250,0.3238,44,48,15,49,219,5,0,58,132,2,1,14,146,2,28,12,207,41,76.3,100,75.8,68.1,2015,30,0.787769784172662,0.0179856115107914,0,0.176258992805755,0.8005,0.133333333333333,1,0.0136986301369863,0.100719424460432,0.292682926829268,0.439393939393939,Place
4842808,"Lincoln Park town, Texas",191,2,7,5,39750,0.3493,15,44,14,18,165,6,0,39,103,1,1,5,85,2,28,11,155,27,58.8,100,66.7,67.4,2016,9,0.863874345549738,0.031413612565445,0,0.0942408376963351,0.73225,0.222222222222222,1,0.0235294117647059,0.146596858638743,0.407407407407407,0.378640776699029,Place
4842808,"Lincoln Park town, Texas",145,3,5,4,38500,0.3299,13,30,11,19,124,0,0,31,80,1,1,4,69,0,14,8,118,19,70,100,68.8,75,2017,8,0.855172413793104,0,0,0.131034482758621,0.7845,0.25,1,0,0.096551724137931,0.421052631578947,0.3875,Place
4842808,"Lincoln Park town, Texas",78,4,1,5,42500,0.3626,12,10,2,0,78,0,0,15,40,2,1,5,29,0,17,10,58,15,44.4,100,58.3,75,2018,5,1,0,0,0,0.69425,0.8,1,0,0.217948717948718,0.666666666666667,0.375,Place
4842808,"Lincoln Park town, Texas",12,0,0,0,56250,0.2108,2,2,0,0,12,0,0,7,10,0,0,0,4,0,0,0,12,0,,,,50,2019,0,1,0,0,0,,,,0,0,,0.7,Place
4817024,"Corral City town, Texas",68,2,2,0,49643,0.2436,7,15,8,7,53,3,0,6,28,2,0,0,33,0,9,5,51,13,55.6,57.1,58.8,,2012,4,0.779411764705882,0.0441176470588235,0,0.102941176470588,,1,,0,0.132352941176471,0.384615384615385,0.214285714285714,Place
4817024,"Corral City town, Texas",52,0,2,0,47857,0.2653,7,7,0,7,39,2,0,6,22,0,0,0,23,0,8,4,37,13,54.8,66.7,,,2013,2,0.75,0.0384615384615385,0,0.134615384615385,,0,,0,0.153846153846154,0.307692307692308,0.272727272727273,Place
4817024,"Corral City town, Texas",31,0,0,0,31250,0.2285,0,5,0,0,25,2,0,6,12,0,0,0,8,0,7,4,25,6,38.1,0,,,2014,0,0.806451612903226,0.0645161290322581,0,0,,,,0,0.225806451612903,0.666666666666667,0.5,Place
4817024,"Corral City town, Texas",16,0,0,1,,0.2453,0,2,0,3,13,0,0,6,6,0,0,0,8,0,0,0,12,4,100,100,,0,2015,0,0.8125,0,0,0.1875,,,0,0,0,0,1,Place
4817024,"Corral City town, Texas",14,0,0,2,,0.0975,0,0,0,4,10,0,0,4,4,0,0,0,8,0,0,0,8,6,100,100,,,2016,0,0.714285714285714,0,0,0.285714285714286,,,0,0,0,0,1,Place
4817024,"Corral City town, Texas",7,0,0,2,,,0,0,0,5,2,0,0,2,2,0,0,0,4,0,0,0,4,3,,100,,,2017,0,0.285714285714286,0,0,0.714285714285714,,,0,0,0,0,1,Place
4817024,"Corral City town, Texas",6,0,0,2,,,0,0,0,5,1,0,0,1,1,0,0,0,3,0,0,0,3,3,,100,,,2018,0,0.166666666666667,0,0,0.833333333333333,,,0,0,0,0,1,Place
4817024,"Corral City town, Texas",8,0,0,2,,,0,0,0,6,2,0,0,2,2,0,0,0,4,0,0,0,4,4,,100,,,2019,0,0.25,0,0,0.75,,,0,0,0,0,1,Place
4804000,"Arlington city, Texas",367154,20664,21159,11800,53341,0.4353,30366,43512,55976,102821,161222,69042,26236,55976,132247,6315,5892,1474,178945,432,57966,22900,223288,101049,79.2,80.5,65.5,29.4,2012,41823,0.439112742881734,0.188046432832,0.0714577534222697,0.280048698911084,0.6365,0.301986944982426,0.124915254237288,0.00241414959903881,0.157879255026501,0.226622727587606,0.423268580761756,Place
4804000,"Arlington city, Texas",371267,20525,21797,11851,52933,0.4357,30358,43914,57042,104724,161422,70321,26652,56844,133470,6204,5727,1291,180388,444,61097,24340,227002,100772,78.4,80.2,66.6,28.9,2013,42322,0.434786824576383,0.189408161781144,0.0717866117915139,0.282071932059677,0.63525,0.293180851566561,0.108935954771749,0.00246136106614631,0.164563508202991,0.241535347120232,0.425893459204316,Place
4804000,"Arlington city, Texas",375305,20605,21670,12156,53055,0.434,30086,45280,57210,107603,160904,72379,26110,57801,133601,6408,5775,1440,181434,363,62812,24662,231191,100458,78.3,79.7,65.1,29.6,2014,42275,0.428728634044311,0.192853812232717,0.0695700829991607,0.286708144042845,0.63175,0.303157894736842,0.118460019743337,0.00200072753728629,0.167362545129961,0.245495630014533,0.432638977253164,Place
4804000,"Arlington city, Texas",379716,20637,21696,11900,53326,0.4387,30267,46343,58596,108482,159964,75159,27511,58951,133808,6959,5370,1457,184537,466,65463,25600,236032,99773,75,78.7,79.8,79.8,2015,42333,0.421272740679877,0.197934772303511,0.0724515163964647,0.285692464894816,0.78325,0.328774242316869,0.122436974789916,0.00252523884099124,0.172399898871788,0.256582442143666,0.440564091833074,Place
4804000,"Arlington city, Texas",383899,21327,21632,11687,53574,0.441,30778,47120,59167,110039,159472,78270,26388,60017,134846,6919,5356,1186,188902,472,62812,24328,240692,98441,75.3,79.6,80.9,80,2016,42959,0.415400925764329,0.203881750147825,0.0687368292181016,0.286635286885353,0.7895,0.322121092204195,0.101480277231111,0.00249865009369938,0.163615951070464,0.247132800357575,0.445078089079394,Place
4804000,"Arlington city, Texas",388225,21520,20729,11080,55562,0.439,31175,47433,59674,112283,155606,83045,26426,59912,135004,7023,4942,1169,191229,538,61529,24111,243945,102031,76.6,80,81.1,80.6,2017,42249,0.400813960976238,0.213909459720523,0.0680687745508404,0.289221456629532,0.79575,0.332457572960307,0.105505415162455,0.00281338081567126,0.158487990211862,0.236310533073282,0.443779443572042,Place
4804000,"Arlington city, Texas",392462,21573,21684,10347,58502,0.436,31157,48374,60363,114595,153476,86186,26720,60407,134984,7549,5664,1069,195169,558,60858,23901,247318,101887,78,81.9,80.7,81,2018,43257,0.391059516590141,0.219603426573783,0.0680830245985599,0.291990052540119,0.804,0.349030214762929,0.103314970522857,0.00285906060901065,0.155067242178861,0.234583411033792,0.447512297753808,Place
4804000,"Arlington city, Texas",395477,22631,22304,10077,60571,0.4328,30839,49329,62627,116902,152482,88131,25669,60598,135333,7955,6114,1031,198671,582,57116,22147,249392,101150,77.9,81.3,81.2,80.8,2019,44935,0.385564773678368,0.222847346369068,0.0649064294510174,0.295597468373635,0.803,0.354066985645933,0.102312196090106,0.00292946630358734,0.144423063793849,0.218952051408799,0.447769575787133,Place
4852356,"North Richland Hills city, Texas",63605,2798,2922,1911,63806,0.4062,2596,8176,10787,10457,48013,2516,1428,8580,24213,992,930,341,33045,330,4729,1811,42374,15441,82.7,82.1,70.4,32,2012,5720,0.754862039147866,0.0395566386290386,0.0224510651678327,0.164405314047638,0.668,0.346853146853147,0.178440607012036,0.00998638220608261,0.0743495008254068,0.117285149925523,0.354355098500805,Place
4852356,"North Richland Hills city, Texas",64677,2827,2966,2048,63046,0.4042,2808,7867,11010,10404,48291,2514,2033,9227,24656,894,949,399,33667,251,4342,1568,43286,15536,82,81.3,70.4,34,2013,5793,0.746648731388283,0.0388700774618489,0.0314331215115111,0.160860893362401,0.66925,0.30864836872087,0.19482421875,0.00745537172899278,0.0671336023625091,0.100926879505664,0.374229396495782,Place
4852356,"North Richland Hills city, Texas",65835,3160,3280,2029,62927,0.4005,2902,7985,11142,11780,47174,2664,2431,9146,24853,883,1112,405,34292,238,5060,1879,43477,15899,82.7,81,71.5,32.8,2014,6440,0.716548948127896,0.0404647983595352,0.0369256474519632,0.178932178932179,0.67,0.274223602484472,0.199605717102021,0.00694039426105214,0.076858813700919,0.11818353355557,0.368003862712751,Place
4852356,"North Richland Hills city, Texas",66950,3261,2916,1971,63766,0.4051,2833,8134,10980,11706,47112,3160,2774,9211,24963,931,1016,361,34342,249,5130,1933,44634,16129,86.9,77.1,83.8,80.5,2015,6177,0.70368932038835,0.0471994025392084,0.0414339058999253,0.174846900672143,0.82075,0.301440828881334,0.183155758498224,0.00725059693669559,0.0766243465272592,0.119846239692479,0.368986099427152,Place
4852356,"North Richland Hills city, Texas",67994,3231,2750,2041,63537,0.4083,2919,8253,11400,11971,47657,3424,2818,9733,25682,847,663,373,34844,157,5257,1994,45585,16404,88.1,81.2,81.8,80.7,2016,5981,0.700900079418772,0.0503573844751007,0.0414448333676501,0.176059652322264,0.8295,0.283230229058686,0.182753552180304,0.00450579726782229,0.0773156454981322,0.121555718117532,0.378981387742388,Place
4852356,"North Richland Hills city, Texas",69039,3121,2776,1854,65340,0.406,3106,8135,12264,11912,47903,3792,2980,9792,26135,796,975,308,35296,83,5233,1983,46766,16376,87.7,80.6,81.2,79.8,2017,5897,0.693854198351656,0.0549254769043584,0.0431640087486783,0.17254015846116,0.82325,0.269967780227234,0.166127292340885,0.00235154125113327,0.0757977375106824,0.12109184171959,0.37466998278171,Place
4852356,"North Richland Hills city, Texas",69800,3201,2891,1849,68146,0.4162,3160,8057,12874,11627,47599,4237,3256,9758,26051,805,869,296,35827,118,6235,2519,47143,16565,86,81.4,81.6,80.2,2018,6092,0.681934097421204,0.060702005730659,0.046647564469914,0.166575931232092,0.823,0.264281024294156,0.160086533261222,0.00329360538141625,0.0893266475644699,0.152067612435859,0.374572953053626,Place
4852356,"North Richland Hills city, Texas",70202,2780,2825,1763,71076,0.426,3073,8330,12832,11633,47761,4676,3093,10020,26500,823,986,234,35642,134,5288,1964,48232,16365,84.3,83.2,77.4,81.5,2019,5605,0.680336742542948,0.0666077889518817,0.0440585738298054,0.165707529700009,0.816,0.293666369313113,0.132728304027226,0.00375960944952584,0.0753254893022991,0.120012221203789,0.37811320754717,Place
4832984,"Heath city, Texas",7184,122,129,118,132894,0.4101,66,656,2486,393,6524,93,174,68,2527,15,22,0,3315,10,250,50,5102,1831,73.5,77.6,51,32.6,2012,251,0.908129175946548,0.012945434298441,0.0242204899777283,0.0547048997772829,0.58675,0.119521912350598,0,0.00301659125188537,0.0347995545657016,0.0273074822501365,0.0269093787099327,Place
4832984,"Heath city, Texas",7396,253,109,133,133819,0.4167,53,630,2428,440,6847,34,60,54,2551,23,49,14,3180,12,274,52,5256,1778,68.8,76.2,40.1,23.9,2013,362,0.925770686857761,0.00459707950243375,0.00811249323958897,0.0594916170903191,0.5225,0.12707182320442,0.105263157894737,0.00377358490566038,0.0370470524607896,0.0292463442069741,0.0211681693453548,Place
4832984,"Heath city, Texas",7620,280,186,152,152379,0.3864,72,397,2613,238,7250,35,87,48,2583,31,108,23,3477,0,308,62,5291,1863,78.4,79,48.1,27.7,2014,466,0.951443569553806,0.00459317585301837,0.0114173228346457,0.0312335958005249,0.583,0.133047210300429,0.151315789473684,0,0.0404199475065617,0.0332796564680623,0.0185830429732869,Place
4832984,"Heath city, Texas",7793,293,283,172,148661,0.4244,101,467,2536,334,7224,0,92,34,2531,100,142,15,3553,0,177,31,5192,2025,58.5,73.7,82,84.5,2015,576,0.926985756448094,0,0.0118054664442448,0.0428589760041062,0.74675,0.347222222222222,0.0872093023255814,0,0.0227126908764276,0.0153086419753086,0.0134334255235085,Place
4832984,"Heath city, Texas",7992,443,269,172,150319,0.4197,88,569,2370,566,7058,43,138,73,2506,121,180,17,3542,0,169,42,5182,2098,57.9,69.3,79.3,82.2,2016,712,0.883133133133133,0.00538038038038038,0.0172672672672673,0.0708208208208208,0.72175,0.339887640449438,0.0988372093023256,0,0.0211461461461461,0.0200190657769304,0.0291300877893057,Place
4832984,"Heath city, Texas",8153,427,298,148,153253,0.4272,131,517,2636,624,6848,74,357,108,2672,107,195,30,3711,0,215,51,5426,2002,53.2,62.2,84,78.6,2017,725,0.839936219796394,0.00907641359008954,0.0437875628602968,0.0765362443272415,0.695,0.295172413793103,0.202702702702703,0,0.0263706611063412,0.0254745254745255,0.0404191616766467,Place
4832984,"Heath city, Texas",8410,345,294,96,155488,0.4292,205,540,2572,591,7035,109,389,128,2839,95,134,0,3723,0,316,127,5681,2090,48.3,88.4,78.2,81.9,2018,639,0.836504161712247,0.0129607609988109,0.0462544589774079,0.0702734839476813,0.742,0.297339593114241,0,0,0.0375743162901308,0.0607655502392345,0.0450862979922508,Place
