GEOID,NAME,tot_popE,popm_18t24E,popf_18t24E,pop_3t4E,med_incE,giniE,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_bpE,bp_u18E,pop_o25E,pop_u18E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,year,pop_18t24E,wh_per,bl_per,as_per,his_per,emp_r,hs_18t24_per,es_3t4_per,emp_pubtr_per,bp_per,cbp_per,rohh_per,type
4874492,"University Park city, Texas",24692,1769,2301,608,211741,0.5025,41,234,9996,1391,21349,281,1378,1472,7510,510,472,12,10263,23,861,137,13238,7384,64.4,71.2,71.8,74.4,2017,4070,0.864612020087478,0.011380204114693,0.0558075490037259,0.0563340353150818,0.7045,0.250614250614251,0.0197368421052632,0.00224106011887362,0.0348695933905718,0.0185536294691224,0.196005326231691,Place
4874492,"University Park city, Texas",24954,1846,2460,629,214477,0.511,44,273,10238,1396,21597,252,1331,1554,7751,530,598,20,10782,41,967,140,13658,6990,73.5,66.5,74.3,72.6,2018,4306,0.865472469343592,0.0100985813897572,0.0533381421816142,0.0559429350004007,0.71725,0.246168137482582,0.0317965023847377,0.0038026340196624,0.0387513023964094,0.0200286123032904,0.200490259321378,Place
4874492,"University Park city, Texas",25036,1946,2433,685,224485,0.5032,49,334,10133,1428,20983,376,1664,1365,7689,539,593,28,10784,48,877,132,13694,6963,76.7,70.2,73.3,73.5,2019,4379,0.83811311711136,0.0150183735420994,0.0664642914203547,0.0570378654737179,0.73425,0.246174925782142,0.0408759124087591,0.00445103857566766,0.0350295574372903,0.018957345971564,0.17752633632462,Place
4877620,"Westlake town, Texas",1059,43,8,23,250000,0.5406,11,44,352,66,956,0,33,13,328,11,0,8,325,0,94,45,648,360,56.6,55.3,51.4,12.3,2012,51,0.902738432483475,0,0.0311614730878187,0.0623229461756374,0.439,0.431372549019608,0.347826086956522,0,0.0887629839471199,0.125,0.0396341463414634,Place
4877620,"Westlake town, Texas",1072,48,14,24,233750,0.5254,9,35,377,48,974,0,34,18,325,5,0,7,318,0,49,16,634,376,57.8,55,46,9.9,2013,62,0.908582089552239,0,0.0317164179104478,0.0447761194029851,0.42175,0.161290322580645,0.291666666666667,0,0.0457089552238806,0.0425531914893617,0.0553846153846154,Place
4877620,"Westlake town, Texas",1171,54,22,39,250001,0.52,12,38,411,52,1001,3,97,19,355,5,0,8,370,0,53,19,694,398,60.5,59.7,48.2,8.5,2014,76,0.854824935952178,0.00256191289496157,0.0828351836037575,0.0444064901793339,0.44225,0.131578947368421,0.205128205128205,0,0.0452604611443211,0.0477386934673367,0.0535211267605634,Place
4877620,"Westlake town, Texas",1091,35,22,36,193125,0.5494,15,36,409,55,880,4,134,20,353,5,0,8,364,0,56,9,692,340,66.7,40,65.9,58.7,2015,57,0.80659945004583,0.00366636113657195,0.12282309807516,0.0504124656278643,0.57825,0.175438596491228,0.222222222222222,0,0.0513290559120073,0.0264705882352941,0.056657223796034,Place
4877620,"Westlake town, Texas",1124,43,22,37,250001,0.5205,12,31,418,20,898,7,181,16,347,3,0,11,375,0,63,13,699,358,62.5,57.1,56.4,61.8,2016,65,0.798932384341637,0.00622775800711744,0.161032028469751,0.0177935943060498,0.5945,0.0923076923076923,0.297297297297297,0,0.0560498220640569,0.0363128491620112,0.0461095100864553,Place
4877620,"Westlake town, Texas",1006,28,21,40,250001,0.4858,10,33,390,37,815,8,113,16,311,3,0,0,373,0,39,8,612,345,100,66.7,64.9,61.8,2017,49,0.81013916500994,0.00795228628230616,0.112326043737575,0.036779324055666,0.7335,0.122448979591837,0,0,0.0387673956262426,0.0231884057971015,0.0514469453376206,Place
4877620,"Westlake town, Texas",974,32,26,26,250001,0.4871,9,22,368,63,764,8,118,24,310,11,8,4,379,0,44,8,599,317,100,100,71.3,66.8,2018,58,0.784394250513347,0.00821355236139631,0.121149897330596,0.0646817248459959,0.84525,0.379310344827586,0.153846153846154,0,0.0451745379876797,0.0252365930599369,0.0774193548387097,Place
4877620,"Westlake town, Texas",983,42,46,27,227083,0.5687,8,31,384,60,774,4,105,49,342,10,25,3,400,0,70,19,631,264,100,100,68.1,63.4,2019,88,0.787385554425229,0.00406917599186165,0.106815869786368,0.0610376398779247,0.82875,0.227272727272727,0.111111111111111,0,0.0712105798575788,0.071969696969697,0.14327485380117,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2528,71,82,68,56389,0.4046,233,497,205,104,2380,15,0,144,904,57,7,0,1171,0,439,162,1774,601,68.9,76.8,70,28.6,2012,153,0.941455696202532,0.00593354430379747,0,0.0411392405063291,0.61075,0.745098039215686,0,0,0.173655063291139,0.26955074875208,0.15929203539823,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2523,80,96,64,57656,0.3824,148,401,181,84,2372,17,0,142,853,67,16,0,1074,0,338,132,1642,705,65.8,79.6,66.2,23.9,2013,176,0.940150614347998,0.00673801030519223,0,0.0332936979785969,0.58875,0.761363636363636,0,0,0.133967499009116,0.187234042553192,0.166471277842907,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2551,112,156,24,55833,0.374,128,418,144,115,2340,20,0,167,852,55,52,0,1027,0,344,118,1636,647,69.8,73.6,50.5,24.2,2014,268,0.917287338298706,0.00784006272050177,0,0.0450803606428851,0.54525,0.41044776119403,0,0,0.13484907879263,0.182380216383308,0.196009389671362,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2597,137,171,26,56463,0.3677,159,385,155,118,2381,19,0,207,829,70,63,0,958,0,346,129,1603,686,43.7,74.3,70,74.7,2015,308,0.916827108201771,0.00731613400077012,0,0.045437042741625,0.65675,0.454545454545455,0,0,0.133230650750866,0.188046647230321,0.249698431845597,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2637,139,228,21,54904,0.4111,197,472,96,135,2406,9,5,291,851,63,94,0,952,0,436,123,1601,669,40.1,66.9,66.7,71.9,2016,367,0.912400455062571,0.00341296928327645,0.00189609404626469,0.0511945392491468,0.614,0.343324250681199,0,0,0.165339400834281,0.183856502242152,0.341950646298472,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2736,140,230,25,53276,0.3917,195,503,122,233,2402,8,6,316,906,78,97,0,1018,0,527,165,1698,668,46.3,75,69,62,2017,370,0.877923976608187,0.00292397660818713,0.00219298245614035,0.0851608187134503,0.63075,0.421621621621622,0,0,0.192616959064328,0.247005988023952,0.34878587196468,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2811,155,192,26,53483,0.4407,256,588,136,236,2494,20,6,351,984,83,82,0,1093,0,604,194,1900,564,48.5,62.5,56.1,65.3,2018,347,0.887228744219139,0.00711490572749911,0.00213447171824973,0.0839558875844895,0.581,0.478386167146974,0,0,0.214870152970473,0.343971631205674,0.356707317073171,Place
4861604,"Reno city (Parker and Tarrant Counties), Texas",2962,126,145,33,60199,0.4548,272,548,171,268,2590,27,3,322,1009,92,41,0,1178,0,506,157,2065,626,55.6,73.1,61.6,65.9,2019,271,0.87440918298447,0.00911546252532073,0.00101282916948008,0.0904794058068872,0.6405,0.678966789667897,0,0,0.170830519918974,0.250798722044728,0.319127849355798,Place
4873710,"Trophy Club town, Texas",8589,259,98,228,122539,0.3471,86,400,3106,412,7776,140,227,230,3001,33,27,45,4193,69,144,35,5801,2431,79.6,85.6,71,38,2012,357,0.905344044708348,0.0162999185004075,0.0264291535685179,0.0479683315869135,0.6855,0.184873949579832,0.197368421052632,0.0164559980920582,0.016765630457562,0.0143973673385438,0.0766411196267911,Place
4873710,"Trophy Club town, Texas",9037,270,115,265,124593,0.3611,51,469,3385,517,7798,131,282,195,3087,40,28,48,4476,25,198,75,5924,2728,75.2,88,71.2,44.2,2013,385,0.86289697908598,0.0144959610490207,0.0312050459223194,0.0572092508575855,0.6965,0.207792207792208,0.181132075471698,0.00558534405719392,0.0219099258603519,0.0274926686217009,0.0631681243926142,Place
4873710,"Trophy Club town, Texas",9451,270,108,362,127391,0.3833,86,398,3513,813,7988,102,287,242,3301,29,16,35,4771,18,235,78,6302,2757,77.3,95,69.8,42.1,2014,378,0.845201565971855,0.010792508729235,0.0303671569146122,0.0860226431065496,0.7105,0.153439153439153,0.0966850828729282,0.00377279396352966,0.0248650936408846,0.0282916213275299,0.0733111178430779,Place
4873710,"Trophy Club town, Texas",10187,305,193,417,128750,0.377,97,586,3735,886,8765,107,172,206,3490,52,31,71,5388,26,251,66,6673,3006,91.7,82.2,78.5,92.9,2015,498,0.860410326887209,0.0105035829979386,0.0168842642583685,0.0869735937960145,0.86325,0.208835341365462,0.170263788968825,0.00482553823311062,0.024639246097968,0.0219560878243513,0.0590257879656161,Place
4873710,"Trophy Club town, Texas",10987,299,133,423,133457,0.3665,115,682,3976,1067,9125,253,211,276,3762,70,31,63,5841,37,245,72,7467,3074,85.5,78,81.3,87.3,2016,432,0.830526986438518,0.0230272139801584,0.01920451442614,0.0971147720032766,0.83025,0.324074074074074,0.148936170212766,0.00633453175826057,0.0222990807317739,0.0234222511385817,0.0733652312599681,Place
4873710,"Trophy Club town, Texas",11436,314,142,412,139156,0.3543,133,607,4221,1000,9420,267,355,348,3907,80,36,52,5859,0,287,75,7605,3375,84.8,70.8,80.6,88,2017,456,0.823714585519412,0.0233473242392445,0.0310423224903813,0.0874431619447359,0.8105,0.350877192982456,0.12621359223301,0,0.0250961874781392,0.0222222222222222,0.0890708983875096,Place
4873710,"Trophy Club town, Texas",11790,281,166,415,142483,0.3541,181,464,4215,849,9933,309,518,340,3911,55,47,67,5896,0,280,34,7790,3553,82.1,71.8,83.5,88.2,2018,447,0.842493638676845,0.0262086513994911,0.0439355385920271,0.0720101781170484,0.814,0.246085011185682,0.16144578313253,0,0.0237489397794741,0.00956937799043062,0.0869342879059064,Place
4873710,"Trophy Club town, Texas",11949,334,223,361,147477,0.3481,150,503,4591,692,10184,248,566,354,3988,68,75,51,6141,0,344,49,7909,3483,79,73.2,83.4,86.1,2019,557,0.852288894468156,0.0207548748849276,0.0473679805841493,0.0579127960498787,0.80425,0.244165170556553,0.141274238227147,0,0.0287890200016738,0.0140683318977893,0.0887662988966901,Place
4857476,"Pilot Point city, Texas",3901,171,47,93,51546,0.3659,530,546,365,1198,2668,7,0,593,1509,103,23,0,2040,0,169,50,2756,927,78.8,84.7,85.7,42.4,2012,218,0.683927198154319,0.00179441168931043,0,0.307100743399128,0.729,0.944954128440367,0,0,0.0433222250704948,0.0539374325782093,0.39297548045063,Place
4857476,"Pilot Point city, Texas",3922,210,98,135,44895,0.3856,710,476,415,1819,1990,15,0,415,1444,56,30,43,1943,0,411,63,2660,954,75.5,59.9,86.5,35.5,2013,308,0.50739418663947,0.00382457929627741,0,0.463793982661907,0.6435,0.363636363636364,0.318518518518519,0,0.104793472718001,0.0660377358490566,0.287396121883657,Place
4857476,"Pilot Point city, Texas",3967,142,180,125,50666,0.3761,622,458,348,1577,2213,6,0,410,1473,42,36,44,1982,0,449,101,2649,996,77.2,64.5,86.3,39,2014,322,0.557852281320897,0.00151247794303,0,0.397529619359718,0.6675,0.260869565217391,0.352,0,0.113183766070078,0.10140562248996,0.278343516632722,Place
4857476,"Pilot Point city, Texas",4011,137,188,134,47292,0.3921,674,419,313,1789,2080,8,0,444,1510,45,40,84,1960,0,626,177,2767,919,100,66.8,76.1,65.6,2015,325,0.518573921715283,0.00199451508352032,0,0.446023435552231,0.77125,0.276923076923077,0.626865671641791,0,0.156070805285465,0.192600652883569,0.294039735099338,Place
4857476,"Pilot Point city, Texas",4202,143,324,140,50898,0.3573,528,422,275,1333,2677,8,0,376,1575,51,106,79,1900,0,661,203,2684,1051,95.7,85,72.9,65.2,2016,467,0.63707758210376,0.00190385530699667,0,0.31722989052832,0.797,0.218415417558887,0.564285714285714,0,0.1573060447406,0.193149381541389,0.238730158730159,Place
4857476,"Pilot Point city, Texas",4246,140,345,151,47261,0.3664,520,415,240,1452,2597,33,0,404,1555,28,127,82,1870,0,729,197,2627,1134,94,100,75.4,58.5,2017,485,0.611634479510127,0.0077720207253886,0,0.341968911917098,0.81975,0.115463917525773,0.543046357615894,0,0.171691003297221,0.173721340388007,0.259807073954984,Place
4857476,"Pilot Point city, Texas",4292,80,453,29,49928,0.3343,400,417,261,924,3126,41,0,710,1736,19,170,20,2088,0,434,197,2675,1084,93.7,100,90.6,84.8,2018,533,0.728331780055918,0.00955265610438024,0,0.215284249767008,0.92275,0.0712945590994371,0.689655172413793,0,0.101118359739049,0.181734317343173,0.408986175115207,Place
4857476,"Pilot Point city, Texas",4364,82,423,34,60158,0.3323,355,510,474,1092,2931,188,0,768,1718,21,181,24,2030,0,386,179,2806,1053,92.6,100,92.3,76.5,2019,505,0.671631530705775,0.0430797433547204,0,0.250229147571036,0.9035,0.0831683168316832,0.705882352941177,0,0.0884509624197984,0.169990503323837,0.447031431897555,Place
4862504,"Roanoke city, Texas",6050,394,410,132,62610,0.3189,99,589,1400,691,4993,22,140,1201,2679,183,138,0,3667,0,194,73,3960,1286,90.6,76,94.1,44.2,2012,804,0.825289256198347,0.00363636363636364,0.0231404958677686,0.114214876033058,0.76225,0.455223880597015,0,0,0.0320661157024793,0.0567651632970451,0.448301605076521,Place
4862504,"Roanoke city, Texas",6252,371,331,168,62317,0.3261,100,491,1284,718,4795,167,160,1347,2957,209,39,0,3624,0,287,144,4184,1366,89.8,78,89.6,44.9,2013,702,0.766954574536149,0.0267114523352527,0.0255918106206014,0.114843250159949,0.75575,0.595441595441596,0,0,0.0459053103007038,0.105417276720351,0.4555292526209,Place
4862504,"Roanoke city, Texas",6488,260,344,225,61010,0.3572,114,639,1382,882,4771,183,304,1267,3009,108,34,0,3842,0,381,124,4349,1535,88.2,81.9,94.8,49.6,2014,604,0.73535758323058,0.0282059186189889,0.0468557336621455,0.135943279901356,0.78625,0.357615894039735,0,0,0.0587237977805179,0.0807817589576547,0.42107012296444,Place
4862504,"Roanoke city, Texas",6770,149,342,204,61358,0.3895,418,709,1345,832,4783,227,587,1112,2882,38,27,0,3848,0,775,243,4666,1613,90,95.7,83.2,88.5,2015,491,0.706499261447563,0.0335302806499261,0.0867060561299852,0.122895125553914,0.8935,0.154786150712831,0,0,0.114475627769572,0.150650960942343,0.385843164469119,Place
4862504,"Roanoke city, Texas",7055,188,328,178,62878,0.3912,432,925,1519,1236,4802,233,462,1074,2745,81,100,0,4092,0,568,181,4869,1670,91.7,86.7,88.6,93,2016,516,0.680652019844082,0.0330262225372077,0.0654854712969525,0.175194897236003,0.9,0.313953488372093,0,0,0.0805102763997165,0.108383233532934,0.391256830601093,Place
4862504,"Roanoke city, Texas",7442,256,379,218,67218,0.3932,438,963,1672,1370,5017,323,455,1082,2743,75,94,0,4286,0,516,147,4988,1819,95.1,84.1,89.7,91.5,2017,635,0.674146734748724,0.0434023112066649,0.0611394786347756,0.184090298306907,0.901,0.236220472440945,0,0,0.069336199946251,0.0808136338647609,0.394458621946774,Place
4862504,"Roanoke city, Texas",7899,304,373,250,88958,0.4234,379,1124,1772,1509,5246,367,514,1061,2683,80,114,16,4363,0,507,93,5296,1926,80.9,79.8,90.8,91.2,2018,677,0.664134700595012,0.0464615774148626,0.0650715280415242,0.191036840106343,0.85675,0.236336779911374,0.064,0,0.0641853399164451,0.0482866043613707,0.395452851285874,Place
4862504,"Roanoke city, Texas",8341,437,373,263,97833,0.3767,410,1001,1879,1671,5535,330,579,1096,2776,120,128,21,4564,0,480,97,5502,2029,80.8,68.2,91,91.5,2019,810,0.663589497662151,0.0395636014866323,0.0694161371538185,0.200335691164129,0.82875,0.296296296296296,0.0798479087452472,0,0.0575470567078288,0.0478068013799901,0.394812680115274,Place
4852212,"Northlake town, Texas",1915,176,192,89,63220,0.3664,34,164,476,247,1625,10,8,540,795,28,7,2,1153,0,73,18,1075,472,90.5,89.3,75.2,22.6,2012,368,0.848563968668407,0.00522193211488251,0.00417754569190601,0.128981723237598,0.694,0.152173913043478,0.0224719101123596,0,0.0381201044386423,0.038135593220339,0.679245283018868,Place
4852212,"Northlake town, Texas",2213,124,196,114,62337,0.3669,42,195,521,234,1895,46,8,647,940,3,9,2,1309,10,75,8,1313,580,89.6,86.3,73.5,16.8,2013,320,0.856303660189788,0.0207862629914144,0.00361500225937641,0.10573881608676,0.6655,0.01875,0.0175438596491228,0.00763941940412529,0.0338906461816539,0.0137931034482759,0.688297872340426,Place
4852212,"Northlake town, Texas",2410,117,183,84,61774,0.3747,44,238,552,249,2074,44,15,741,1052,3,12,3,1408,12,103,23,1492,618,90.8,88.3,76.3,14.1,2014,300,0.860580912863071,0.0182572614107884,0.00622406639004149,0.103319502074689,0.67375,0.02,0.0357142857142857,0.00852272727272727,0.0427385892116183,0.0372168284789644,0.704372623574145,Place
4852212,"Northlake town, Texas",2655,133,154,84,58583,0.3789,39,306,663,204,2266,110,10,824,1114,2,11,2,1498,11,145,46,1649,707,91.3,97.5,82.6,87,2015,287,0.853483992467043,0.0414312617702448,0.00376647834274953,0.0768361581920904,0.896,0.0139372822299652,0.0238095238095238,0.00734312416555407,0.0546139359698682,0.0650636492220651,0.73967684021544,Place
4852212,"Northlake town, Texas",2894,138,124,85,64293,0.3861,42,358,715,206,2489,111,29,839,1157,3,24,3,1616,8,189,79,1834,784,90.3,94.9,81,88,2016,262,0.860055286800277,0.0383552176917761,0.0100207325501037,0.0711817553559088,0.8855,0.0229007633587786,0.0352941176470588,0.00495049504950495,0.0653075328265377,0.100765306122449,0.725151253241141,Place
4852212,"Northlake town, Texas",2288,74,75,64,68125,0.3776,28,281,569,239,1854,111,25,646,897,0,19,0,1266,7,153,55,1503,636,89.8,93.7,81.4,87.3,2017,149,0.810314685314685,0.048513986013986,0.0109265734265734,0.104458041958042,0.8805,0,0,0.00552922590837283,0.0668706293706294,0.0864779874213837,0.720178372352286,Place
4852212,"Northlake town, Texas",2524,77,71,55,81289,0.3855,32,248,697,246,1991,124,39,621,951,0,17,0,1348,0,207,86,1599,777,92.8,89,83.2,80.9,2018,148,0.788827258320127,0.0491283676703645,0.0154516640253566,0.0974643423137876,0.86475,0,0,0,0.0820126782884311,0.110682110682111,0.652996845425868,Place
4852212,"Northlake town, Texas",2726,101,99,163,91913,0.3737,40,205,702,231,2172,138,84,652,1049,13,18,0,1611,0,148,48,1733,793,92.6,92.5,91,90.1,2019,200,0.796771826852531,0.0506236243580338,0.0308143800440205,0.0847395451210565,0.9155,0.13,0,0,0.0542920029347029,0.0605296343001261,0.621544327931363,Place
4858664,"Ponder town, Texas",1566,72,20,39,77365,0.3064,79,242,142,85,1305,39,3,68,478,34,0,15,742,0,38,12,958,516,86.6,79.3,25.7,43.6,2012,92,0.833333333333333,0.024904214559387,0.00191570881226054,0.0542784163473819,0.588,0.739130434782609,0.384615384615385,0,0.0242656449553001,0.0232558139534884,0.142259414225941,Place
4858664,"Ponder town, Texas",1485,38,17,45,77105,0.3258,76,216,134,95,1195,56,2,50,458,13,0,16,679,0,42,13,930,500,88.6,77.3,26.9,33.9,2013,55,0.804713804713805,0.0377104377104377,0.00134680134680135,0.063973063973064,0.56675,0.472727272727273,0.355555555555556,0,0.0282828282828283,0.026,0.109170305676856,Place
4858664,"Ponder town, Texas",1536,37,22,28,86917,0.3143,90,272,144,154,1177,74,2,42,484,18,0,10,752,0,27,3,984,479,90.3,79.3,42,23.4,2014,59,0.766276041666667,0.0481770833333333,0.00130208333333333,0.100260416666667,0.5875,0.610169491525424,0.357142857142857,0,0.017578125,0.00626304801670146,0.0867768595041322,Place
4858664,"Ponder town, Texas",1534,46,36,15,87258,0.3008,47,259,149,202,1143,72,16,61,468,19,1,7,707,0,51,4,952,484,96.9,83.1,88.9,81.4,2015,82,0.745110821382008,0.0469361147327249,0.0104302477183833,0.131681877444589,0.87575,0.463414634146342,0.466666666666667,0,0.0332464146023468,0.00826446280991736,0.13034188034188,Place
4858664,"Ponder town, Texas",1623,47,40,19,89226,0.3394,66,233,178,222,1261,70,4,93,515,14,2,3,741,0,83,4,1002,514,94.6,86,87.6,80.9,2016,87,0.776956253850893,0.0431300061614295,0.00246457178065311,0.136783733826248,0.87275,0.32183908045977,0.157894736842105,0,0.0511398644485521,0.00778210116731518,0.180582524271845,Place
4858664,"Ponder town, Texas",1670,61,33,36,81563,0.346,70,274,214,218,1344,58,5,97,540,14,1,8,768,0,84,5,1066,510,94,86,92,79.6,2017,94,0.804790419161677,0.0347305389221557,0.0029940119760479,0.130538922155689,0.879,0.297872340425532,0.222222222222222,0,0.0502994011976048,0.00980392156862745,0.17962962962963,Place
4858664,"Ponder town, Texas",1973,41,32,53,75385,0.3556,98,349,276,284,1485,126,16,107,638,7,3,10,890,0,119,16,1305,595,71.2,74.9,95.1,77.6,2018,73,0.752660922453117,0.0638621388748099,0.00810947795235682,0.143943233654334,0.797,0.191780821917808,0.188679245283019,0,0.0603142422706538,0.026890756302521,0.167711598746082,Place
4858664,"Ponder town, Texas",2369,38,41,54,85722,0.3217,129,351,377,390,1629,183,16,119,750,4,10,5,1032,0,124,13,1450,840,77.7,81.2,93.5,86.8,2019,79,0.68763191219924,0.0772477838750528,0.00675390460109751,0.164626424651752,0.848,0.10126582278481,0.0925925925925926,0,0.0523427606585057,0.0154761904761905,0.158666666666667,Place
4850772,"Newark city, Texas",1145,63,79,40,56118,0.4545,77,150,80,130,978,0,10,55,379,39,32,0,502,0,117,30,729,274,72.2,67,69.8,30.9,2012,142,0.854148471615721,0,0.00873362445414847,0.11353711790393,0.59975,0.549295774647887,0,0,0.102183406113537,0.109489051094891,0.145118733509235,Place
4850772,"Newark city, Texas",1275,92,83,41,56630,0.4601,88,190,108,141,1074,2,10,90,416,43,20,0,552,0,145,52,820,280,77.2,73.4,61.3,31.5,2013,175,0.842352941176471,0.00156862745098039,0.00784313725490196,0.110588235294118,0.6085,0.491428571428572,0,0,0.113725490196078,0.185714285714286,0.216346153846154,Place
4850772,"Newark city, Texas",1309,73,91,52,56447,0.4734,111,213,112,206,1071,3,2,85,398,38,14,5,583,0,227,83,800,345,73.8,70.6,62,38.4,2014,164,0.818181818181818,0.00229182582123759,0.00152788388082506,0.157372039724981,0.612,0.463414634146342,0.0961538461538462,0,0.173414820473644,0.240579710144928,0.21356783919598,Place
4850772,"Newark city, Texas",1108,62,75,32,52292,0.4372,137,163,65,302,785,2,2,92,347,24,20,7,511,0,229,101,697,274,58.1,87.3,84.3,69.7,2015,137,0.708483754512635,0.00180505415162455,0.00180505415162455,0.272563176895307,0.7485,0.35036496350365,0.21875,0,0.206678700361011,0.368613138686131,0.265129682997118,Place
4850772,"Newark city, Texas",1192,50,37,39,50500,0.421,159,172,66,305,819,11,3,118,358,15,8,6,499,0,253,134,716,389,65.7,81.6,81.7,69.7,2016,87,0.687080536912752,0.00922818791946309,0.00251677852348993,0.255872483221477,0.74675,0.344827586206897,0.153846153846154,0,0.212248322147651,0.344473007712082,0.329608938547486,Place
4850772,"Newark city, Texas",1276,55,39,46,53393,0.3982,207,215,83,414,818,11,1,125,361,27,17,7,589,0,231,137,800,382,75,82.1,81.1,73.2,2017,94,0.641065830721003,0.00862068965517241,0.000783699059561129,0.324451410658307,0.7785,0.574468085106383,0.152173913043478,0,0.181034482758621,0.358638743455497,0.346260387811634,Place
4850772,"Newark city, Texas",1326,55,53,51,45139,0.4098,208,225,69,513,772,4,2,144,373,39,30,9,595,0,276,152,819,399,85.6,77.8,84.9,64.8,2018,108,0.582202111613876,0.00301659125188537,0.00150829562594269,0.386877828054299,0.78275,0.722222222222222,0.176470588235294,0,0.208144796380091,0.380952380952381,0.386058981233244,Place
4850772,"Newark city, Texas",1290,64,40,31,54792,0.3975,174,233,71,482,766,4,2,129,369,48,24,0,614,0,267,154,839,347,93.6,79.8,76.9,63.7,2019,104,0.593798449612403,0.00310077519379845,0.00155038759689922,0.373643410852713,0.785,0.923076923076923,0,0,0.206976744186047,0.443804034582133,0.349593495934959,Place
4864220,"St. Paul town, Texas",1175,28,59,46,97016,0.2849,55,88,265,93,887,123,55,41,348,9,0,0,448,0,117,42,679,409,65.1,81,74.6,12.5,2012,87,0.754893617021277,0.10468085106383,0.0468085106382979,0.0791489361702128,0.583,0.206896551724138,0,0,0.0995744680851064,0.102689486552567,0.117816091954023,Place
4864220,"St. Paul town, Texas",1351,31,46,42,91429,0.3026,64,94,264,96,1040,71,124,54,396,15,0,0,505,0,129,55,807,467,73.6,71.8,71.1,6.5,2013,77,0.76980014803849,0.0525536639526277,0.0917838638045892,0.0710584752035529,0.5575,0.38961038961039,0,0,0.0954848260547742,0.117773019271949,0.136363636363636,Place
4864220,"St. Paul town, Texas",1270,42,35,34,89900,0.3247,71,122,257,170,867,75,130,42,378,12,0,0,520,0,124,54,809,384,72.9,69.3,72.7,13,2014,77,0.682677165354331,0.0590551181102362,0.102362204724409,0.133858267716535,0.56975,0.311688311688312,0,0,0.0976377952755906,0.140625,0.111111111111111,Place
4864220,"St. Paul town, Texas",1183,44,30,37,88750,0.3439,55,133,228,152,873,60,70,25,347,16,3,0,485,0,131,63,745,364,37.5,70.3,84.7,69.3,2015,74,0.737954353338969,0.0507185122569738,0.0591715976331361,0.128486897717667,0.6545,0.432432432432432,0,0,0.110735418427726,0.173076923076923,0.0720461095100865,Place
4864220,"St. Paul town, Texas",1235,50,26,32,90000,0.4188,54,129,258,201,784,0,203,20,356,17,5,0,522,0,64,27,811,348,63.2,74.4,76,73.1,2016,76,0.634817813765182,0,0.164372469635628,0.162753036437247,0.71675,0.447368421052632,0,0,0.0518218623481781,0.0775862068965517,0.0561797752808989,Place
4864220,"St. Paul town, Texas",1038,53,23,31,91953,0.4609,39,121,234,223,708,0,51,21,329,14,5,0,480,0,68,27,664,298,67.5,80,73.9,80.3,2017,76,0.682080924855491,0,0.0491329479768786,0.214836223506744,0.75425,0.368421052631579,0,0,0.0655105973025048,0.0906040268456376,0.0638297872340426,Place
4864220,"St. Paul town, Texas",1017,46,31,19,110125,0.4468,35,121,227,222,707,8,27,25,315,19,8,0,498,0,80,30,665,275,71.1,60,81.9,80.1,2018,77,0.695181907571288,0.00786627335299902,0.0265486725663717,0.218289085545723,0.73275,0.493506493506494,0,0,0.0786627335299902,0.109090909090909,0.0793650793650794,Place
4864220,"St. Paul town, Texas",865,29,19,16,113125,0.4605,26,98,196,171,622,11,14,23,280,11,8,0,428,0,80,29,576,241,83,55.6,92.7,83,2019,48,0.719075144508671,0.0127167630057803,0.0161849710982659,0.197687861271676,0.78575,0.458333333333333,0,0,0.092485549132948,0.120331950207469,0.0821428571428571,Place
4810192,"Briar CDP, Texas",5256,278,181,0,54703,0.457,625,921,606,245,4897,0,0,352,2126,227,56,0,2434,0,627,104,4140,657,73.6,60,58.1,14.6,2012,459,0.931697108066971,0,0,0.0466133942161339,0.51575,0.989106753812636,,0,0.119292237442922,0.158295281582953,0.165569143932267,Place
4810192,"Briar CDP, Texas",5109,253,191,9,41597,0.5288,511,901,567,274,4700,48,0,375,2142,154,65,0,2332,0,838,171,4056,609,73.3,58.1,59.7,9.5,2013,444,0.919945194754355,0.00939518496770405,0,0.0536308475239773,0.5015,0.693693693693694,0,0,0.1640242708945,0.280788177339901,0.175070028011204,Place
4810192,"Briar CDP, Texas",4655,269,170,22,44583,0.5756,303,897,525,287,4220,69,0,311,1885,155,0,0,2255,0,767,153,3692,524,74.6,69.5,52.9,13.7,2014,439,0.906552094522019,0.0148227712137487,0,0.0616541353383459,0.52675,0.706150341685649,0,0,0.164769065520945,0.291984732824428,0.164986737400531,Place
