GEOID,NAME,type,tot_popE_2012,tot_popE_2013,tot_popE_2014,tot_popE_2015,tot_popE_2016,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2013,med_incE_2014,med_incE_2015,med_incE_2016,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2013,giniE_2014,giniE_2015,giniE_2016,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2013,pop_u18E_2014,pop_u18E_2015,pop_u18E_2016,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2013,pop_bpE_2014,pop_bpE_2015,pop_bpE_2016,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2013,bp_u18E_2014,bp_u18E_2015,bp_u18E_2016,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2013,bp_per_2014,bp_per_2015,bp_per_2016,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2013,cbp_per_2014,cbp_per_2015,cbp_per_2016,cbp_per_2017,cbp_per_2018,cbp_per_2019
48113007605,"Census Tract 76.05, Dallas County, Texas",Tract,1886,1882,1913,1789,1743,1712,1779,1650,113098,113090,122569,125089,143750,153190,149625,166719,0.5668,0.6004,0.6206,0.607,0.6195,0.5983,0.575,0.5973,319,328,378,337,318,285,270,204,51,58,92,51,61,76,65,20,0,0,19,18,18,24,23,0,0.0270413573700954,0.0308182784272051,0.0480920020909566,0.0285075461151481,0.0349971313826736,0.044392523364486,0.0365373805508713,0.0121212121212121,0,0,0.0502645502645503,0.0534124629080119,0.0566037735849057,0.0842105263157895,0.0851851851851852,0
48113007700,"Census Tract 77, Dallas County, Texas",Tract,4759,4796,4758,5092,5226,5076,5263,5623,100702,100625,103731,107500,102228,92305,90933,90215,0.6184,0.6144,0.6104,0.6137,0.6112,0.6172,0.6171,0.6116,740,692,596,668,623,589,886,986,282,315,204,219,313,245,280,442,0,0,0,0,0,0,0,43,0.059256146249212,0.0656797331109258,0.042875157629256,0.0430086410054988,0.059892843474933,0.0482663514578408,0.0532015960478814,0.0786057264805264,0,0,0,0,0,0,0,0.0436105476673428
48113007801,"Census Tract 78.01, Dallas County, Texas",Tract,2199,2214,2206,2179,2145,2128,2115,2091,109760,115625,102750,97778,102206,93158,84833,79356,0.4949,0.5213,0.5245,0.542,0.5383,0.5503,0.5399,0.5313,171,157,177,223,185,190,195,138,161,132,140,196,182,120,159,89,7,6,9,16,12,12,17,0,0.0732150977717144,0.0596205962059621,0.0634632819582956,0.0899495181275815,0.0848484848484849,0.056390977443609,0.075177304964539,0.0425633668101387,0.0409356725146199,0.0382165605095541,0.0508474576271187,0.0717488789237668,0.0648648648648649,0.0631578947368421,0.0871794871794872,0
48113007804,"Census Tract 78.04, Dallas County, Texas",Tract,5355,5208,5465,5208,6043,6581,6875,6787,33228,34781,35440,41605,46010,49163,50637,55481,0.4159,0.4115,0.3992,0.3839,0.3601,0.3772,0.359,0.3404,1163,1074,1289,890,1115,1032,1142,1144,1298,1217,1168,823,820,1043,908,935,376,375,452,232,330,370,356,384,0.242390289449113,0.233678955453149,0.213723696248856,0.158026113671275,0.135694191626675,0.158486552195715,0.132072727272727,0.137763371150729,0.323301805674979,0.349162011173184,0.350659425911559,0.260674157303371,0.295964125560538,0.358527131782946,0.311733800350263,0.335664335664336
48113007805,"Census Tract 78.05, Dallas County, Texas",Tract,3211,3138,3230,3131,3180,3192,2966,2794,54308,51641,58472,54227,62984,61724,61618,48594,0.4854,0.5103,0.4708,0.4595,0.4363,0.4567,0.4504,0.5177,425,365,403,375,412,425,449,374,220,314,241,329,358,447,399,388,55,72,37,78,73,83,88,31,0.0685144814699471,0.10006373486297,0.0746130030959752,0.10507824976046,0.112578616352201,0.140037593984962,0.134524612272421,0.138869005010737,0.129411764705882,0.197260273972603,0.0918114143920596,0.208,0.177184466019417,0.195294117647059,0.195991091314031,0.0828877005347594
48113007809,"Census Tract 78.09, Dallas County, Texas",Tract,2236,2022,2178,2271,2304,2346,2639,2874,55395,56266,57045,60483,59932,55645,52745,54737,0.5136,0.5184,0.5113,0.5138,0.5088,0.5302,0.51,0.5178,285,231,371,434,472,508,589,650,385,364,328,346,366,546,398,386,37,71,73,69,118,221,154,121,0.172182468694097,0.18001978239367,0.150596877869605,0.152355790400705,0.158854166666667,0.232736572890026,0.15081470253884,0.134307585247042,0.129824561403509,0.307359307359307,0.196765498652291,0.158986175115207,0.25,0.43503937007874,0.261460101867572,0.186153846153846
48113007810,"Census Tract 78.10, Dallas County, Texas",Tract,3796,3887,3578,3928,3973,4450,4637,4937,81563,66250,78171,51469,58542,62826,69583,65956,0.526,0.5332,0.5265,0.5422,0.5534,0.5501,0.5167,0.5198,834,907,844,909,784,954,956,1083,327,469,405,591,722,927,760,832,39,88,75,148,210,289,270,257,0.0861433087460485,0.120658605608438,0.113191727221912,0.150458248472505,0.181726654920715,0.208314606741573,0.163899072676299,0.168523394774154,0.0467625899280576,0.0970231532524807,0.0888625592417062,0.162816281628163,0.267857142857143,0.30293501048218,0.282426778242678,0.23730378578024
48113007811,"Census Tract 78.11, Dallas County, Texas",Tract,4986,4923,5637,5684,6380,7006,6712,6482,32662,35722,33155,32838,33689,34000,36863,37745,0.4793,0.4723,0.429,0.4225,0.3938,0.3809,0.3677,0.377,1522,1354,1573,1470,1659,1844,1677,1522,1670,1804,1966,1835,1601,1705,986,1011,746,784,939,805,680,745,383,395,0.334937825912555,0.366443225675401,0.348767074685116,0.32283603096411,0.250940438871473,0.243362831858407,0.146901072705602,0.155970379512496,0.490144546649146,0.579025110782866,0.596948506039415,0.547619047619048,0.409885473176612,0.404013015184382,0.228384019081694,0.259526938239159
48113007812,"Census Tract 78.12, Dallas County, Texas",Tract,3085,3067,3041,2893,2910,3070,3240,3460,131058,140250,142045,151375,151016,175446,188068,187750,0.4621,0.4416,0.4559,0.4089,0.4063,0.3707,0.3789,0.393,820,784,726,635,659,703,745,820,54,21,18,22,49,39,61,100,12,11,10,13,11,0,0,18,0.0175040518638574,0.00684708183893055,0.00591910555738244,0.00760456273764259,0.0168384879725086,0.0127035830618893,0.0188271604938272,0.0289017341040462,0.0146341463414634,0.014030612244898,0.0137741046831956,0.0204724409448819,0.0166919575113809,0,0,0.0219512195121951
48113007815,"Census Tract 78.15, Dallas County, Texas",Tract,4621,4691,4813,5014,5261,5391,5607,5939,21699,22830,22588,23592,26890,31854,30764,37857,0.4408,0.4093,0.4112,0.4144,0.4027,0.3874,0.396,0.392,1969,1995,1918,1912,1890,1835,1889,2070,2645,2681,2859,2921,2645,2414,2290,2018,1322,1374,1403,1425,1247,1132,1015,901,0.572386929236096,0.571519931784268,0.594016206108456,0.58256880733945,0.502756130013306,0.44778334260805,0.408418048867487,0.339787843071224,0.671406805485018,0.688721804511278,0.731491136600626,0.745292887029289,0.65978835978836,0.616893732970027,0.537321334039174,0.435265700483092
48113007818,"Census Tract 78.18, Dallas County, Texas",Tract,4925,5181,5637,5743,6186,5472,5678,5508,27088,27313,26776,25886,26790,26279,28994,30445,0.4544,0.4962,0.4605,0.4422,0.3483,0.3633,0.3654,0.3699,1393,1449,1572,1683,2027,1489,1605,1495,1721,1852,1956,2202,2469,1860,1678,1631,827,886,918,1024,1336,868,778,716,0.349441624365482,0.357459949816638,0.346993081426291,0.383423297927912,0.399127061105723,0.339912280701754,0.295526593871081,0.296114742193174,0.593682699210338,0.611456176673568,0.583969465648855,0.608437314319667,0.659102121361618,0.582941571524513,0.484735202492212,0.478929765886288
48113007819,"Census Tract 78.19, Dallas County, Texas",Tract,1961,1952,2027,2321,2368,2289,2199,2172,27024,26569,26629,26458,30200,31847,32344,32478,0.4401,0.4455,0.4375,0.4197,0.4107,0.3876,0.3519,0.3478,414,412,406,460,441,438,471,468,818,723,610,688,641,478,484,553,280,288,228,275,238,153,176,220,0.417134115247323,0.370389344262295,0.300937345831278,0.296423955191728,0.270692567567568,0.208824814329402,0.220100045475216,0.254604051565378,0.676328502415459,0.699029126213592,0.561576354679803,0.597826086956522,0.53968253968254,0.349315068493151,0.373673036093418,0.47008547008547
48113007820,"Census Tract 78.20, Dallas County, Texas",Tract,5600,5726,6119,6080,7031,7142,6314,5801,29196,27838,26383,26147,25702,28456,30339,34864,0.4168,0.4243,0.4387,0.4429,0.4319,0.4146,0.4131,0.3818,1982,2045,2094,1913,2345,2415,2064,1875,1897,2672,3127,2855,3212,3031,2363,1757,964,1250,1297,1072,1192,1112,909,734,0.33875,0.466643381068809,0.511031214250695,0.469572368421053,0.456834020765183,0.424390926911229,0.374247703515996,0.302878813997587,0.486377396569122,0.611246943765281,0.619388729703916,0.560376372190277,0.508315565031983,0.460455486542443,0.440406976744186,0.391466666666667
48113007821,"Census Tract 78.21, Dallas County, Texas",Tract,3445,3307,3503,3359,3794,4005,4024,3778,28976,28895,27757,27464,30385,33836,33718,36003,0.3847,0.342,0.3648,0.3795,0.3533,0.3232,0.3363,0.3248,878,904,909,861,1088,1159,1084,970,535,748,904,1142,1252,1254,1194,961,132,322,372,492,544,545,511,422,0.155297532656023,0.226186876322951,0.258064516129032,0.339982137540935,0.329994728518714,0.31310861423221,0.296719681908549,0.25436739015352,0.150341685649203,0.356194690265487,0.409240924092409,0.571428571428571,0.5,0.4702329594478,0.47140221402214,0.435051546391753
48113007822,"Census Tract 78.22, Dallas County, Texas",Tract,1055,1097,1280,1316,1447,1414,1399,1526,43750,43319,41650,46985,54338,61349,64219,70625,0.4426,0.5248,0.5964,0.5754,0.5697,0.569,0.5484,0.5206,150,90,113,94,155,137,109,120,85,166,191,251,260,192,171,168,0,16,21,56,66,40,29,11,0.0805687203791469,0.151321786690975,0.14921875,0.190729483282675,0.179682100898411,0.135785007072136,0.122230164403145,0.110091743119266,0,0.177777777777778,0.185840707964602,0.595744680851064,0.425806451612903,0.291970802919708,0.26605504587156,0.0916666666666667
48113007823,"Census Tract 78.23, Dallas County, Texas",Tract,895,990,1039,1444,1519,1591,1352,1458,21510,38958,24107,30563,33047,39048,36382,44635,0.4591,0.3699,0.3675,0.3443,0.353,0.3505,0.3607,0.3611,138,142,208,390,357,404,284,248,318,255,338,494,460,454,322,236,138,127,187,302,229,224,139,75,0.355307262569832,0.257575757575758,0.325312800769971,0.342105263157895,0.302830809743252,0.285355122564425,0.238165680473373,0.161865569272977,1,0.894366197183099,0.899038461538462,0.774358974358974,0.641456582633053,0.554455445544555,0.48943661971831,0.30241935483871
48113007824,"Census Tract 78.24, Dallas County, Texas",Tract,1545,1635,1745,1829,1995,2148,1852,1885,136875,147763,152039,150457,146932,146429,158798,156719,0.3576,0.3819,0.3861,0.4158,0.4444,0.429,0.4025,0.4194,306,349,366,421,491,524,399,411,0,0,10,10,9,36,31,67,0,0,0,0,0,13,11,31,0,0,0.00573065902578797,0.00546746856205577,0.00451127819548872,0.0167597765363129,0.0167386609071274,0.0355437665782493,0,0,0,0,0,0.0248091603053435,0.0275689223057644,0.0754257907542579
48113007825,"Census Tract 78.25, Dallas County, Texas",Tract,5460,5386,5504,5997,5373,5601,5724,5718,48582,52617,64485,51537,49688,51132,51432,52838,0.579,0.5616,0.546,0.536,0.5465,0.5183,0.5065,0.516,1615,1515,1648,1917,1273,1379,1244,1271,1305,1493,1475,1708,1185,910,677,537,470,597,664,914,507,419,272,184,0.239010989010989,0.277200148533234,0.267986918604651,0.284809071202268,0.220547180346175,0.162470987323692,0.11827393431167,0.0939139559286464,0.291021671826625,0.394059405940594,0.402912621359223,0.47678664580073,0.398271798900236,0.30384336475707,0.218649517684887,0.144767899291896
48113007826,"Census Tract 78.26, Dallas County, Texas",Tract,244,260,272,353,325,563,987,1036,34609,35250,27135,35192,32344,40132,44975,44720,0.389,0.3673,0.3553,0.387,0.4288,0.4246,0.4699,0.6143,13,0,6,28,29,105,225,187,36,39,25,40,40,47,61,60,0,0,0,0,0,0,0,0,0.147540983606557,0.15,0.0919117647058824,0.113314447592068,0.123076923076923,0.0834813499111901,0.0618034447821682,0.0579150579150579,0,,0,0,0,0,0,0
48113007827,"Census Tract 78.27, Dallas County, Texas",Tract,2652,2375,2384,2596,2699,2880,3336,3316,43034,42982,37083,31908,32951,33482,35724,37956,0.3865,0.4036,0.3922,0.4186,0.3849,0.3865,0.3484,0.395,763,579,532,612,654,695,965,968,782,715,730,689,509,546,598,528,281,229,326,246,179,162,203,155,0.294871794871795,0.301052631578947,0.306208053691275,0.265408320493066,0.188588366061504,0.189583333333333,0.179256594724221,0.159227985524729,0.368283093053735,0.395509499136442,0.612781954887218,0.401960784313726,0.273700305810398,0.233093525179856,0.210362694300518,0.160123966942149
48113007902,"Census Tract 79.02, Dallas County, Texas",Tract,5073,5018,4911,4794,4970,5185,5206,5231,62337,62939,63678,64786,70595,73933,84612,84676,0.4345,0.4673,0.4401,0.4296,0.4396,0.4579,0.458,0.4724,602,605,725,714,719,798,823,822,729,646,589,354,278,363,348,333,249,208,191,62,27,66,71,56,0.143701951507983,0.128736548425668,0.119934840154755,0.0738423028785982,0.0559356136820926,0.0700096432015429,0.066845946984249,0.0636589562225196,0.413621262458472,0.343801652892562,0.263448275862069,0.0868347338935574,0.0375521557719054,0.0827067669172932,0.086269744835966,0.0681265206812652
48113007903,"Census Tract 79.03, Dallas County, Texas",Tract,1716,1912,1947,2197,2133,2140,2148,2174,78466,81440,87594,84427,92689,95313,97984,98125,0.467,0.4619,0.4698,0.4918,0.4816,0.4571,0.4642,0.453,244,252,217,246,230,255,286,298,231,197,179,225,157,146,155,162,22,0,0,0,5,5,11,10,0.134615384615385,0.103033472803347,0.0919363122752953,0.102412380518889,0.0736052508204407,0.0682242990654206,0.0721601489757914,0.0745170193192272,0.0901639344262295,0,0,0,0.0217391304347826,0.0196078431372549,0.0384615384615385,0.0335570469798658
48113007906,"Census Tract 79.06, Dallas County, Texas",Tract,2257,2343,2483,2328,2447,2425,2283,2182,105658,117708,129653,136719,145369,190707,196289,192875,0.4757,0.4492,0.4697,0.4692,0.4628,0.4664,0.4876,0.5102,575,562,618,538,562,532,478,474,166,151,131,10,10,44,42,104,94,86,75,0,0,15,20,20,0.0735489587948604,0.0644472897994025,0.0527587595650423,0.00429553264604811,0.00408663669799755,0.0181443298969072,0.0183968462549277,0.0476626947754354,0.163478260869565,0.153024911032029,0.121359223300971,0,0,0.0281954887218045,0.0418410041841004,0.0421940928270042
48113007909,"Census Tract 79.09, Dallas County, Texas",Tract,2059,2146,2096,2124,2312,2365,2329,2341,51119,43962,41746,41096,42074,45857,53410,56733,0.3306,0.3352,0.3482,0.4099,0.401,0.4196,0.4204,0.4182,111,212,170,161,209,202,161,166,249,186,193,173,257,384,449,473,0,0,0,0,11,15,20,19,0.120932491500729,0.0866728797763281,0.0920801526717557,0.0814500941619586,0.111159169550173,0.162367864693446,0.192786603692572,0.202050405809483,0,0,0,0,0.0526315789473684,0.0742574257425743,0.124223602484472,0.114457831325301
48113007910,"Census Tract 79.10, Dallas County, Texas",Tract,3130,3047,3166,3149,3033,3150,2894,2762,48981,50654,50917,51232,50109,51709,54199,55058,0.3866,0.4474,0.4482,0.4417,0.4374,0.4416,0.346,0.353,222,200,217,159,221,306,290,305,431,440,515,638,678,662,526,434,48,20,22,21,84,86,77,60,0.137699680511182,0.144404332129964,0.162665824384081,0.202604001270245,0.223541048466864,0.21015873015873,0.181755355908777,0.157132512671977,0.216216216216216,0.1,0.101382488479263,0.132075471698113,0.380090497737557,0.281045751633987,0.26551724137931,0.19672131147541
48113007911,"Census Tract 79.11, Dallas County, Texas",Tract,2937,2917,3071,2981,2886,2869,2819,2611,43004,45705,47662,55750,75192,72280,76696,74337,0.4387,0.3891,0.3987,0.4145,0.39,0.3655,0.3746,0.3578,57,86,113,139,149,192,198,169,431,477,460,454,342,313,280,248,14,13,11,11,25,17,41,43,0.146748382703439,0.163524168666438,0.149788342559427,0.15229788661523,0.118503118503119,0.109097246427327,0.0993260021284143,0.0949827652240521,0.245614035087719,0.151162790697674,0.0973451327433628,0.079136690647482,0.167785234899329,0.0885416666666667,0.207070707070707,0.254437869822485
48113007912,"Census Tract 79.12, Dallas County, Texas",Tract,1773,1779,1773,1909,1884,1867,1771,1845,55184,57692,59167,66875,67757,65909,64628,62656,0.3588,0.3558,0.3881,0.3542,0.3283,0.3532,0.3531,0.3445,114,112,99,97,104,127,113,148,86,116,150,145,145,176,144,187,0,0,0,0,0,0,0,0,0.0485053581500282,0.0652051714446318,0.0846023688663283,0.0759559979046621,0.076963906581741,0.0942688805570434,0.0813099943534726,0.101355013550136,0,0,0,0,0,0,0,0
48113007913,"Census Tract 79.13, Dallas County, Texas",Tract,1887,2249,2553,2802,2853,2909,2786,2967,60370,63136,74142,73775,65859,73792,73750,75258,0.51,0.4865,0.458,0.4747,0.4194,0.4156,0.4306,0.4668,187,348,275,361,333,314,249,315,307,335,254,291,304,186,213,247,109,112,69,125,124,72,69,84,0.162692103868574,0.148955091151623,0.0994907951429691,0.103854389721627,0.106554504030845,0.0639394981093159,0.0764536970567121,0.0832490731378497,0.582887700534759,0.32183908045977,0.250909090909091,0.346260387811634,0.372372372372372,0.229299363057325,0.27710843373494,0.266666666666667
48113007914,"Census Tract 79.14, Dallas County, Texas",Tract,2280,2645,2733,2669,2651,2631,2982,3070,43892,50250,50264,42313,48973,54297,63977,60769,0.4097,0.4464,0.4559,0.5199,0.4859,0.5946,0.557,0.5212,53,50,78,56,47,114,196,164,698,832,879,931,710,611,654,749,0,0,0,0,0,0,0,0,0.306140350877193,0.314555765595463,0.321624588364435,0.348819782690146,0.26782346284421,0.232231090839985,0.219315895372233,0.243973941368078,0,0,0,0,0,0,0,0
48113008000,"Census Tract 80, Dallas County, Texas",Tract,6229,6186,6707,6926,6976,6931,7070,7250,133646,142672,148365,155625,153281,165709,156974,195083,0.4174,0.4224,0.4137,0.4055,0.417,0.4449,0.4691,0.4462,1490,1398,1602,1653,1715,1835,1954,2110,14,12,52,43,93,115,141,119,0,0,0,0,12,18,20,22,0.00224755177396051,0.00193986420950533,0.00775309378261518,0.00620848974877274,0.0133314220183486,0.0165921223488674,0.0199434229137199,0.0164137931034483,0,0,0,0,0.00699708454810496,0.00980926430517711,0.0102354145342886,0.0104265402843602
48113008100,"Census Tract 81, Dallas County, Texas",Tract,6467,6727,6649,6490,6241,6231,6250,6491,72586,71228,74276,73619,77069,83058,85290,89583,0.4524,0.4558,0.4732,0.5201,0.5249,0.5338,0.5282,0.5048,1307,1408,1250,1131,839,950,976,989,303,481,498,466,422,413,278,239,41,70,83,38,18,29,0,0,0.0468532549868564,0.0715028987661662,0.0748984809745826,0.0718027734976888,0.0676173690113764,0.0662814957470711,0.04448,0.0368202126020644,0.0313695485845448,0.0497159090909091,0.0664,0.0335985853227233,0.0214541120381406,0.0305263157894737,0,0
48113008200,"Census Tract 82, Dallas County, Texas",Tract,4176,4070,4199,4043,4084,3873,3589,3396,52807,51300,56250,56875,57755,61007,70102,72925,0.5083,0.5174,0.5105,0.5152,0.5232,0.5232,0.5347,0.5281,1018,894,984,927,837,793,583,542,682,703,796,929,410,429,287,266,249,253,303,389,116,143,89,95,0.163314176245211,0.172727272727273,0.189568944986902,0.229779866435815,0.100391772771792,0.110766847405112,0.079966564502647,0.0783274440518257,0.244597249508841,0.282997762863535,0.307926829268293,0.419633225458468,0.138590203106332,0.180327868852459,0.152658662092624,0.175276752767528
48113008400,"Census Tract 84, Dallas County, Texas",Tract,8709,8685,8937,9175,8840,9259,9233,9590,35816,35455,37292,35572,35197,42593,40996,43906,0.3497,0.3375,0.3374,0.3346,0.3516,0.3347,0.3508,0.3714,2506,2808,2736,3179,2804,3037,2926,3102,2851,2760,2563,2834,2305,1683,1670,1506,1140,1208,1036,1289,1061,807,749,588,0.327362498564703,0.317789291882556,0.286785274700683,0.308882833787466,0.260746606334842,0.181769089534507,0.180872955702372,0.1570385818561,0.454908220271349,0.43019943019943,0.378654970760234,0.40547341931425,0.378388017118402,0.265722752716497,0.255980861244019,0.189555125725339
48113008500,"Census Tract 85, Dallas County, Texas",Tract,5319,5384,5540,5568,5344,5266,5378,5064,35128,36045,39574,40208,37768,40388,51140,43168,0.3763,0.3422,0.359,0.3739,0.3815,0.4265,0.4115,0.4673,1758,1795,1681,1653,1689,1595,1634,1594,1452,1326,1485,1582,1730,1667,1368,1306,738,642,624,648,884,843,712,654,0.272983643542019,0.2462852897474,0.268050541516246,0.284123563218391,0.32372754491018,0.316559058108621,0.254369654146523,0.257898894154818,0.419795221843003,0.357660167130919,0.37120761451517,0.392014519056261,0.523386619301362,0.528526645768025,0.435740514075887,0.410288582183187
48113008603,"Census Tract 86.03, Dallas County, Texas",Tract,1180,1251,1223,942,878,871,747,551,27500,22760,21855,17237,22813,40114,24792,28750,0.4821,0.4574,0.4429,0.5121,0.4889,0.4395,0.4453,0.4159,439,511,520,347,343,288,279,146,478,592,532,492,447,346,319,140,246,338,302,264,260,210,172,57,0.405084745762712,0.473221422861711,0.434995911692559,0.522292993630573,0.509111617312073,0.397244546498278,0.427041499330656,0.254083484573503,0.560364464692483,0.661448140900196,0.580769230769231,0.760806916426513,0.75801749271137,0.729166666666667,0.616487455197133,0.39041095890411
48113008604,"Census Tract 86.04, Dallas County, Texas",Tract,2832,2975,3005,2860,2805,2933,3004,2887,14456,14375,14148,16647,17588,17159,20916,21447,0.6431,0.6445,0.5559,0.5339,0.498,0.5223,0.4739,0.4887,926,865,889,800,808,814,994,968,1559,1530,1655,1527,1539,1634,1576,1403,609,497,598,516,589,603,725,628,0.550494350282486,0.514285714285714,0.550748752079867,0.533916083916084,0.548663101604278,0.557108762359359,0.524633821571238,0.485971596813301,0.657667386609071,0.574566473988439,0.672665916760405,0.645,0.728960396039604,0.740786240786241,0.729376257545272,0.648760330578512
48113008701,"Census Tract 87.01, Dallas County, Texas",Tract,3945,3838,4016,4221,4374,4708,4990,5394,16614,16550,14983,17509,19500,20865,20276,22148,0.5326,0.4841,0.4883,0.5226,0.5175,0.542,0.5575,0.5418,1240,1086,1357,1461,1427,1679,1844,2026,2033,1946,2100,2075,1915,1978,1976,1925,837,720,956,889,783,837,912,792,0.515335868187579,0.507034914017718,0.522908366533865,0.491589670694148,0.437814357567444,0.420135938827528,0.395991983967936,0.3568780126066,0.675,0.662983425414365,0.704495210022108,0.60848733744011,0.548703573931324,0.498511018463371,0.494577006507592,0.390918065153011
48113008703,"Census Tract 87.03, Dallas County, Texas",Tract,2648,2754,2807,3163,3139,3063,2987,3034,24792,21994,24069,25742,25476,22539,22083,29708,0.4327,0.4059,0.4251,0.4159,0.4003,0.4241,0.4521,0.4579,625,660,751,873,915,908,827,640,840,1095,1135,1311,1228,1261,1266,1095,224,299,421,512,484,484,513,322,0.317220543806647,0.39760348583878,0.404346277164232,0.414479924122668,0.391207390888818,0.411687887691805,0.423836625376632,0.360909690177983,0.3584,0.453030303030303,0.560585885486019,0.586483390607102,0.52896174863388,0.533039647577093,0.620314389359129,0.503125
48113008704,"Census Tract 87.04, Dallas County, Texas",Tract,3187,3402,3083,3402,3412,3758,3845,3809,20642,22934,22721,23148,23243,24242,21930,21535,0.5234,0.4805,0.4974,0.4716,0.4735,0.4496,0.4756,0.4381,999,987,784,859,830,846,919,957,1181,1339,1042,1356,1416,1492,1433,1712,415,451,267,394,437,449,412,589,0.370567932224663,0.393592004703116,0.337982484592929,0.398589065255732,0.415005861664713,0.397019691325173,0.372691807542263,0.449461800997637,0.415415415415415,0.45694022289767,0.340561224489796,0.458672875436554,0.526506024096386,0.530732860520095,0.448313384113166,0.61546499477534
48113008705,"Census Tract 87.05, Dallas County, Texas",Tract,1321,1249,1335,1358,1382,1310,1427,1403,28709,26750,30057,30638,33385,34152,36017,29821,0.3629,0.5895,0.5293,0.4851,0.4769,0.5035,0.3513,0.4065,218,198,237,239,199,182,244,287,108,202,239,270,181,211,255,444,2,34,40,56,35,58,84,172,0.0817562452687358,0.161729383506805,0.179026217228464,0.198821796759941,0.130969609261939,0.161068702290076,0.178696566222845,0.316464718460442,0.0091743119266055,0.171717171717172,0.168776371308017,0.234309623430962,0.175879396984925,0.318681318681319,0.344262295081967,0.599303135888502
48113008801,"Census Tract 88.01, Dallas County, Texas",Tract,2274,2401,2365,2711,2777,2902,2940,2898,28517,27472,27917,25638,27733,29250,29292,30000,0.4853,0.4859,0.5012,0.6158,0.6103,0.5889,0.5973,0.5829,449,486,422,556,521,609,533,514,627,830,723,985,788,798,569,606,161,307,248,377,271,295,172,196,0.275725593667546,0.345689296126614,0.305708245243129,0.363334562891922,0.283759452646741,0.274982770503101,0.193537414965986,0.209109730848861,0.358574610244989,0.631687242798354,0.587677725118483,0.678057553956835,0.520153550863724,0.48440065681445,0.322701688555347,0.381322957198444
48113008802,"Census Tract 88.02, Dallas County, Texas",Tract,5636,6202,5863,5932,5793,5290,4715,4751,20152,19742,20348,21083,21923,23024,24294,24661,0.4731,0.4764,0.478,0.4472,0.5084,0.4938,0.514,0.5313,1675,2049,1852,2012,1946,1690,1236,1277,2270,2808,2610,3071,2899,2507,1821,1851,1027,1269,1117,1275,1159,891,546,635,0.402767920511001,0.452757175104805,0.445164591506055,0.51770060687795,0.500431555325393,0.473913043478261,0.386214209968187,0.389602189012839,0.613134328358209,0.619326500732064,0.603131749460043,0.633697813121272,0.595580678314491,0.527218934911243,0.441747572815534,0.497259201252937
48113008900,"Census Tract 89, Dallas County, Texas",Tract,3266,3028,3072,2859,3005,3010,3343,3550,20563,20451,19469,23356,25156,27461,29625,32201,0.5083,0.4499,0.4519,0.4304,0.4448,0.4446,0.4416,0.4161,767,769,868,789,894,877,881,880,1688,1400,1554,1130,1160,1182,1204,1129,566,484,600,468,505,501,591,522,0.516840171463564,0.462351387054161,0.505859375,0.395243091990206,0.386023294509151,0.392691029900332,0.360155548908166,0.318028169014085,0.737940026075619,0.629388816644994,0.691244239631336,0.593155893536122,0.564876957494407,0.571265678449259,0.670828603859251,0.593181818181818
48113009000,"Census Tract 90, Dallas County, Texas",Tract,8005,8481,8437,8670,9139,8806,8692,9056,30009,29358,29240,27802,34032,37950,36329,39450,0.3978,0.4071,0.4225,0.4417,0.4236,0.4287,0.4421,0.4173,2773,3256,3121,3260,3443,3196,2909,2867,2166,2576,2545,2909,2676,2781,2683,2045,1043,1346,1275,1486,1367,1367,1203,1032,0.270580886945659,0.303737766772786,0.301647505037336,0.335524798154556,0.292811029653135,0.315807404042698,0.308674643350207,0.225817137809187,0.376126938333934,0.413390663390663,0.408522909323935,0.455828220858896,0.397037467325007,0.427722152690864,0.413544173255414,0.359958144401814
48113009101,"Census Tract 91.01, Dallas County, Texas",Tract,5800,5687,5623,5765,5851,6039,6141,5808,37408,39054,39707,37372,34063,42077,45594,47908,0.3784,0.3729,0.3899,0.4054,0.3942,0.3863,0.3833,0.4031,2184,2208,2288,2123,2168,2287,2175,1781,1473,1428,1743,1922,2069,1789,1645,1351,758,735,906,958,1067,926,810,601,0.253965517241379,0.251098997714085,0.309976880668682,0.333391153512576,0.353614766706546,0.296241099519788,0.26787168213646,0.232610192837466,0.347069597069597,0.332880434782609,0.395979020979021,0.451248233631653,0.492158671586716,0.404897245299519,0.372413793103448,0.337450870297586
