GEOID,NAME,tot_popE,med_incE,giniE,pop_u18E,pop_bpE,bp_u18E,year,bp_per,cbp_per,type
48113001202,"Census Tract 12.02, Dallas County, Texas",3263,41641,0.5426,615,569,160,2013,0.174379405455103,0.260162601626016,Tract
48113001203,"Census Tract 12.03, Dallas County, Texas",1666,74076,0.3746,387,174,40,2013,0.104441776710684,0.103359173126615,Tract
48113001204,"Census Tract 12.04, Dallas County, Texas",3010,27609,0.5039,891,1038,388,2013,0.34485049833887,0.435465768799102,Tract
48113001301,"Census Tract 13.01, Dallas County, Texas",2501,43875,0.4989,376,448,48,2013,0.179128348660536,0.127659574468085,Tract
48113001302,"Census Tract 13.02, Dallas County, Texas",2367,40000,0.5373,562,369,146,2013,0.155893536121673,0.259786476868327,Tract
48113001400,"Census Tract 14, Dallas County, Texas",3929,35909,0.5613,852,1021,323,2013,0.259862560447951,0.379107981220657,Tract
48113001502,"Census Tract 15.02, Dallas County, Texas",3002,34315,0.529,647,894,299,2013,0.29780146568954,0.462132921174652,Tract
48113001503,"Census Tract 15.03, Dallas County, Texas",3545,21579,0.4703,979,1944,808,2013,0.548377997179126,0.825331971399387,Tract
48113001504,"Census Tract 15.04, Dallas County, Texas",2370,28980,0.5065,288,632,106,2013,0.266666666666667,0.368055555555556,Tract
48113001600,"Census Tract 16, Dallas County, Texas",4345,49592,0.5122,1004,1603,717,2013,0.368929804372842,0.714143426294821,Tract
48113001701,"Census Tract 17.01, Dallas County, Texas",294,98571,0.5771,16,0,0,2013,0,0,Tract
48113001703,"Census Tract 17.03, Dallas County, Texas",2989,107000,0.4231,0,158,0,2013,0.0528604884576782,,Tract
48113001704,"Census Tract 17.04, Dallas County, Texas",1374,97083,0.3917,30,53,0,2013,0.0385735080058224,0,Tract
48113001800,"Census Tract 18, Dallas County, Texas",3562,70023,0.3765,91,162,0,2013,0.0454800673778776,0,Tract
48113001900,"Census Tract 19, Dallas County, Texas",4731,82273,0.5238,350,768,342,2013,0.162333544705136,0.977142857142857,Tract
48113002000,"Census Tract 20, Dallas County, Texas",5453,33095,0.3892,1398,1693,762,2013,0.310471300201724,0.545064377682404,Tract
48113002100,"Census Tract 21, Dallas County, Texas",1625,72212,0.3765,58,184,21,2013,0.113230769230769,0.362068965517241,Tract
48113002200,"Census Tract 22, Dallas County, Texas",2164,52054,0.4746,122,401,0,2013,0.185304990757856,0,Tract
48113002400,"Census Tract 24, Dallas County, Texas",3126,31184,0.4134,821,986,290,2013,0.315419065898912,0.353227771010962,Tract
48113002500,"Census Tract 25, Dallas County, Texas",4458,27394,0.4173,1162,1079,345,2013,0.242036787797219,0.296901893287435,Tract
48113002701,"Census Tract 27.01, Dallas County, Texas",2744,11143,0.4738,850,1655,558,2013,0.603134110787172,0.656470588235294,Tract
48113002702,"Census Tract 27.02, Dallas County, Texas",1487,18893,0.4076,323,613,169,2013,0.412239408204438,0.523219814241486,Tract
48113003101,"Census Tract 31.01, Dallas County, Texas",2752,68462,0.3944,17,191,0,2013,0.0694040697674419,0,Tract
48113003400,"Census Tract 34, Dallas County, Texas",1312,22891,0.4849,155,561,112,2013,0.427591463414634,0.72258064516129,Tract
48113003700,"Census Tract 37, Dallas County, Texas",3227,24528,0.4779,674,926,272,2013,0.286953827083979,0.403560830860534,Tract
48113003800,"Census Tract 38, Dallas County, Texas",1976,17563,0.4382,427,809,237,2013,0.409412955465587,0.555035128805621,Tract
48113003901,"Census Tract 39.01, Dallas County, Texas",1600,22175,0.675,481,630,291,2013,0.39375,0.604989604989605,Tract
48113003902,"Census Tract 39.02, Dallas County, Texas",1912,30189,0.3814,507,737,255,2013,0.385460251046025,0.502958579881657,Tract
48113004000,"Census Tract 40, Dallas County, Texas",890,23750,0.441,79,421,59,2013,0.473033707865169,0.746835443037975,Tract
48113004100,"Census Tract 41, Dallas County, Texas",1128,13558,0.6032,389,704,356,2013,0.624113475177305,0.915167095115681,Tract
48113004201,"Census Tract 42.01, Dallas County, Texas",4337,54417,0.5986,1203,787,311,2013,0.181461839981554,0.258520365752286,Tract
48113004202,"Census Tract 42.02, Dallas County, Texas",2382,43026,0.5287,602,571,232,2013,0.239714525608732,0.385382059800665,Tract
48113004300,"Census Tract 43, Dallas County, Texas",2056,27933,0.477,535,567,146,2013,0.275778210116732,0.272897196261682,Tract
48113004400,"Census Tract 44, Dallas County, Texas",3429,97941,0.4733,858,251,0,2013,0.0731991834354039,0,Tract
48113004500,"Census Tract 45, Dallas County, Texas",5763,49406,0.4263,1272,775,224,2013,0.134478570189138,0.176100628930818,Tract
48113004600,"Census Tract 46, Dallas County, Texas",1506,56384,0.5333,155,183,0,2013,0.121513944223108,0,Tract
48113004700,"Census Tract 47, Dallas County, Texas",3622,26707,0.4175,888,1446,461,2013,0.399226946438432,0.519144144144144,Tract
48113004800,"Census Tract 48, Dallas County, Texas",2723,27426,0.4294,933,905,385,2013,0.332354021300037,0.412647374062165,Tract
48113004900,"Census Tract 49, Dallas County, Texas",4192,26198,0.3684,1471,1476,692,2013,0.352099236641221,0.470428280081577,Tract
48113005000,"Census Tract 50, Dallas County, Texas",4544,30455,0.4734,1498,1297,459,2013,0.285431338028169,0.306408544726302,Tract
48113005100,"Census Tract 51, Dallas County, Texas",3110,35938,0.4128,918,838,315,2013,0.269453376205788,0.343137254901961,Tract
48113005200,"Census Tract 52, Dallas County, Texas",4910,53235,0.3689,1577,1011,557,2013,0.205906313645621,0.353202282815472,Tract
48113005300,"Census Tract 53, Dallas County, Texas",7352,40744,0.3387,2607,2336,1285,2013,0.317736670293798,0.492903720751822,Tract
48113005400,"Census Tract 54, Dallas County, Texas",5407,28900,0.4742,1612,2005,845,2013,0.370815609395228,0.524193548387097,Tract
48113005500,"Census Tract 55, Dallas County, Texas",3606,26293,0.4513,1257,1380,656,2013,0.382695507487521,0.521877486077963,Tract
48113005600,"Census Tract 56, Dallas County, Texas",8460,34069,0.4036,3033,2965,1368,2013,0.350472813238771,0.451038575667656,Tract
48113005700,"Census Tract 57, Dallas County, Texas",4738,27057,0.445,1327,1570,559,2013,0.331363444491347,0.421250941974378,Tract
48113005901,"Census Tract 59.01, Dallas County, Texas",4533,29423,0.4362,1080,1242,462,2013,0.273990734612839,0.427777777777778,Tract
48113005902,"Census Tract 59.02, Dallas County, Texas",3779,26377,0.4163,789,1433,445,2013,0.379200846784864,0.564005069708492,Tract
48113006001,"Census Tract 60.01, Dallas County, Texas",3762,28040,0.4765,1161,1695,797,2013,0.450558213716109,0.686477174849268,Tract
48113006002,"Census Tract 60.02, Dallas County, Texas",4935,20357,0.4791,1436,1800,828,2013,0.364741641337386,0.576601671309192,Tract
48113006100,"Census Tract 61, Dallas County, Texas",4517,32917,0.4306,1383,1249,480,2013,0.276510958600841,0.3470715835141,Tract
48113006200,"Census Tract 62, Dallas County, Texas",5735,39157,0.46,2086,1640,847,2013,0.285963382737576,0.406040268456376,Tract
48113006301,"Census Tract 63.01, Dallas County, Texas",6183,42485,0.4279,2086,1613,792,2013,0.260876597121139,0.37967401725791,Tract
48113006302,"Census Tract 63.02, Dallas County, Texas",4147,44106,0.3504,1214,700,299,2013,0.168796720520858,0.246293245469522,Tract
48113006401,"Census Tract 64.01, Dallas County, Texas",2451,49079,0.3741,697,262,110,2013,0.106895144838841,0.157819225251076,Tract
48113006402,"Census Tract 64.02, Dallas County, Texas",5925,37471,0.3616,1898,1346,674,2013,0.227172995780591,0.355110642781876,Tract
48113006501,"Census Tract 65.01, Dallas County, Texas",5934,36733,0.3464,2047,1519,738,2013,0.255982473879339,0.360527601367855,Tract
48113006502,"Census Tract 65.02, Dallas County, Texas",3914,41214,0.442,1274,785,413,2013,0.20056208482371,0.324175824175824,Tract
48113006700,"Census Tract 67, Dallas County, Texas",7491,36533,0.3621,2671,2036,917,2013,0.271792818048325,0.343317109696743,Tract
48113006800,"Census Tract 68, Dallas County, Texas",5359,26402,0.4293,1410,1611,626,2013,0.300615786527337,0.443971631205674,Tract
48113006900,"Census Tract 69, Dallas County, Texas",3252,25765,0.5361,1086,1449,649,2013,0.445571955719557,0.597605893186004,Tract
48113007101,"Census Tract 71.01, Dallas County, Texas",2052,113958,0.5916,424,89,0,2013,0.0433723196881092,0,Tract
48113007102,"Census Tract 71.02, Dallas County, Texas",6855,51162,0.473,1588,1377,539,2013,0.200875273522976,0.339420654911839,Tract
48113007201,"Census Tract 72.01, Dallas County, Texas",8931,31527,0.3325,3162,2397,1104,2013,0.26839099764864,0.349146110056926,Tract
48113007202,"Census Tract 72.02, Dallas County, Texas",8171,25549,0.3262,2222,2421,1075,2013,0.296291763554033,0.483798379837984,Tract
48113007301,"Census Tract 73.01, Dallas County, Texas",2015,183125,0.4857,538,33,0,2013,0.0163771712158809,0,Tract
48113007302,"Census Tract 73.02, Dallas County, Texas",4915,104875,0.5333,1474,640,405,2013,0.130213631739573,0.274762550881954,Tract
48113007601,"Census Tract 76.01, Dallas County, Texas",1934,135000,0.543,388,45,0,2013,0.0232678386763185,0,Tract
48113007604,"Census Tract 76.04, Dallas County, Texas",3359,202188,0.5632,923,68,25,2013,0.020244120273891,0.0270855904658722,Tract
48113007605,"Census Tract 76.05, Dallas County, Texas",1882,113090,0.6004,328,58,0,2013,0.0308182784272051,0,Tract
48113007700,"Census Tract 77, Dallas County, Texas",4796,100625,0.6144,692,315,0,2013,0.0656797331109258,0,Tract
48113007801,"Census Tract 78.01, Dallas County, Texas",2214,115625,0.5213,157,132,6,2013,0.0596205962059621,0.0382165605095541,Tract
48113007804,"Census Tract 78.04, Dallas County, Texas",5208,34781,0.4115,1074,1217,375,2013,0.233678955453149,0.349162011173184,Tract
48113007805,"Census Tract 78.05, Dallas County, Texas",3138,51641,0.5103,365,314,72,2013,0.10006373486297,0.197260273972603,Tract
48113007809,"Census Tract 78.09, Dallas County, Texas",2022,56266,0.5184,231,364,71,2013,0.18001978239367,0.307359307359307,Tract
48113007810,"Census Tract 78.10, Dallas County, Texas",3887,66250,0.5332,907,469,88,2013,0.120658605608438,0.0970231532524807,Tract
48113007811,"Census Tract 78.11, Dallas County, Texas",4923,35722,0.4723,1354,1804,784,2013,0.366443225675401,0.579025110782866,Tract
48113007812,"Census Tract 78.12, Dallas County, Texas",3067,140250,0.4416,784,21,11,2013,0.00684708183893055,0.014030612244898,Tract
48113007815,"Census Tract 78.15, Dallas County, Texas",4691,22830,0.4093,1995,2681,1374,2013,0.571519931784268,0.688721804511278,Tract
48113007818,"Census Tract 78.18, Dallas County, Texas",5181,27313,0.4962,1449,1852,886,2013,0.357459949816638,0.611456176673568,Tract
48113007819,"Census Tract 78.19, Dallas County, Texas",1952,26569,0.4455,412,723,288,2013,0.370389344262295,0.699029126213592,Tract
48113007820,"Census Tract 78.20, Dallas County, Texas",5726,27838,0.4243,2045,2672,1250,2013,0.466643381068809,0.611246943765281,Tract
48113007821,"Census Tract 78.21, Dallas County, Texas",3307,28895,0.342,904,748,322,2013,0.226186876322951,0.356194690265487,Tract
48113007822,"Census Tract 78.22, Dallas County, Texas",1097,43319,0.5248,90,166,16,2013,0.151321786690975,0.177777777777778,Tract
48113007823,"Census Tract 78.23, Dallas County, Texas",990,38958,0.3699,142,255,127,2013,0.257575757575758,0.894366197183099,Tract
48113007824,"Census Tract 78.24, Dallas County, Texas",1635,147763,0.3819,349,0,0,2013,0,0,Tract
48113007825,"Census Tract 78.25, Dallas County, Texas",5386,52617,0.5616,1515,1493,597,2013,0.277200148533234,0.394059405940594,Tract
48113007826,"Census Tract 78.26, Dallas County, Texas",260,35250,0.3673,0,39,0,2013,0.15,,Tract
48113007827,"Census Tract 78.27, Dallas County, Texas",2375,42982,0.4036,579,715,229,2013,0.301052631578947,0.395509499136442,Tract
48113007902,"Census Tract 79.02, Dallas County, Texas",5018,62939,0.4673,605,646,208,2013,0.128736548425668,0.343801652892562,Tract
48113007903,"Census Tract 79.03, Dallas County, Texas",1912,81440,0.4619,252,197,0,2013,0.103033472803347,0,Tract
48113007906,"Census Tract 79.06, Dallas County, Texas",2343,117708,0.4492,562,151,86,2013,0.0644472897994025,0.153024911032029,Tract
48113007909,"Census Tract 79.09, Dallas County, Texas",2146,43962,0.3352,212,186,0,2013,0.0866728797763281,0,Tract
48113007910,"Census Tract 79.10, Dallas County, Texas",3047,50654,0.4474,200,440,20,2013,0.144404332129964,0.1,Tract
48113007911,"Census Tract 79.11, Dallas County, Texas",2917,45705,0.3891,86,477,13,2013,0.163524168666438,0.151162790697674,Tract
48113007912,"Census Tract 79.12, Dallas County, Texas",1779,57692,0.3558,112,116,0,2013,0.0652051714446318,0,Tract
48113007913,"Census Tract 79.13, Dallas County, Texas",2249,63136,0.4865,348,335,112,2013,0.148955091151623,0.32183908045977,Tract
48113007914,"Census Tract 79.14, Dallas County, Texas",2645,50250,0.4464,50,832,0,2013,0.314555765595463,0,Tract
48113008000,"Census Tract 80, Dallas County, Texas",6186,142672,0.4224,1398,12,0,2013,0.00193986420950533,0,Tract
48113008100,"Census Tract 81, Dallas County, Texas",6727,71228,0.4558,1408,481,70,2013,0.0715028987661662,0.0497159090909091,Tract
48113008200,"Census Tract 82, Dallas County, Texas",4070,51300,0.5174,894,703,253,2013,0.172727272727273,0.282997762863535,Tract
48113008400,"Census Tract 84, Dallas County, Texas",8685,35455,0.3375,2808,2760,1208,2013,0.317789291882556,0.43019943019943,Tract
48113008500,"Census Tract 85, Dallas County, Texas",5384,36045,0.3422,1795,1326,642,2013,0.2462852897474,0.357660167130919,Tract
48113008603,"Census Tract 86.03, Dallas County, Texas",1251,22760,0.4574,511,592,338,2013,0.473221422861711,0.661448140900196,Tract
48113008604,"Census Tract 86.04, Dallas County, Texas",2975,14375,0.6445,865,1530,497,2013,0.514285714285714,0.574566473988439,Tract
48113008701,"Census Tract 87.01, Dallas County, Texas",3838,16550,0.4841,1086,1946,720,2013,0.507034914017718,0.662983425414365,Tract
48113008703,"Census Tract 87.03, Dallas County, Texas",2754,21994,0.4059,660,1095,299,2013,0.39760348583878,0.453030303030303,Tract
48113008704,"Census Tract 87.04, Dallas County, Texas",3402,22934,0.4805,987,1339,451,2013,0.393592004703116,0.45694022289767,Tract
48113008705,"Census Tract 87.05, Dallas County, Texas",1249,26750,0.5895,198,202,34,2013,0.161729383506805,0.171717171717172,Tract
48113008801,"Census Tract 88.01, Dallas County, Texas",2401,27472,0.4859,486,830,307,2013,0.345689296126614,0.631687242798354,Tract
48113008802,"Census Tract 88.02, Dallas County, Texas",6202,19742,0.4764,2049,2808,1269,2013,0.452757175104805,0.619326500732064,Tract
48113008900,"Census Tract 89, Dallas County, Texas",3028,20451,0.4499,769,1400,484,2013,0.462351387054161,0.629388816644994,Tract
48113009000,"Census Tract 90, Dallas County, Texas",8481,29358,0.4071,3256,2576,1346,2013,0.303737766772786,0.413390663390663,Tract
48113009101,"Census Tract 91.01, Dallas County, Texas",5687,39054,0.3729,2208,1428,735,2013,0.251098997714085,0.332880434782609,Tract
48113009103,"Census Tract 91.03, Dallas County, Texas",3533,35302,0.4149,1175,1005,503,2013,0.284460798188508,0.428085106382979,Tract
48113009104,"Census Tract 91.04, Dallas County, Texas",3611,36125,0.3748,1029,1398,618,2013,0.387150373857657,0.600583090379009,Tract
48113009105,"Census Tract 91.05, Dallas County, Texas",4330,30905,0.4369,1353,1359,584,2013,0.313856812933025,0.431633407243163,Tract
48113009201,"Census Tract 92.01, Dallas County, Texas",6674,45404,0.3743,2105,1319,642,2013,0.197632604135451,0.304988123515439,Tract
48113009202,"Census Tract 92.02, Dallas County, Texas",5976,36708,0.3686,2194,1778,986,2013,0.297523427041499,0.449407474931632,Tract
48113009301,"Census Tract 93.01, Dallas County, Texas",5627,41222,0.4023,2146,1636,827,2013,0.290741069841834,0.385368126747437,Tract
48113009303,"Census Tract 93.03, Dallas County, Texas",3979,34722,0.4866,1204,1344,588,2013,0.337773309876854,0.488372093023256,Tract
48113009304,"Census Tract 93.04, Dallas County, Texas",5866,17830,0.5108,2368,3357,1739,2013,0.572280941016025,0.734375,Tract
48113009401,"Census Tract 94.01, Dallas County, Texas",3401,48750,0.3839,663,272,72,2013,0.0799764775066157,0.108597285067873,Tract
48113009402,"Census Tract 94.02, Dallas County, Texas",2426,103148,0.4529,413,113,0,2013,0.0465787304204452,0,Tract
48113009500,"Census Tract 95, Dallas County, Texas",2228,123348,0.4327,475,76,0,2013,0.0341113105924596,0,Tract
48113009603,"Census Tract 96.03, Dallas County, Texas",4492,105875,0.4582,1067,224,50,2013,0.04986642920748,0.0468603561387067,Tract
48113009604,"Census Tract 96.04, Dallas County, Texas",4390,54758,0.5229,1151,646,275,2013,0.147152619589977,0.23892267593397,Tract
48113009605,"Census Tract 96.05, Dallas County, Texas",3568,40150,0.4114,771,852,313,2013,0.238789237668161,0.405966277561608,Tract
48113009607,"Census Tract 96.07, Dallas County, Texas",4100,70694,0.3705,936,206,22,2013,0.0502439024390244,0.0235042735042735,Tract
48113009608,"Census Tract 96.08, Dallas County, Texas",4436,64200,0.4852,977,805,300,2013,0.181469792605951,0.307062436028659,Tract
48113009609,"Census Tract 96.09, Dallas County, Texas",2971,125000,0.4302,664,80,0,2013,0.0269269606193201,0,Tract
48113009610,"Census Tract 96.10, Dallas County, Texas",5555,30313,0.3172,1857,2200,895,2013,0.396039603960396,0.481960150780829,Tract
48113009611,"Census Tract 96.11, Dallas County, Texas",3534,49746,0.3604,845,346,99,2013,0.0979060554612337,0.117159763313609,Tract
48113009701,"Census Tract 97.01, Dallas County, Texas",5271,50296,0.4084,1340,900,411,2013,0.170745589072282,0.306716417910448,Tract
48113009702,"Census Tract 97.02, Dallas County, Texas",2768,106023,0.3811,613,214,36,2013,0.0773121387283237,0.0587275693311582,Tract
48113009802,"Census Tract 98.02, Dallas County, Texas",5955,30703,0.4249,1721,1821,689,2013,0.305793450881612,0.400348634514817,Tract
48113009803,"Census Tract 98.03, Dallas County, Texas",2204,42425,0.3958,682,419,185,2013,0.19010889292196,0.271260997067449,Tract
48113009804,"Census Tract 98.04, Dallas County, Texas",8044,27237,0.3874,2960,3736,1706,2013,0.464445549477872,0.576351351351351,Tract
48113009900,"Census Tract 99, Dallas County, Texas",2703,42431,0.3644,633,474,159,2013,0.175360710321865,0.251184834123223,Tract
48113010000,"Census Tract 100, Dallas County, Texas",12243,32473,0.5002,936,1286,504,2013,0.105039614473577,0.538461538461538,Tract
48113010101,"Census Tract 101.01, Dallas County, Texas",4371,25470,0.3534,1240,1282,454,2013,0.293296728437428,0.366129032258065,Tract
48113010102,"Census Tract 101.02, Dallas County, Texas",3387,38516,0.3832,1068,968,306,2013,0.285798641865958,0.286516853932584,Tract
48113010500,"Census Tract 105, Dallas County, Texas",3252,36625,0.3691,1053,620,204,2013,0.190651906519065,0.193732193732194,Tract
48113010601,"Census Tract 106.01, Dallas County, Texas",6204,41035,0.3856,1735,1541,567,2013,0.248388136686009,0.326801152737752,Tract
48113010602,"Census Tract 106.02, Dallas County, Texas",2653,23555,0.4886,1014,970,454,2013,0.365623822088202,0.447731755424063,Tract
48113010701,"Census Tract 107.01, Dallas County, Texas",4746,37917,0.3512,1561,1620,791,2013,0.34134007585335,0.506726457399103,Tract
48113010703,"Census Tract 107.03, Dallas County, Texas",3016,34662,0.4511,928,999,287,2013,0.331233421750663,0.30926724137931,Tract
48113010704,"Census Tract 107.04, Dallas County, Texas",4788,32173,0.4111,1733,1310,655,2013,0.27360066833751,0.377957299480669,Tract
48113010801,"Census Tract 108.01, Dallas County, Texas",9941,36060,0.3124,3731,2166,971,2013,0.217885524595111,0.260251943178772,Tract
48113010803,"Census Tract 108.03, Dallas County, Texas",6261,56944,0.3958,1303,781,257,2013,0.124740456796039,0.197237145049885,Tract
48113010804,"Census Tract 108.04, Dallas County, Texas",4338,21130,0.4456,1398,1422,573,2013,0.327800829875519,0.409871244635193,Tract
48113010805,"Census Tract 108.05, Dallas County, Texas",6339,37218,0.4454,2505,2184,1090,2013,0.344533838144818,0.435129740518962,Tract
48113010902,"Census Tract 109.02, Dallas County, Texas",5821,31581,0.4243,1672,1233,452,2013,0.211819275038653,0.270334928229665,Tract
48113010903,"Census Tract 109.03, Dallas County, Texas",3134,34041,0.3307,746,594,192,2013,0.189534141671985,0.257372654155496,Tract
48113010904,"Census Tract 109.04, Dallas County, Texas",3273,28796,0.3649,921,1036,420,2013,0.316529178124045,0.456026058631922,Tract
48113011001,"Census Tract 110.01, Dallas County, Texas",6670,37734,0.4308,1541,1307,480,2013,0.195952023988006,0.311486048020766,Tract
48113011002,"Census Tract 110.02, Dallas County, Texas",2914,48107,0.3893,412,449,116,2013,0.154083733699382,0.281553398058252,Tract
48113011101,"Census Tract 111.01, Dallas County, Texas",3887,53638,0.3609,619,168,10,2013,0.043220993053769,0.0161550888529887,Tract
48113011103,"Census Tract 111.03, Dallas County, Texas",3443,38906,0.3817,703,899,231,2013,0.261109497531223,0.328591749644381,Tract
48113011104,"Census Tract 111.04, Dallas County, Texas",3438,30439,0.409,737,966,319,2013,0.280977312390925,0.432835820895522,Tract
48113011105,"Census Tract 111.05, Dallas County, Texas",3799,29968,0.4458,1337,1658,917,2013,0.436430639642011,0.68586387434555,Tract
48113011200,"Census Tract 112, Dallas County, Texas",6303,40774,0.4878,1892,1789,897,2013,0.28383309535142,0.474101479915433,Tract
48113011300,"Census Tract 113, Dallas County, Texas",4936,36715,0.3775,1025,906,306,2013,0.18354943273906,0.298536585365854,Tract
48113011401,"Census Tract 114.01, Dallas County, Texas",5299,22399,0.4085,1945,2243,1077,2013,0.423287412719381,0.553727506426735,Tract
48113011500,"Census Tract 115, Dallas County, Texas",2050,15659,0.506,712,1193,478,2013,0.581951219512195,0.671348314606742,Tract
48113011601,"Census Tract 116.01, Dallas County, Texas",4551,29727,0.3927,1618,1438,766,2013,0.315974511096462,0.473423980222497,Tract
48113011602,"Census Tract 116.02, Dallas County, Texas",6695,36736,0.3859,2357,1865,782,2013,0.278566094100075,0.331777683495969,Tract
48113011701,"Census Tract 117.01, Dallas County, Texas",7433,33829,0.3875,2443,2387,1211,2013,0.321135476927216,0.495702005730659,Tract
48113011702,"Census Tract 117.02, Dallas County, Texas",4891,34094,0.4696,1572,1224,515,2013,0.25025557145778,0.327608142493639,Tract
48113011800,"Census Tract 118, Dallas County, Texas",9637,27917,0.4359,3844,3885,2216,2013,0.403133755318045,0.576482830385016,Tract
48113011900,"Census Tract 119, Dallas County, Texas",9353,40793,0.435,2461,2220,834,2013,0.237356997754731,0.33888663145063,Tract
48113012000,"Census Tract 120, Dallas County, Texas",7539,32845,0.4128,2678,1795,867,2013,0.238095238095238,0.323749066467513,Tract
48113012100,"Census Tract 121, Dallas County, Texas",5919,35216,0.4086,2265,1508,779,2013,0.254772765669877,0.3439293598234,Tract
48113012204,"Census Tract 122.04, Dallas County, Texas",6260,43291,0.4439,1566,1756,897,2013,0.280511182108626,0.5727969348659,Tract
48113012206,"Census Tract 122.06, Dallas County, Texas",4718,61272,0.3861,904,602,150,2013,0.127596439169139,0.165929203539823,Tract
48113012207,"Census Tract 122.07, Dallas County, Texas",7466,38981,0.4272,2511,2092,1170,2013,0.280203589606215,0.465949820788531,Tract
48113012208,"Census Tract 122.08, Dallas County, Texas",2889,22442,0.3946,904,1341,582,2013,0.464174454828661,0.643805309734513,Tract
48113012209,"Census Tract 122.09, Dallas County, Texas",3236,52578,0.4908,899,714,352,2013,0.220642768850433,0.39154616240267,Tract
48113012210,"Census Tract 122.10, Dallas County, Texas",3891,25820,0.4982,1123,1516,654,2013,0.389617065021845,0.582368655387355,Tract
48113012211,"Census Tract 122.11, Dallas County, Texas",4313,28677,0.4189,1491,1202,427,2013,0.278692325527475,0.286384976525822,Tract
48113012301,"Census Tract 123.01, Dallas County, Texas",4999,37926,0.4438,1571,1469,539,2013,0.293858771754351,0.343093570973902,Tract
48113012302,"Census Tract 123.02, Dallas County, Texas",7361,18701,0.5221,2810,3637,1812,2013,0.494090476837386,0.644839857651246,Tract
48113012400,"Census Tract 124, Dallas County, Texas",5024,66023,0.4047,1020,274,26,2013,0.0545382165605096,0.0254901960784314,Tract
48113012500,"Census Tract 125, Dallas County, Texas",7661,44948,0.344,2152,1497,530,2013,0.195405299569247,0.246282527881041,Tract
48113012601,"Census Tract 126.01, Dallas County, Texas",6289,45572,0.3906,1975,1782,736,2013,0.283351884242328,0.372658227848101,Tract
48113012603,"Census Tract 126.03, Dallas County, Texas",2133,34441,0.4048,827,488,204,2013,0.22878574777309,0.246674727932285,Tract
48113012604,"Census Tract 126.04, Dallas County, Texas",6374,31195,0.3702,1946,1869,751,2013,0.293222466269219,0.385919835560123,Tract
48113012701,"Census Tract 127.01, Dallas County, Texas",6898,40082,0.4047,2017,1728,763,2013,0.250507393447376,0.378284581060982,Tract
48113012702,"Census Tract 127.02, Dallas County, Texas",3247,41632,0.3526,994,753,338,2013,0.231906375115491,0.340040241448692,Tract
48113012800,"Census Tract 128, Dallas County, Texas",7756,58088,0.412,1591,793,252,2013,0.102243424445591,0.158390949088624,Tract
48113012900,"Census Tract 129, Dallas County, Texas",4190,76581,0.452,753,373,114,2013,0.0890214797136038,0.151394422310757,Tract
48113013004,"Census Tract 130.04, Dallas County, Texas",6203,95313,0.4782,1425,225,58,2013,0.0362727712397227,0.0407017543859649,Tract
48113013005,"Census Tract 130.05, Dallas County, Texas",3454,81302,0.3448,720,169,26,2013,0.0489287782281413,0.0361111111111111,Tract
48113013007,"Census Tract 130.07, Dallas County, Texas",3271,65110,0.3867,852,608,225,2013,0.185875878936105,0.264084507042254,Tract
48113013008,"Census Tract 130.08, Dallas County, Texas",3568,72213,0.5028,1110,334,189,2013,0.093609865470852,0.17027027027027,Tract
48113013009,"Census Tract 130.09, Dallas County, Texas",4447,55972,0.4474,1158,449,217,2013,0.100966944007196,0.187392055267703,Tract
48113013010,"Census Tract 130.10, Dallas County, Texas",5034,27113,0.4895,1661,1373,626,2013,0.27274533174414,0.376881396748946,Tract
48113013011,"Census Tract 130.11, Dallas County, Texas",4617,27978,0.3846,1425,1275,517,2013,0.276153346328785,0.36280701754386,Tract
48113013101,"Census Tract 131.01, Dallas County, Texas",2632,79620,0.5319,552,93,0,2013,0.0353343465045593,0,Tract
48113013102,"Census Tract 131.02, Dallas County, Texas",1624,82981,0.4568,245,14,0,2013,0.00862068965517241,0,Tract
48113013104,"Census Tract 131.04, Dallas County, Texas",1081,61146,0.5696,175,88,6,2013,0.0814061054579094,0.0342857142857143,Tract
48113013105,"Census Tract 131.05, Dallas County, Texas",6279,30875,0.4468,1140,1670,587,2013,0.265965918139831,0.514912280701755,Tract
48113013200,"Census Tract 132, Dallas County, Texas",6637,71371,0.5171,926,852,180,2013,0.128371252071719,0.19438444924406,Tract
48113013300,"Census Tract 133, Dallas County, Texas",2299,215221,0.4445,556,4,0,2013,0.00173988690735102,0,Tract
48113013400,"Census Tract 134, Dallas County, Texas",2081,143264,0.5024,551,44,0,2013,0.0211436809226334,0,Tract
48113013500,"Census Tract 135, Dallas County, Texas",2404,173500,0.4559,664,29,3,2013,0.012063227953411,0.00451807228915663,Tract
48113013605,"Census Tract 136.05, Dallas County, Texas",5229,110718,0.35,1177,41,16,2013,0.00784088735895965,0.0135938827527613,Tract
48113013606,"Census Tract 136.06, Dallas County, Texas",6026,60066,0.4682,933,683,154,2013,0.113342183869897,0.165058949624866,Tract
48113013607,"Census Tract 136.07, Dallas County, Texas",3610,83519,0.4184,789,474,93,2013,0.131301939058172,0.11787072243346,Tract
48113013608,"Census Tract 136.08, Dallas County, Texas",2456,117446,0.4734,562,29,0,2013,0.0118078175895765,0,Tract
48113013609,"Census Tract 136.09, Dallas County, Texas",3845,75121,0.5251,1190,494,213,2013,0.128478543563069,0.178991596638655,Tract
