GEOID,NAME,popm_18t24E,popf_18t24E,pop_3t4E,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_o25E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,type,tot_popE_2012,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2017,cbp_per_2018,cbp_per_2019,rohh_per_2012,rohh_per_2017,rohh_per_2018,rohh_per_2019,emp_pubtr_per_2012,emp_pubtr_per_2017,emp_pubtr_per_2018,emp_pubtr_per_2019,es_3t4_per_2012,es_3t4_per_2017,es_3t4_per_2018,es_3t4_per_2019,hs_18t24_per_2012,hs_18t24_per_2017,hs_18t24_per_2018,hs_18t24_per_2019,emp_r_2012,emp_r_2017,emp_r_2018,emp_r_2019,his_per_2012,his_per_2017,his_per_2018,his_per_2019,as_per_2012,as_per_2017,as_per_2018,as_per_2019,bl_per_2012,bl_per_2017,bl_per_2018,bl_per_2019,wh_per_2012,wh_per_2017,wh_per_2018,wh_per_2019,pop_18t24E_2012,pop_18t24E_2017,pop_18t24E_2018,pop_18t24E_2019
76626,ZCTA5 76626,43,55,37,31,177,132,27,1022,25,0,111,423,30,24,17,425,0,738,84.1,61.5,81,73.7,Zip,,,1192,,,,52212,,,,0.4263,,,,356,,,,177,,,,64,,,,0.148489932885906,,,,0.179775280898876,,,,0.262411347517731,,,,0,,,,0.45945945945946,,,,0.612244897959184,,,,0.75075,,,,0.0226510067114094,,,,0,,,,0.0209731543624161,,,,0.857382550335571,,,,98,
76627,ZCTA5 76627,73,86,29,85,327,96,92,1409,11,0,45,521,59,41,5,677,0,1004,26.1,88.3,95.7,78.8,Zip,,,1574,,,,66083,,,,0.3767,,,,411,,,,93,,,,29,,,,0.0590851334180432,,,,0.0705596107055961,,,,0.0863723608445297,,,,0,,,,0.172413793103448,,,,0.742138364779874,,,,0.72225,,,,0.0584498094027954,,,,0,,,,0.00698856416772554,,,,0.895171537484117,,,,159,
76636,ZCTA5 76636,46,74,25,68,278,109,81,1267,0,4,96,556,18,42,3,692,0,1046,70.4,85.6,91.4,88.2,Zip,,,1404,,,,54844,,,,0.4651,,,,238,,,,142,,,,22,,,,0.101139601139601,,,,0.092436974789916,,,,0.172661870503597,,,,0,,,,0.12,,,,0.3,,,,0.839,,,,0.0576923076923077,,,,0.00284900284900285,,,,0,,,,0.902421652421652,,,,120,
76641,ZCTA5 76641,67,61,31,185,325,101,225,1349,62,0,139,646,24,6,0,567,0,1243,52.9,73.6,73.7,61.7,Zip,,,1688,,,,43654,,,,0.4537,,,,317,,,,340,,,,108,,,,0.201421800947867,,,,0.340694006309148,,,,0.215170278637771,,,,0,,,,0,,,,0.375,,,,0.65475,,,,0.133293838862559,,,,0,,,,0.0367298578199052,,,,0.799170616113744,,,,128,
76651,ZCTA5 76651,131,102,71,210,652,184,782,1973,358,0,399,1237,74,40,11,1560,0,2271,90.9,78.1,76.8,71.9,Zip,,,3221,,,,53641,,,,0.3943,,,,717,,,,310,,,,57,,,,0.0962434026699783,,,,0.0794979079497908,,,,0.322554567502021,,,,0,,,,0.154929577464789,,,,0.63519313304721,,,,0.79425,,,,0.242781744799752,,,,0,,,,0.111145606954362,,,,0.612542688606023,,,,233,
76652,ZCTA5 76652,38,25,56,91,292,67,124,1198,0,0,65,499,6,4,26,512,0,993,61.5,64.7,75.7,58.5,Zip,,,1352,,,,46676,,,,0.3683,,,,296,,,,229,,,,60,,,,0.169378698224852,,,,0.202702702702703,,,,0.130260521042084,,,,0,,,,0.464285714285714,,,,0.19047619047619,,,,0.651,,,,0.0917159763313609,,,,0,,,,0,,,,0.886094674556213,,,,63,
76666,ZCTA5 76666,3,5,9,1,57,21,10,271,0,0,17,118,0,5,4,116,0,214,82.6,66.7,88.9,65.4,Zip,,,285,,,,43750,,,,0.3883,,,,63,,,,40,,,,10,,,,0.140350877192982,,,,0.158730158730159,,,,0.14406779661017,,,,0,,,,0.444444444444444,,,,0,,,,0.759,,,,0.0350877192982456,,,,0,,,,0,,,,0.950877192982456,,,,8,
76670,ZCTA5 76670,85,45,47,185,314,91,514,890,156,0,108,499,61,23,3,720,0,1083,76.3,91.1,81.5,61.9,Zip,,,1598,,,,48578,,,,0.4038,,,,385,,,,185,,,,65,,,,0.115769712140175,,,,0.168831168831169,,,,0.216432865731463,,,,0,,,,0.0638297872340426,,,,0.938461538461539,,,,0.777,,,,0.321652065081352,,,,0,,,,0.097622027534418,,,,0.556946182728411,,,,130,
75001,ZCTA5 75001,705,718,118,438,1177,5647,3893,6460,2185,1495,6738,8129,200,94,11,10271,189,11371,92,89.8,87.7,85.1,Zip,,,,14992,,,,72512,,,,0.4074,,,,2198,,,,1626,,,,409,,,,0.108457844183565,,,,0.186078252957234,,,,0.828884241604133,,,,0.0184013241164444,,,,0.0932203389830508,,,,0.28109627547435,,,,0.8865,,,,0.259671824973319,,,,0.0997198505869797,,,,0.14574439701174,,,,0.430896478121665,,,,1423
75002,ZCTA5 75002,2836,3026,2023,1841,5610,19303,9299,45520,7566,7123,4774,22414,1026,842,372,35890,505,45454,80.4,78.6,78.4,83.5,Zip,,,,71253,,,,101429,,,,0.4075,,,,19937,,,,3474,,,,1273,,,,0.0487558418592901,,,,0.063851131062848,,,,0.212991880074953,,,,0.0140707718027306,,,,0.183885318833416,,,,0.350051177072671,,,,0.80225,,,,0.130506785679199,,,,0.0999677206573758,,,,0.106185002736727,,,,0.638850294022708,,,,5862
75006,ZCTA5 75006,2534,2102,1165,5872,6856,8601,24910,17549,4497,3855,9172,18580,1059,674,97,27635,588,34127,84.2,78.6,84.3,82.9,Zip,,,,51642,,,,64462,,,,0.4272,,,,12879,,,,5532,,,,2397,,,,0.107122109910538,,,,0.186116934544608,,,,0.493649085037675,,,,0.0212773656594898,,,,0.0832618025751073,,,,0.456859361518551,,,,0.825,,,,0.482359319933388,,,,0.0746485418845126,,,,0.0870802834901824,,,,0.339820301305139,,,,4636
75007,ZCTA5 75007,2283,2370,998,2816,6846,14121,15532,24828,5014,8896,5396,19465,908,505,157,30858,581,39188,81.9,80.8,83.6,85.8,Zip,,,,55500,,,,86648,,,,0.3819,,,,11659,,,,3713,,,,937,,,,0.0669009009009009,,,,0.0803670983789347,,,,0.277215515026972,,,,0.0188281806986843,,,,0.157314629258517,,,,0.390285837094348,,,,0.83025,,,,0.279855855855856,,,,0.160288288288288,,,,0.0903423423423423,,,,0.447351351351351,,,,4653
75009,ZCTA5 75009,413,393,653,755,1358,2694,2626,10111,1006,46,855,4207,102,35,54,6787,0,8924,90.8,79.5,85.4,77.7,Zip,,,,14089,,,,111146,,,,0.4595,,,,4359,,,,552,,,,132,,,,0.0391795017389453,,,,0.0302821748107364,,,,0.203232707392441,,,,0,,,,0.0826952526799387,,,,0.253101736972705,,,,0.8335,,,,0.186386542692881,,,,0.00326495847824544,,,,0.0714032223720633,,,,0.717652068989992,,,,806
75010,ZCTA5 75010,1294,1412,737,905,2642,9591,4229,13076,4152,7886,6335,11834,414,374,136,17895,290,21358,86.8,87.9,85.7,88.1,Zip,,,,30406,,,,85946,,,,0.4121,,,,6342,,,,1898,,,,409,,,,0.0624218904163652,,,,0.0644906969410281,,,,0.53532195369275,,,,0.0162056440346465,,,,0.184531886024423,,,,0.305986696230599,,,,0.87125,,,,0.139084391238571,,,,0.259356705913307,,,,0.136551996316517,,,,0.430046701308952,,,,2706
75013,ZCTA5 75013,1772,1202,1176,461,2223,15976,3503,24107,2414,11886,4077,14569,520,363,51,21655,348,27256,78.3,82.2,79.4,84,Zip,,,,42629,,,,130509,,,,0.4078,,,,12399,,,,1479,,,,387,,,,0.034694691407258,,,,0.0312121945318171,,,,0.279840757773354,,,,0.0160701916416532,,,,0.0433673469387755,,,,0.349697377269671,,,,0.80975,,,,0.0821741068286847,,,,0.27882427455488,,,,0.0566281170095475,,,,0.565507049191865,,,,2974
75019,ZCTA5 75019,1051,1031,1387,625,1695,18190,5619,23393,1956,10556,5013,16212,377,333,151,23420,286,29239,85.3,86.3,83.8,85.1,Zip,,,,42888,,,,118740,,,,0.42,,,,11567,,,,1138,,,,418,,,,0.0265342286886775,,,,0.0361372871098816,,,,0.309215396002961,,,,0.0122117847993168,,,,0.108868060562365,,,,0.362151777137368,,,,0.85125,,,,0.131015668718523,,,,0.246129453460175,,,,0.0456071628427532,,,,0.545443947024809,,,,2082
75022,ZCTA5 75022,1189,798,774,427,1427,10507,3272,18803,764,3606,675,8372,569,185,75,13970,0,17152,89.7,76.9,74.6,81.3,Zip,,,,27201,,,,162351,,,,0.3785,,,,8062,,,,820,,,,340,,,,0.0301459505165251,,,,0.0421731580253039,,,,0.0806258958432871,,,,0,,,,0.0968992248062016,,,,0.572722697533971,,,,0.80625,,,,0.120289695231793,,,,0.132568655564134,,,,0.0280872026763722,,,,0.691261350685637,,,,1987
75023,ZCTA5 75023,1905,2135,1178,1320,4021,14548,7146,29485,4677,7394,6989,18196,664,608,180,27262,416,35974,83.8,82.4,82.4,85.4,Zip,,,,50431,,,,90193,,,,0.3932,,,,10417,,,,3268,,,,1049,,,,0.0648014118300252,,,,0.100700777575118,,,,0.384095405583645,,,,0.0152593353385665,,,,0.152801358234295,,,,0.328712871287129,,,,0.835,,,,0.141698558426365,,,,0.14661616862644,,,,0.0927405762328726,,,,0.584660228827507,,,,4040
75024,ZCTA5 75024,1464,1686,694,429,2186,20259,2972,19379,3505,16193,10329,17791,409,486,39,24456,236,30617,81.3,75.9,78.6,85.3,Zip,,,,43551,,,,102524,,,,0.4265,,,,9784,,,,1696,,,,244,,,,0.0389428486142683,,,,0.0249386753883892,,,,0.580574447754483,,,,0.00964998364409552,,,,0.0561959654178674,,,,0.25968253968254,,,,0.80275,,,,0.068241831416041,,,,0.371816950242245,,,,0.0804803563638034,,,,0.444972560905605,,,,3150
75025,ZCTA5 75025,2100,1815,1272,780,2698,21081,4251,26769,3703,17466,5814,18662,780,472,8,27841,221,36249,83,79.4,82.7,84,Zip,,,,53764,,,,118505,,,,0.4173,,,,13600,,,,2114,,,,502,,,,0.0393199910720929,,,,0.0369117647058824,,,,0.3115421712571,,,,0.00793793326389138,,,,0.00628930817610063,,,,0.398467432950192,,,,0.82275,,,,0.079067777695112,,,,0.324864221412097,,,,0.0688750836991295,,,,0.497898221858493,,,,3915
