GEOID,NAME,popm_18t24E,popf_18t24E,pop_3t4E,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_o25E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,type,tot_popE_2012,tot_popE_2013,tot_popE_2014,tot_popE_2015,tot_popE_2016,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2013,med_incE_2014,med_incE_2015,med_incE_2016,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2013,giniE_2014,giniE_2015,giniE_2016,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2013,pop_u18E_2014,pop_u18E_2015,pop_u18E_2016,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2013,pop_bpE_2014,pop_bpE_2015,pop_bpE_2016,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2013,bp_u18E_2014,bp_u18E_2015,bp_u18E_2016,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2013,bp_per_2014,bp_per_2015,bp_per_2016,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2013,cbp_per_2014,cbp_per_2015,cbp_per_2016,cbp_per_2017,cbp_per_2018,cbp_per_2019,rohh_per_2012,rohh_per_2013,rohh_per_2014,rohh_per_2015,rohh_per_2016,rohh_per_2017,rohh_per_2018,rohh_per_2019,emp_pubtr_per_2012,emp_pubtr_per_2013,emp_pubtr_per_2014,emp_pubtr_per_2015,emp_pubtr_per_2016,emp_pubtr_per_2017,emp_pubtr_per_2018,emp_pubtr_per_2019,es_3t4_per_2012,es_3t4_per_2013,es_3t4_per_2014,es_3t4_per_2015,es_3t4_per_2016,es_3t4_per_2017,es_3t4_per_2018,es_3t4_per_2019,hs_18t24_per_2012,hs_18t24_per_2013,hs_18t24_per_2014,hs_18t24_per_2015,hs_18t24_per_2016,hs_18t24_per_2017,hs_18t24_per_2018,hs_18t24_per_2019,emp_r_2012,emp_r_2013,emp_r_2014,emp_r_2015,emp_r_2016,emp_r_2017,emp_r_2018,emp_r_2019,his_per_2012,his_per_2013,his_per_2014,his_per_2015,his_per_2016,his_per_2017,his_per_2018,his_per_2019,as_per_2012,as_per_2013,as_per_2014,as_per_2015,as_per_2016,as_per_2017,as_per_2018,as_per_2019,bl_per_2012,bl_per_2013,bl_per_2014,bl_per_2015,bl_per_2016,bl_per_2017,bl_per_2018,bl_per_2019,wh_per_2012,wh_per_2013,wh_per_2014,wh_per_2015,wh_per_2016,wh_per_2017,wh_per_2018,wh_per_2019,pop_18t24E_2012,pop_18t24E_2013,pop_18t24E_2014,pop_18t24E_2015,pop_18t24E_2016,pop_18t24E_2017,pop_18t24E_2018,pop_18t24E_2019
4845012,"Lucas city, Texas",115,195,161,20,356,1852,211,4922,37,128,137,1703,0,37,0,2478,0,3491,69.5,76.7,79.4,19.7,Place,5318,,,,,,,,130380,,,,,,,,0.4067,,,,,,,,1517,,,,,,,,289,,,,,,,,104,,,,,,,,0.0543437382474615,,,,,,,,0.0685563612392881,,,,,,,,0.080446271285966,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0.61325,,,,,,,,0.0396765701391501,,,,,,,,0.0240691989469726,,,,,,,,0.00695750282060925,,,,,,,,0.925535915757804,,,,,,,,310,,,,,,,
4845012,"Lucas city, Texas",109,193,116,108,366,1673,221,5177,0,160,256,1739,0,19,0,2352,0,3548,64.8,71.2,70.2,19.2,Place,,5607,,,,,,,,118239,,,,,,,,0.5063,,,,,,,,1741,,,,,,,,473,,,,,,,,219,,,,,,,,0.0843588371678259,,,,,,,,0.12578977599081,,,,,,,,0.147211040828062,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0.5635,,,,,,,,0.0394150169431068,,,,,,,,0.0285357588728375,,,,,,,,0,,,,,,,,0.923310148029249,,,,,,,,302,,,,,,
4845012,"Lucas city, Texas",126,207,162,121,419,1729,313,5502,0,77,264,1819,0,19,0,2447,0,3754,60.3,73.8,70.9,27.8,Place,,,5928,,,,,,,,119968,,,,,,,,0.519,,,,,,,,1815,,,,,,,,656,,,,,,,,305,,,,,,,,0.110661268556005,,,,,,,,0.168044077134986,,,,,,,,0.145134689389775,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0.582,,,,,,,,0.0528002699055331,,,,,,,,0.0129892037786775,,,,,,,,0,,,,,,,,0.928137651821862,,,,,,,,333,,,,,
4845012,"Lucas city, Texas",85,56,198,129,429,2020,238,5684,0,238,240,1997,4,4,0,2684,0,4086,22.7,64,65.8,75.7,Place,,,,6241,,,,,,,,119194,,,,,,,,0.5257,,,,,,,,1990,,,,,,,,821,,,,,,,,359,,,,,,,,0.1315494311809,,,,,,,,0.180402010050251,,,,,,,,0.120180270405608,,,,,,,,0,,,,,,,,0,,,,,,,,0.0567375886524823,,,,,,,,0.5705,,,,,,,,0.0381349142765582,,,,,,,,0.0381349142765582,,,,,,,,0,,,,,,,,0.910751482134273,,,,,,,,141,,,,
4845012,"Lucas city, Texas",205,60,202,142,511,2025,194,6014,49,187,263,1993,44,14,6,3031,42,4176,36.2,65.3,72.3,75.3,Place,,,,,6585,,,,,,,,133419,,,,,,,,0.5349,,,,,,,,2113,,,,,,,,662,,,,,,,,290,,,,,,,,0.100531511009871,,,,,,,,0.137245622337908,,,,,,,,0.131961866532865,,,,,,,,0.0138568129330254,,,,,,,,0.0297029702970297,,,,,,,,0.332075471698113,,,,,,,,0.62275,,,,,,,,0.0294608959757024,,,,,,,,0.0283978739559605,,,,,,,,0.00744115413819286,,,,,,,,0.913287775246773,,,,,,,,265,,,
4845012,"Lucas city, Texas",151,191,214,195,451,1844,745,5554,172,241,222,1889,40,16,6,3086,40,4183,50.8,60.8,71.4,82.8,Place,,,,,,6870,,,,,,,,151188,,,,,,,,0.5256,,,,,,,,2345,,,,,,,,630,,,,,,,,273,,,,,,,,0.091703056768559,,,,,,,,0.116417910447761,,,,,,,,0.117522498676548,,,,,,,,0.0129617627997408,,,,,,,,0.0280373831775701,,,,,,,,0.233918128654971,,,,,,,,0.6645,,,,,,,,0.10844250363901,,,,,,,,0.035080058224163,,,,,,,,0.0250363901018923,,,,,,,,0.80844250363901,,,,,,,,342,,
4845012,"Lucas city, Texas",231,218,262,135,438,2107,744,5915,224,193,73,2002,40,29,7,3528,36,4519,44.9,62.3,75.2,85.3,Place,,,,,,,7217,,,,,,,,173750,,,,,,,,0.458,,,,,,,,2249,,,,,,,,319,,,,,,,,102,,,,,,,,0.0442011916308716,,,,,,,,0.0453534904401956,,,,,,,,0.0364635364635365,,,,,,,,0.0102040816326531,,,,,,,,0.0267175572519084,,,,,,,,0.178173719376392,,,,,,,,0.66925,,,,,,,,0.103089926562284,,,,,,,,0.0267424137453235,,,,,,,,0.0310378273520854,,,,,,,,0.819592628516004,,,,,,,,449,
4845012,"Lucas city, Texas",245,209,205,92,358,2420,623,6326,286,272,92,2228,53,43,9,3779,39,4930,68.1,67.6,75.7,79.6,Place,,,,,,,,7763,,,,,,,,160278,,,,,,,,0.4568,,,,,,,,2379,,,,,,,,57,,,,,,,,0,,,,,,,,0.00734252222079093,,,,,,,,0,,,,,,,,0.0412926391382406,,,,,,,,0.0103201905265943,,,,,,,,0.0439024390243902,,,,,,,,0.233480176211454,,,,,,,,0.7275,,,,,,,,0.0802524797114518,,,,,,,,0.0350380007728971,,,,,,,,0.0368414272832668,,,,,,,,0.814891150328481,,,,,,,,454
4803300,"Anna city, Texas",192,230,471,655,1000,1201,2084,4947,835,53,441,2576,55,120,60,3905,0,4878,82.9,70,50.3,50.8,Place,8085,,,,,,,,65370,,,,,,,,0.3461,,,,,,,,2755,,,,,,,,915,,,,,,,,608,,,,,,,,0.11317254174397,,,,,,,,0.220689655172414,,,,,,,,0.171195652173913,,,,,,,,0,,,,,,,,0.127388535031847,,,,,,,,0.260663507109005,,,,,,,,0.635,,,,,,,,0.257761286332715,,,,,,,,0.00655534941249227,,,,,,,,0.103277674706246,,,,,,,,0.611873840445269,,,,,,,,422,,,,,,,
4803300,"Anna city, Texas",309,277,548,647,1184,1102,2016,5481,818,64,445,2827,160,129,59,4280,0,5336,81,64,61.3,43.6,Place,,8528,,,,,,,,68297,,,,,,,,0.3459,,,,,,,,2575,,,,,,,,756,,,,,,,,520,,,,,,,,0.0886491557223265,,,,,,,,0.201941747572816,,,,,,,,0.157410682702511,,,,,,,,0,,,,,,,,0.107664233576642,,,,,,,,0.546075085324232,,,,,,,,0.62475,,,,,,,,0.236397748592871,,,,,,,,0.0075046904315197,,,,,,,,0.0959193245778612,,,,,,,,0.642706378986867,,,,,,,,586,,,,,,
4803300,"Anna city, Texas",316,322,577,668,1115,1285,2435,5610,775,32,575,3022,176,167,79,4521,0,5602,81.5,67,62.9,34.7,Place,,,9108,,,,,,,,63556,,,,,,,,0.3382,,,,,,,,2841,,,,,,,,877,,,,,,,,596,,,,,,,,0.0962889767237593,,,,,,,,0.20978528687082,,,,,,,,0.190271343481138,,,,,,,,0,,,,,,,,0.136915077989601,,,,,,,,0.551724137931035,,,,,,,,0.61525,,,,,,,,0.267347386912604,,,,,,,,0.00351339481774264,,,,,,,,0.0850900307422047,,,,,,,,0.615942028985507,,,,,,,,638,,,,,
4803300,"Anna city, Texas",237,261,548,666,1369,1179,2248,6370,828,21,644,3154,133,126,57,4689,0,6017,98.2,60.2,77.5,67,Place,,,,9733,,,,,,,,69663,,,,,,,,0.3132,,,,,,,,3218,,,,,,,,1224,,,,,,,,810,,,,,,,,0.125757731429159,,,,,,,,0.251709136109385,,,,,,,,0.204185161699429,,,,,,,,0,,,,,,,,0.104014598540146,,,,,,,,0.534136546184739,,,,,,,,0.75725,,,,,,,,0.230966813931984,,,,,,,,0.00215760813726497,,,,,,,,0.085071406555019,,,,,,,,0.654474468303709,,,,,,,,498,,,,
4803300,"Anna city, Texas",187,159,626,522,1384,1272,1880,7636,576,57,825,3282,108,43,47,4828,0,6326,96,60.5,76.4,72.1,Place,,,,,10335,,,,,,,,76198,,,,,,,,0.3051,,,,,,,,3663,,,,,,,,867,,,,,,,,500,,,,,,,,0.0838896952104499,,,,,,,,0.136500136500137,,,,,,,,0.251371115173675,,,,,,,,0,,,,,,,,0.0750798722044728,,,,,,,,0.624277456647399,,,,,,,,0.7625,,,,,,,,0.181906144170295,,,,,,,,0.00551523947750363,,,,,,,,0.055732946298984,,,,,,,,0.738848572810837,,,,,,,,346,,,
4803300,"Anna city, Texas",481,178,835,530,1734,1419,1570,8102,892,480,981,3271,366,30,17,5264,0,6648,84.7,56.3,85.8,72,Place,,,,,,11318,,,,,,,,84223,,,,,,,,0.2836,,,,,,,,4011,,,,,,,,825,,,,,,,,476,,,,,,,,0.0728927372327266,,,,,,,,0.118673647469459,,,,,,,,0.299908284928157,,,,,,,,0,,,,,,,,0.0203592814371258,,,,,,,,1.11077389984826,,,,,,,,0.747,,,,,,,,0.138717087824704,,,,,,,,0.0424103198444955,,,,,,,,0.0788125110443541,,,,,,,,0.71585085704188,,,,,,,,659,,
4803300,"Anna city, Texas",535,222,652,784,1893,1877,2229,7602,1287,878,856,3389,399,78,18,5793,0,7182,84.6,63.1,80.8,74.4,Place,,,,,,,12271,,,,,,,,88065,,,,,,,,0.2731,,,,,,,,4332,,,,,,,,657,,,,,,,,381,,,,,,,,0.0535408687148562,,,,,,,,0.0879501385041551,,,,,,,,0.252581882561227,,,,,,,,0,,,,,,,,0.0276073619631902,,,,,,,,1.05416116248349,,,,,,,,0.75725,,,,,,,,0.181647787466384,,,,,,,,0.0715508108548611,,,,,,,,0.104881427756499,,,,,,,,0.619509412435824,,,,,,,,757,
4803300,"Anna city, Texas",563,187,709,702,1819,2476,2066,8261,1793,786,871,3689,331,46,0,6198,0,7576,75.1,60.2,84,80.6,Place,,,,,,,,13052,,,,,,,,95136,,,,,,,,0.3237,,,,,,,,4726,,,,,,,,924,,,,,,,,433,,,,,,,,0.0707937480845847,,,,,,,,0.0916208209902666,,,,,,,,0.236107346164272,,,,,,,,0,,,,,,,,0,,,,,,,,0.882666666666667,,,,,,,,0.74975,,,,,,,,0.158289917254061,,,,,,,,0.0602206558381857,,,,,,,,0.137373582592706,,,,,,,,0.632929819184799,,,,,,,,750
4805168,"Azle city, Texas",520,236,358,720,1335,1211,1024,9482,104,50,1305,4032,342,81,48,4499,0,7461,75.9,63.1,59.9,25.8,Place,10788,,,,,,,,52205,,,,,,,,0.4674,,,,,,,,2427,,,,,,,,1272,,,,,,,,422,,,,,,,,0.117908787541713,,,,,,,,0.173877214668315,,,,,,,,0.323660714285714,,,,,,,,0,,,,,,,,0.134078212290503,,,,,,,,0.904761904761905,,,,,,,,0.56175,,,,,,,,0.0949202817945866,,,,,,,,0.0046347793845013,,,,,,,,0.0096403411197627,,,,,,,,0.878939562476826,,,,,,,,756,,,,,,,
4805168,"Azle city, Texas",431,244,355,743,1351,1381,985,9421,120,72,1348,4129,285,138,51,4663,0,7640,75.2,64.8,62,21.7,Place,,10752,,,,,,,,55478,,,,,,,,0.4689,,,,,,,,2325,,,,,,,,1156,,,,,,,,341,,,,,,,,0.107514880952381,,,,,,,,0.146666666666667,,,,,,,,0.326471300557036,,,,,,,,0,,,,,,,,0.143661971830986,,,,,,,,0.844444444444445,,,,,,,,0.55925,,,,,,,,0.0916108630952381,,,,,,,,0.00669642857142857,,,,,,,,0.0111607142857143,,,,,,,,0.876209077380952,,,,,,,,675,,,,,,
4805168,"Azle city, Texas",394,274,380,784,1446,1229,843,9635,70,66,1427,4199,175,122,57,4932,0,7714,75.7,67,65.9,25.4,Place,,,10744,,,,,,,,54171,,,,,,,,0.4644,,,,,,,,2224,,,,,,,,1234,,,,,,,,386,,,,,,,,0.114854802680566,,,,,,,,0.173561151079137,,,,,,,,0.339842819718981,,,,,,,,0,,,,,,,,0.15,,,,,,,,0.523952095808383,,,,,,,,0.585,,,,,,,,0.0784623976172748,,,,,,,,0.00614296351451973,,,,,,,,0.00651526433358153,,,,,,,,0.896779597915115,,,,,,,,668,,,,,
4805168,"Azle city, Texas",374,257,282,800,1687,1393,1348,9271,26,69,1379,4251,191,124,40,5259,0,8032,71.8,74.3,74.2,72.2,Place,,,,10860,,,,,,,,55830,,,,,,,,0.4301,,,,,,,,2135,,,,,,,,968,,,,,,,,167,,,,,,,,0.089134438305709,,,,,,,,0.0782201405152225,,,,,,,,0.324394260174077,,,,,,,,0,,,,,,,,0.141843971631206,,,,,,,,0.605388272583201,,,,,,,,0.73125,,,,,,,,0.124125230202578,,,,,,,,0.006353591160221,,,,,,,,0.00239410681399632,,,,,,,,0.853683241252302,,,,,,,,631,,,,
4805168,"Azle city, Texas",427,370,195,694,1914,1302,1191,9610,65,45,1369,4272,236,189,0,5158,0,7782,70.3,81.6,72.3,76.9,Place,,,,,11054,,,,,,,,57923,,,,,,,,0.4108,,,,,,,,2415,,,,,,,,1199,,,,,,,,278,,,,,,,,0.108467523068572,,,,,,,,0.115113871635611,,,,,,,,0.320458801498127,,,,,,,,0,,,,,,,,0,,,,,,,,0.592220828105395,,,,,,,,0.75275,,,,,,,,0.107743803148182,,,,,,,,0.0040709245521983,,,,,,,,0.00588022435317532,,,,,,,,0.869368554369459,,,,,,,,797,,,
4805168,"Azle city, Texas",403,375,289,485,2351,1301,935,10405,63,45,1330,4290,217,206,20,5523,0,8227,70,76.2,78.7,72.7,Place,,,,,,11607,,,,,,,,61946,,,,,,,,0.4122,,,,,,,,2602,,,,,,,,918,,,,,,,,251,,,,,,,,0.0790902041871285,,,,,,,,0.0964642582628747,,,,,,,,0.31002331002331,,,,,,,,0,,,,,,,,0.069204152249135,,,,,,,,0.557840616966581,,,,,,,,0.744,,,,,,,,0.0805548375980012,,,,,,,,0.00387697079348669,,,,,,,,0.00542775911088137,,,,,,,,0.896441802360645,,,,,,,,778,,
4805168,"Azle city, Texas",411,379,375,461,2353,1368,1098,10853,24,36,1333,4435,184,198,20,5745,0,8463,68,76,78.9,69.7,Place,,,,,,,12149,,,,,,,,65295,,,,,,,,0.4097,,,,,,,,2896,,,,,,,,937,,,,,,,,254,,,,,,,,0.0771256893571487,,,,,,,,0.087707182320442,,,,,,,,0.300563697857948,,,,,,,,0,,,,,,,,0.0533333333333333,,,,,,,,0.465822784810127,,,,,,,,0.7315,,,,,,,,0.0903778088731583,,,,,,,,0.00296320684830027,,,,,,,,0.00197547123220018,,,,,,,,0.89332455346119,,,,,,,,790,
4805168,"Azle city, Texas",328,279,364,488,2419,1526,932,11526,50,52,1202,4650,218,145,19,5748,3,9089,72.8,79.5,77.9,65.7,Place,,,,,,,,12796,,,,,,,,72614,,,,,,,,0.4202,,,,,,,,3100,,,,,,,,1115,,,,,,,,352,,,,,,,,0.0871366051891216,,,,,,,,0.113548387096774,,,,,,,,0.258494623655914,,,,,,,,0.000521920668058455,,,,,,,,0.0521978021978022,,,,,,,,0.71828665568369,,,,,,,,0.73975,,,,,,,,0.0728352610190685,,,,,,,,0.00406376992810253,,,,,,,,0.00390747108471397,,,,,,,,0.900750234448265,,,,,,,,607
4876672,"Watauga city, Texas",908,1045,755,1759,3528,2319,5429,15737,1105,791,1683,7872,387,335,100,11860,42,14792,81.5,83.1,65.5,28.6,Place,23600,,,,,,,,58842,,,,,,,,0.3271,,,,,,,,6841,,,,,,,,1907,,,,,,,,764,,,,,,,,0.0808050847457627,,,,,,,,0.111679579008917,,,,,,,,0.213795731707317,,,,,,,,0.00354131534569983,,,,,,,,0.132450331125828,,,,,,,,0.3963133640553,,,,,,,,0.64675,,,,,,,,0.230042372881356,,,,,,,,0.0335169491525424,,,,,,,,0.0468220338983051,,,,,,,,0.666822033898305,,,,,,,,1953,,,,,,,
4876672,"Watauga city, Texas",937,1018,888,1489,3722,2386,5786,15327,1327,849,1808,8138,457,361,109,12023,62,14986,81.3,80.6,67.6,29.9,Place,,23798,,,,,,,,58864,,,,,,,,0.3422,,,,,,,,6794,,,,,,,,1959,,,,,,,,749,,,,,,,,0.0823178418354484,,,,,,,,0.110244333235208,,,,,,,,0.222167608749078,,,,,,,,0.0051567828329036,,,,,,,,0.122747747747748,,,,,,,,0.467519181585678,,,,,,,,0.6485,,,,,,,,0.243129674762585,,,,,,,,0.0356752668291453,,,,,,,,0.0557609883183461,,,,,,,,0.644045718127574,,,,,,,,1955,,,,,,
4876672,"Watauga city, Texas",943,795,938,1498,4052,2296,5382,15644,1290,1198,1794,8161,432,326,116,11792,119,15252,82.7,78.8,70.9,23.5,Place,,,23999,,,,,,,,61716,,,,,,,,0.3441,,,,,,,,6910,,,,,,,,2019,,,,,,,,805,,,,,,,,0.0841285053543898,,,,,,,,0.116497829232996,,,,,,,,0.219826001715476,,,,,,,,0.0100915875169607,,,,,,,,0.123667377398721,,,,,,,,0.497123130034523,,,,,,,,0.63975,,,,,,,,0.224259344139339,,,,,,,,0.0499187466144423,,,,,,,,0.0537522396766532,,,,,,,,0.651860494187258,,,,,,,,1738,,,,,
4876672,"Watauga city, Texas",1004,757,992,1426,3826,2521,5157,15798,1364,1361,1832,8235,499,263,128,12150,116,15422,79.8,80.9,82.2,79.2,Place,,,,24179,,,,,,,,64401,,,,,,,,0.3451,,,,,,,,6876,,,,,,,,2095,,,,,,,,905,,,,,,,,0.0866454361222549,,,,,,,,0.131617219313554,,,,,,,,0.222465088038859,,,,,,,,0.00954732510288066,,,,,,,,0.129032258064516,,,,,,,,0.566723452583759,,,,,,,,0.80525,,,,,,,,0.213284254931966,,,,,,,,0.0562885148269159,,,,,,,,0.0564125894371149,,,,,,,,0.653376897307581,,,,,,,,1761,,,,
4876672,"Watauga city, Texas",1223,986,887,1350,3823,2548,4781,16320,802,1839,1864,8048,641,372,106,12094,95,15226,78.1,85,82.8,76,Place,,,,,24322,,,,,,,,65329,,,,,,,,0.3424,,,,,,,,6777,,,,,,,,2227,,,,,,,,1003,,,,,,,,0.091563193816298,,,,,,,,0.148000590231666,,,,,,,,0.231610337972167,,,,,,,,0.00785513477757566,,,,,,,,0.119503945885006,,,,,,,,0.580353100950656,,,,,,,,0.80475,,,,,,,,0.196571005673876,,,,,,,,0.0756105583422416,,,,,,,,0.0329742619850341,,,,,,,,0.670997450867527,,,,,,,,2209,,,
4876672,"Watauga city, Texas",1352,914,837,1263,3931,2554,4785,16043,954,1982,1848,7948,652,315,107,12198,101,15250,77.1,83.8,84.4,78.6,Place,,,,,,24391,,,,,,,,68293,,,,,,,,0.3396,,,,,,,,6875,,,,,,,,2309,,,,,,,,1054,,,,,,,,0.0946660653519741,,,,,,,,0.153309090909091,,,,,,,,0.232511323603422,,,,,,,,0.00828004590916544,,,,,,,,0.127837514934289,,,,,,,,0.575463371579876,,,,,,,,0.80975,,,,,,,,0.196178918453528,,,,,,,,0.0812594809560904,,,,,,,,0.0391127875035874,,,,,,,,0.657742609979091,,,,,,,,2266,,
4876672,"Watauga city, Texas",1459,997,1019,1498,3716,2585,5245,15989,837,1879,1792,7732,692,320,157,12275,88,15173,82.3,84.8,86.1,79.4,Place,,,,,,,24526,,,,,,,,70800,,,,,,,,0.3438,,,,,,,,6897,,,,,,,,2591,,,,,,,,1234,,,,,,,,0.105642991111474,,,,,,,,0.17891837030593,,,,,,,,0.231764097258148,,,,,,,,0.00716904276985743,,,,,,,,0.154072620215898,,,,,,,,0.563517915309446,,,,,,,,0.8315,,,,,,,,0.213854684824268,,,,,,,,0.0766125744108293,,,,,,,,0.0341270488461225,,,,,,,,0.651920410992416,,,,,,,,2456,
4876672,"Watauga city, Texas",1656,1221,877,1409,3755,2921,5936,15174,987,1814,1832,7808,644,357,168,12698,87,15536,80.8,85,85.7,79,Place,,,,,,,,24582,,,,,,,,71897,,,,,,,,0.3436,,,,,,,,6169,,,,,,,,2553,,,,,,,,1041,,,,,,,,0.103856480351477,,,,,,,,0.168746960609499,,,,,,,,0.234631147540984,,,,,,,,0.00685147267286187,,,,,,,,0.191562143671608,,,,,,,,0.447688564476886,,,,,,,,0.82625,,,,,,,,0.241477503864616,,,,,,,,0.0737938328858514,,,,,,,,0.0401513302416402,,,,,,,,0.617280937271174,,,,,,,,2877
4878076,"Westworth Village city, Texas",170,82,94,150,318,357,589,1609,126,33,439,948,89,32,8,1229,0,1679,67.1,83.2,43.1,24,Place,2465,,,,,,,,48500,,,,,,,,0.4072,,,,,,,,534,,,,,,,,228,,,,,,,,37,,,,,,,,0.0924949290060852,,,,,,,,0.0692883895131086,,,,,,,,0.463080168776371,,,,,,,,0,,,,,,,,0.0851063829787234,,,,,,,,0.706349206349206,,,,,,,,0.5435,,,,,,,,0.23894523326572,,,,,,,,0.0133874239350913,,,,,,,,0.0511156186612576,,,,,,,,0.652738336713996,,,,,,,,252,,,,,,,
4878076,"Westworth Village city, Texas",129,53,103,180,324,382,682,1585,101,55,478,979,63,4,5,1176,0,1725,60.3,75.2,55.1,19.7,Place,,2500,,,,,,,,48036,,,,,,,,0.4384,,,,,,,,593,,,,,,,,307,,,,,,,,59,,,,,,,,0.1228,,,,,,,,0.0994940978077572,,,,,,,,0.488253319713994,,,,,,,,0,,,,,,,,0.0485436893203884,,,,,,,,0.692307692307692,,,,,,,,0.52575,,,,,,,,0.2728,,,,,,,,0.022,,,,,,,,0.0404,,,,,,,,0.634,,,,,,,,182,,,,,,
4878076,"Westworth Village city, Texas",113,64,110,194,269,402,704,1683,22,57,422,974,32,5,6,1179,0,1721,68.8,73.7,54.6,23,Place,,,2541,,,,,,,,53519,,,,,,,,0.4918,,,,,,,,643,,,,,,,,232,,,,,,,,64,,,,,,,,0.0913026367571822,,,,,,,,0.0995334370139969,,,,,,,,0.433264887063655,,,,,,,,0,,,,,,,,0.0545454545454545,,,,,,,,0.361581920903955,,,,,,,,0.55025,,,,,,,,0.277056277056277,,,,,,,,0.0224321133412042,,,,,,,,0.00865800865800866,,,,,,,,0.662337662337662,,,,,,,,177,,,,,
4878076,"Westworth Village city, Texas",138,74,89,182,279,477,684,1723,25,75,533,1072,24,5,5,1212,0,1755,62.9,62.1,73.4,67.7,Place,,,,2584,,,,,,,,53250,,,,,,,,0.5364,,,,,,,,612,,,,,,,,254,,,,,,,,58,,,,,,,,0.098297213622291,,,,,,,,0.0947712418300654,,,,,,,,0.497201492537313,,,,,,,,0,,,,,,,,0.0561797752808989,,,,,,,,0.226415094339623,,,,,,,,0.66525,,,,,,,,0.264705882352941,,,,,,,,0.0290247678018576,,,,,,,,0.0096749226006192,,,,,,,,0.666795665634675,,,,,,,,212,,,,
4878076,"Westworth Village city, Texas",150,48,97,205,295,499,744,1778,19,48,544,1095,19,0,8,1352,0,1802,70,64.5,71.4,79.5,Place,,,,,2632,,,,,,,,54917,,,,,,,,0.5124,,,,,,,,628,,,,,,,,275,,,,,,,,75,,,,,,,,0.104483282674772,,,,,,,,0.119426751592357,,,,,,,,0.496803652968037,,,,,,,,0,,,,,,,,0.0824742268041237,,,,,,,,0.191919191919192,,,,,,,,0.7135,,,,,,,,0.282674772036474,,,,,,,,0.0182370820668693,,,,,,,,0.00721884498480243,,,,,,,,0.675531914893617,,,,,,,,198,,,
4878076,"Westworth Village city, Texas",180,67,90,163,275,489,778,1756,22,57,570,1125,30,0,7,1383,0,1839,70.6,61.6,69.4,75.1,Place,,,,,,2678,,,,,,,,58094,,,,,,,,0.4723,,,,,,,,592,,,,,,,,247,,,,,,,,52,,,,,,,,0.0922330097087379,,,,,,,,0.0878378378378378,,,,,,,,0.506666666666667,,,,,,,,0,,,,,,,,0.0777777777777778,,,,,,,,0.242914979757085,,,,,,,,0.69175,,,,,,,,0.290515309932786,,,,,,,,0.0212845407020164,,,,,,,,0.0082150858849888,,,,,,,,0.655713218820015,,,,,,,,247,,
4878076,"Westworth Village city, Texas",162,68,70,107,276,481,759,1757,44,38,600,1140,31,11,0,1383,0,1797,80.2,71.1,75.5,87.1,Place,,,,,,,2653,,,,,,,,56875,,,,,,,,0.5142,,,,,,,,626,,,,,,,,196,,,,,,,,29,,,,,,,,0.0738786279683377,,,,,,,,0.0463258785942492,,,,,,,,0.526315789473684,,,,,,,,0,,,,,,,,0,,,,,,,,0.269565217391304,,,,,,,,0.78475,,,,,,,,0.286091217489634,,,,,,,,0.0143234074632492,,,,,,,,0.0165849981153411,,,,,,,,0.662269129287599,,,,,,,,230,
4878076,"Westworth Village city, Texas",126,98,18,95,340,406,967,1549,47,47,648,1122,33,46,0,1425,7,1759,68.4,75.2,77.5,83.9,Place,,,,,,,,2681,,,,,,,,60227,,,,,,,,0.4659,,,,,,,,698,,,,,,,,312,,,,,,,,129,,,,,,,,0.116374487131667,,,,,,,,0.184813753581662,,,,,,,,0.577540106951872,,,,,,,,0.00491228070175439,,,,,,,,0,,,,,,,,0.294642857142857,,,,,,,,0.7625,,,,,,,,0.360686311077956,,,,,,,,0.0175307720999627,,,,,,,,0.0175307720999627,,,,,,,,0.577769488996643,,,,,,,,224
4864112,"Saginaw city, Texas",848,738,700,1038,3859,2368,4428,13415,778,622,1126,6868,326,269,85,9853,19,12603,79,74.6,69.6,37.3,Place,19793,,,,,,,,72621,,,,,,,,0.3219,,,,,,,,5588,,,,,,,,815,,,,,,,,311,,,,,,,,0.0411761733946345,,,,,,,,0.0556549749463135,,,,,,,,0.163948747815958,,,,,,,,0.00192834669643763,,,,,,,,0.121428571428571,,,,,,,,0.41109709962169,,,,,,,,0.65125,,,,,,,,0.223715454958824,,,,,,,,0.0314252513514879,,,,,,,,0.0393068256454302,,,,,,,,0.677764866366897,,,,,,,,1586,,,,,,,
