GEOID,NAME,exp_blwh,exp_aswh,exp_hiswh,exp_whbl,exp_asbl,exp_hisbl,exp_blhis,exp_ashis,exp_whhis,exp_blas,exp_whas,exp_hisas,Geoid2
48113014103,"Census Tract 141.03, Dallas County, Texas",9.89453166461056e-05,0.000156251885537663,3.75706398213503e-05,3.47005985328983e-05,0.00078282717235926,0.000188230162048103,0.000348128672614392,0.000549755797945222,2.4369178675974e-05,0.000338201048870635,2.36742401205755e-05,0.000128418708687024,48113014103
48113014113,"Census Tract 141.13, Dallas County, Texas",0.000211201253512801,0.000240521690409374,6.00034149148727e-05,7.40692956090614e-05,0.000832544039118352,0.000207696384176816,0.00038413113893939,0.000437458913429129,3.89195911004472e-05,0.000359679987106532,3.64422370543855e-05,0.000102187023722476,48113014113
48113014114,"Census Tract 141.14, Dallas County, Texas",0.000152574853884833,0.000357349639696324,6.31762108814511e-05,5.35087352321046e-05,0.000634452342759087,0.000112165483178997,0.000207448266246923,0.000485870124148511,4.09775393328864e-05,0.000274099386628192,5.41432261637106e-05,0.000113495508671239,48113014114
48113014115,"Census Tract 141.15, Dallas County, Texas",0.000131669091160336,0.00045054591461917,0.000287637641102348,4.61769836756213e-05,0.000383578228101457,0.000244884113093292,0.000452909248485553,0.00154976699390991,0.000186568371028259,0.000165715452463008,6.8263702107246e-05,0.000362013601070765,48113014115
48113014116,"Census Tract 141.16, Dallas County, Texas",0.000269610176271807,0.000502018764901873,0.000160029982146042,9.45535858018819e-05,0.000637245650518046,0.000203136649872,0.000375697983308337,0.00069955607820393,0.000103799116729805,0.000275306165911352,7.60625239460354e-05,0.000163410897261803,48113014116
48113014119,"Census Tract 141.19, Dallas County, Texas",0.000185441509874892,0.000851932215492051,0.000176383658380924,6.50352295957446e-05,9.98334286107155e-05,2.06694676487828e-05,3.82278496598117e-05,0.000175621610696289,0.000114406486209587,4.31305548154894e-05,0.000129079068496432,4.1023851949261e-05,48113014119
48113014120,"Census Tract 141.20, Dallas County, Texas",9.02199610010266e-05,0.00121891746358707,0.000153954701250134,3.16405743340818e-05,4.57337313373543e-05,5.77637383615457e-06,1.06833109753744e-05,0.000144336953511508,9.98585502033078e-05,1.9758123444344e-05,0.000184682217567016,3.37159976393987e-05,48113014120
48113014121,"Census Tract 141.21, Dallas County, Texas",0.000136914531370508,0.00128508861933621,0.000184711895416311,4.8016584790978e-05,0.000167974781461459,2.41438137409645e-05,4.46535971601782e-05,0.000419121542093154,0.000119808371760013,7.25693349438435e-05,0.000194708028294807,9.79035553962086e-05,48113014121
48113014123,"Census Tract 141.23, Dallas County, Texas",5.24628082275558e-05,0.00224102049440101,0.000117189599256839,1.83989592223363e-05,6.24432955096258e-05,3.2653448709336e-06,6.03920308614419e-06,0.000257972806701383,7.60118618377326e-05,2.6977075888473e-05,0.000339544429284933,6.02604553454109e-05,48113014123
48113014124,"Census Tract 141.24, Dallas County, Texas",0.000103007788349747,0.00121270460514822,0.000132036556429373,3.61253269022411e-05,0.000146841058660954,1.59877249956235e-05,2.95690415408981e-05,0.000348114578722089,8.56419387768646e-05,6.34390345786541e-05,0.000183740886830364,8.13168771329126e-05,48113014124
48113014126,"Census Tract 141.26, Dallas County, Texas",0.000112525187961868,0.00155930131880243,0.000406775880859193,3.94631247304963e-05,9.0942476915961e-05,2.37242191159168e-05,4.38775636155827e-05,0.000608026914247863,0.000263844165786637,3.92894398225569e-05,0.00023625490159452,0.0001420303914329,48113014126
48113014127,"Census Tract 141.27, Dallas County, Texas",0.000206124777972836,0.00237335162249983,6.44735680056109e-05,7.22889512163655e-05,0.00144422019811516,3.92331369172253e-05,7.25610589125558e-05,0.000835478920070035,4.18190349186824e-05,0.000623939488879352,0.000359594356306664,0.000195161423402239,48113014127
48113014128,"Census Tract 141.28, Dallas County, Texas",0.000101499500314007,0.00120517282378105,4.58321342660746e-05,3.55963630323554e-05,0.000375348438382988,1.42743179111512e-05,2.6400122556421e-05,0.000313466668811739,2.97277734513454e-05,0.000162159976090896,0.000182599721717326,7.32233929604458e-05,48113014128
48113014129,"Census Tract 141.29, Dallas County, Texas",0.000116899835789546,0.000825524673029323,1.72550662281019e-05,4.0997334768289e-05,0.0012900400853761,2.69643389680737e-05,4.98701134331548e-05,0.000352173369686821,1.11920317028891e-05,0.000557329798152604,0.000125077974371355,8.22649793566083e-05,48113014129
48113014130,"Census Tract 141.30, Dallas County, Texas",0.000237092604016704,0.00107655092077359,6.76378293697004e-05,8.31495167833886e-05,0.0006975169223712,4.38237798764969e-05,8.1051379605418e-05,0.000368024712141738,4.3871447412205e-05,0.000301344872891939,0.000163111791660762,8.59677305356308e-05,48113014130
48113014131,"Census Tract 141.31, Dallas County, Texas",0.00019200699160787,0.000578170402758744,0.000146889330845874,6.73377756233245e-05,0.000295369662278924,7.50412885843054e-05,0.00013878766241221,0.000417916649820179,9.52757889138527e-05,0.000127607131068584,8.7600510537334e-05,9.76221018665128e-05,48113014131
48113014132,"Census Tract 141.32, Dallas County, Texas",0.000182070058815138,0.000417769264144277,2.73930312170857e-05,6.38528454904282e-05,0.000427053025569705,2.8001765244132e-05,5.17888167296392e-05,0.000118832146245483,1.776774831038e-05,0.00018449765959934,6.32976033557288e-05,2.77582716333135e-05,48113014132
48113014133,"Census Tract 141.33, Dallas County, Texas",0.000345636688550466,0.000525025133142643,7.43373721571499e-05,0.000121216449390202,0.000989268913546218,0.000140068820990718,0.00025905504301537,0.00039350686126759,4.82169245190898e-05,0.000427389078956116,7.95482949123198e-05,9.19201637751584e-05,48113014133
48113014134,"Census Tract 141.34, Dallas County, Texas",7.46362038618008e-05,0.00154736540108084,0.000105122674279117,2.61752757383271e-05,0.000114672092852286,7.79042691363996e-06,1.44082699129369e-05,0.000298713723355954,6.81849775405805e-05,4.95412313831075e-05,0.000234446451211807,6.97772188376024e-05,48113014134
48113014135,"Census Tract 141.35, Dallas County, Texas",0.000237128777482972,0.00107409593252318,0.000159714204287758,8.31622029920245e-05,0.000180376588016922,2.6821350267651e-05,4.96056581198544e-05,0.000224693249727976,0.000103594295968513,7.79272276346501e-05,0.000162739828268875,5.24866078513515e-05,48113014135
48113014136,"Census Tract 141.36, Dallas County, Texas",0.000204601311696573,0.000936754186281394,6.69657018713715e-05,7.17546642645121e-05,0.00144263991727114,0.000103129931013406,0.000190737157105224,0.000873278029921464,4.34354901014513e-05,0.000623256767765637,0.000141930725915205,0.000203991003544517,48113014136
48113014137,"Census Tract 141.37, Dallas County, Texas",0.000185561656090578,0.0021546561246236,8.68523076891044e-05,6.50773654515595e-05,0.000863394455219919,3.48026768749128e-05,6.43669939613331e-05,0.000747399762883656,5.63343987369013e-05,0.000373008143629511,0.000326459077892614,0.000174586812510653,48113014137
48113014138,"Census Tract 141.38, Dallas County, Texas",9.24541938100796e-05,0.00105751286441238,4.06238128556016e-05,3.24241305281892e-05,0.000456552297556184,1.75382217265255e-05,3.24366604333683e-05,0.000371018168816948,2.63495367309372e-05,0.000197242087844823,0.000160227272756088,8.66669788967719e-05,48113014138
48113014203,"Census Tract 142.03, Dallas County, Texas",4.00196998128753e-05,4.83301539351982e-05,0.000300113889706733,1.40351012426453e-05,6.30989710790667e-06,3.91823242947295e-05,7.24670817803627e-05,8.75155294531404e-05,0.000194660752017559,2.72603442433966e-06,7.32266151790191e-06,2.04429518059458e-05,48113014203
48113014204,"Census Tract 142.04, Dallas County, Texas",7.90949024111252e-05,0.000449699839651217,0.000119786123145743,2.77389627685349e-05,9.12691300178824e-05,2.43112722837665e-05,4.49633090553884e-05,0.000255642174855913,7.76960267837119e-05,3.9430562187221e-05,6.81355104897023e-05,5.97160377455625e-05,48113014204
48113014205,"Census Tract 142.05, Dallas County, Texas",2.90771383203414e-05,0.000328108305642937,4.74928081452595e-05,1.01974922870635e-05,1.53500961704298e-05,2.22188576118173e-06,4.10934216028217e-06,4.63700821815067e-05,3.0804924617171e-05,6.6316280379726e-06,4.97127748994346e-05,1.08316930857609e-05,48113014205
48113014206,"Census Tract 142.06, Dallas County, Texas",0.000581806470854852,0.000829578056068177,0.000247491419437749,0.000204042328159766,0.00051077986586562,0.00015238304954985,0.000281830011680941,0.000401851826928674,0.000160528610897427,0.000220669762723153,0.000125692115845759,9.38694833061927e-05,48113014206
48113014302,"Census Tract 143.02, Dallas County, Texas",7.59220497156661e-05,4.87782233360484e-05,0.000612478145350178,2.66262280649517e-05,6.31643167768623e-06,7.93115471329872e-05,0.000146685437264537,9.4242121305098e-05,0.000397267372345516,2.72885752301508e-06,7.39054999521474e-06,2.20142317137189e-05,48113014302
48113014306,"Census Tract 143.06, Dallas County, Texas",4.84577810445017e-05,9.11334548501356e-05,0.000365718146905486,1.69943769227053e-05,2.32887621977276e-05,9.34576985880923e-05,0.000172848518011444,0.000325072305676615,0.000237213177879428,1.00613316454422e-05,1.3807931249698e-05,7.5934380102825e-05,48113014306
48113014307,"Census Tract 143.07, Dallas County, Texas",0.000215670226036926,0.000289920893649959,0.000306024579292535,7.56365857716558e-05,8.92936905540118e-05,9.42535177139111e-05,0.000174320372749802,0.0002343351661363,0.000198494560845398,3.85771226002328e-05,4.39268737693827e-05,5.47388850607106e-05,48113014307
48113014308,"Census Tract 143.08, Dallas County, Texas",6.08031457268262e-05,4.1910449326701e-05,0.000179328204183635,2.13239557052542e-05,3.95246552473821e-05,0.00016911976751284,0.000312784303729461,0.000215596258301113,0.000116316386150793,1.70756462382738e-05,6.34999083375778e-06,5.03616209092561e-05,48113014308
