GEOID,NAME,TYPE,tot_popE_19,pop_3t4E_19,med_incE_19,giniE_19,less_hsE_19,hs_degE_19,ba_degE_19,his_popE_19,wh_popE_19,bl_popE_19,as_popE_19,rohhE_19,thhE_19,es_3t4E_19,empE_19,emp_pubtrE_19,pop_bpE_19,bp_u18E_19,pop_o25E_19,pop_u18E_19,pop_18t24E_19,wh_per_19,bl_per_19,as_per_19,his_per_19,emp_r_19,hs_18t24_per_19,es_3t4_per_19,emp_pubtr_per_19,bp_per_19,cbp_per_19,rohh_per_19,per_rohh,per_tot_pop,per_med_inc,per_gini,per_less_hs,per_hs_deg,per_wh,per_bl,per_as,per_his,per_emp_r,per_hs_18t24,per_es_3t4,per_emp_pubtr,per_bp,per_cbp
4838080,"Joshua city, Texas",PLACE,7477,219,57042,0.4065,393,1252,635,883,6363,0,23,880,2763,0,3689,0,744,313,4696,2098,683,0.85100976327404,0,0.00307610004012304,0.118095492844724,0.87125,0.904831625183016,0,0,0.0995051491239802,0.149189704480458,0.318494390155628,0.288750027698376,0.259814658803707,0.0138723589408888,-0.0792751981879955,-0.298214285714286,0.551425030978934,0.312229325634151,-1,0.277777777777778,0.142302716688228,0.27,3.17567567567568,-1,0,-0.364102564102564,-0.464957264957265
4837072,"Italy town, Texas",PLACE,1934,60,49185,0.3544,139,365,97,565,1105,212,0,274,695,6,873,0,155,41,1227,546,161,0.571354705274043,0.109617373319545,0,0.292140641158221,0.81125,0.447204968944099,0.1,0,0.0801447776628749,0.0750915750915751,0.394244604316547,0.588178548070635,0.024364406779661,0.0871727540383543,-0.070548124836087,-0.252688172043011,0.258620689655172,-0.164145234493192,0.06,0,0.543715846994536,0.264,0.142857142857143,5,0,-0.535928143712575,-0.719178082191781
4805612,"Bardwell city, Texas",PLACE,528,22,50000,0.3105,100,80,15,297,166,63,0,49,170,6,213,0,81,19,353,144,31,0.314393939393939,0.119318181818182,0,0.5625,0.78475,0.258064516129032,0.272727272727273,0,0.153409090909091,0.131944444444444,0.288235294117647,0.152941176470588,-0.228070175438597,0.412419802803597,-0.186746987951807,-0.0566037735849057,-0.424460431654676,-0.330645161290323,-0.32258064516129,0,-0.071875,0.30275,-0.636363636363636,Inf,0,-0.376923076923077,-0.5
4803768,"Argyle city, Texas",PLACE,4112,7,178362,0.3559,52,259,1487,32,3978,88,10,176,1532,0,2296,0,44,9,3035,920,157,0.967412451361868,0.0214007782101167,0.00243190661478599,0.00778210116731518,0.862,0.751592356687898,0,0,0.0107003891050584,0.00978260869565217,0.114882506527415,0.0313315926892951,0.192229631777327,0.479626576834862,-0.109136420525657,0.67741935483871,-0.0335820895522388,0.302554027504912,Inf,-0.736842105263158,-0.898089171974522,0.23275,2.80645161290323,0,0,-0.36231884057971,0
4804600,"Aubrey city, Texas",PLACE,3731,194,68316,0.3326,116,589,476,294,3241,57,18,300,1324,53,1908,0,340,165,2457,1056,218,0.868667917448405,0.015277405521308,0.00482444384883409,0.0787992495309569,0.8605,0.339449541284404,0.27319587628866,0,0.0911283838113106,0.15625,0.226586102719033,-0.403260842425907,0.377260981912145,0.0415008735581716,0.00971463266545228,-0.288343558282209,0.308888888888889,0.477210574293528,4.7,Inf,-0.306603773584906,0.214,1.55172413793103,1.12,0,1.06060606060606,2.23529411764706
4805768,"Bartonville town, Texas",PLACE,1558,29,144950,0.5159,33,113,487,167,1346,9,16,36,551,0,748,0,86,10,1134,356,68,0.86392811296534,0.00577663671373556,0.0102695763799743,0.107188703465982,0.66225,0.176470588235294,0,0,0.055198973042362,0.0280898876404494,0.0653357531760436,0.0161428980800459,-0.170835550824907,0.185909739628383,-0.0234715123982585,-0.467741935483871,-0.398936170212766,-0.1529263687854,Inf,2.2,-0.399280575539568,0.0567499999999999,0,0,0,1.86666666666667,2.33333333333333
4801924,"Allen city, Texas",PLACE,101699,2844,105925,0.4013,1868,7164,31765,11059,60990,9495,18036,8687,33531,414,51783,797,4652,1524,64902,28740,8057,0.599710911611717,0.0933637498893794,0.177346876567125,0.108742465510969,0.81,0.362169542013156,0.145569620253165,0.0153911515362185,0.0457428293296886,0.053027139874739,0.259073693000507,0.118637205327675,0.131938338249207,-0.0395739942841393,0.0206002034587996,0.0917592051431911,0.159410907913902,0.0537682711911262,0.339588036117382,0.517798535723302,0.141044160132068,0.14025,0.510351966873706,0.5,0.205748865355522,-0.114916286149163,-0.259115216334468
4825488,"Farmersville city, Texas",PLACE,3496,40,44464,0.4296,336,765,243,428,2256,680,23,612,1194,0,1495,0,561,164,2279,942,275,0.645308924485126,0.194508009153318,0.00657894736842105,0.122425629290618,0.8175,0.458181818181818,0,0,0.160469107551487,0.174097664543524,0.512562814070352,0.171572146446518,0.0303566165635131,-0.00700971104482849,-0.0733390854184643,0.073482428115016,0.27287853577371,-0.0954290296712109,1.93103448275862,0.4375,-0.265866209262436,0.25725,0.8,0,0,-0.189306358381503,-0.163265306122449
4827684,"Frisco city, Texas",PLACE,177020,4928,127055,0.4113,3041,7718,63621,20285,100102,13692,36962,17101,60123,685,88351,326,6416,1638,111321,53954,11745,0.565484126087448,0.0773471924076376,0.208801265393741,0.114591571573833,0.81475,0.280800340570456,0.139001623376623,0.00368982807212142,0.0362444921477799,0.0303591948697038,0.284433577832111,0.130223913521821,0.356485490310271,0.0489369044493648,0.0878074583443534,0.264975041597338,0.111463133640553,0.195990346244833,0.400143163922692,1.44862537263995,0.184525547445256,0.165,0.759871931696905,0.37,0.488584474885845,0.16231884057971,-0.23314606741573
4851036,"New Hope town, Texas",PLACE,592,6,92404,0.3869,39,113,113,81,492,2,5,14,207,0,294,2,43,9,450,105,37,0.831081081081081,0.00337837837837838,0.00844594594594595,0.136824324324324,0.748,0.324324324324324,0,0.00680272108843537,0.0726351351351351,0.0857142857142857,0.0676328502415459,-0.486786018755328,-0.220026350461133,0.0597542485818946,0.121449275362319,-0.380952380952381,-0.20979020979021,-0.21656050955414,-0.333333333333333,0.666666666666667,-0.15625,0.13875,-0.4,0,Inf,0.131578947368421,0.285714285714286
4853115,"Oak Leaf city, Texas",PLACE,1613,28,111964,0.3675,56,252,285,248,993,327,19,28,544,11,793,1,23,0,1164,320,129,0.615623062616243,0.20272783632982,0.0117792932424055,0.153750774953503,0.7375,0.651162790697675,0.392857142857143,0.00126103404791929,0.0142591444513329,0,0.0514705882352941,Inf,0.261141516810008,0.0587576250331441,0.00300218340611351,-0.3,1.52,-0.0442733397497594,1.94594594594595,Inf,1.06666666666667,0.098,13,0.375,-0.947368421052632,0.0454545454545455,0
4856485,"Pecan Hill city, Texas",PLACE,866,11,78611,0.4301,46,205,72,191,596,44,2,36,290,0,472,0,43,4,632,152,82,0.688221709006928,0.0508083140877598,0.0023094688221709,0.220554272517321,0.79425,1.24390243902439,0,0,0.0496535796766744,0.0263157894736842,0.124137931034483,-0.0907735321528426,0.238912732474964,0.302273325156334,0.0063172671970051,0.4375,0.132596685082873,0.0623885918003565,0.294117647058824,Inf,1.14606741573034,0.21425,5.8,-1,0,-0.688405797101449,-0.91304347826087
4861196,"Red Oak city, Texas",PLACE,12724,297,71957,0.4281,425,1521,1644,2590,5417,4109,103,1361,4040,37,6335,18,763,295,7884,3908,932,0.425730902232003,0.322933039924552,0.00809493869852248,0.203552342030808,0.85075,0.274678111587983,0.124579124579125,0.00284135753749013,0.0599654196793461,0.0754861821903787,0.336881188118812,0.108734538148992,0.141268275181631,-0.00752469981749607,0.127469054516724,-0.471393034825871,0.00728476821192053,-0.130358002889709,1.59406565656566,-0.679127725856698,-0.110271384403985,0.20075,-0.559380378657487,-0.229166666666667,-0.625,-0.395882818685669,-0.318706697459584
4848096,"Midlothian city, Texas",PLACE,29743,750,95306,0.3566,823,3536,5374,4529,22240,1463,234,1908,9812,62,14970,16,1564,580,18723,8473,2547,0.747738963789799,0.0491880442457049,0.00786739737080994,0.152271122617086,0.84475,0.335296427169219,0.0826666666666667,0.0010688042752171,0.0525838012305416,0.0684527322081907,0.1944557684468,-0.225193543145746,0.518274629913221,0.223501875832519,-0.0184420589044868,0.24132730015083,0.340917709518392,0.367941936277525,0.762650602409639,3.875,0.977729257641921,0.186,0.328149300155521,1.2962962962963,Inf,0.273615635179153,0.190965092402464
4816696,"Corinth city, Texas",PLACE,21491,464,103099,0.3616,894,2091,5554,3647,15353,1590,268,1312,7228,32,12126,95,1120,176,14917,5199,1375,0.71439207109953,0.0739844586105812,0.0124703364198967,0.169698943743893,0.8435,0.512,0.0689655172413793,0.00783440540986311,0.0521148387697176,0.0338526639738411,0.181516325401218,0.133641835941346,0.0518304620203602,0.120841106458108,0.0191657271702367,1.83809523809524,-0.0576836412798558,-0.0443794348313208,0.391076115485564,-0.404444444444444,0.729255571360835,0.22675,0.224347826086957,-0.507692307692308,-0.0306122448979592,-0.24375422012154,-0.70957095709571
4816636,"Copper Canyon town, Texas",PLACE,1121,10,151250,0.4597,7,100,411,33,993,19,50,18,388,0,542,0,14,0,877,179,65,0.885816235504014,0.0169491525423729,0.0446030330062444,0.0294380017841213,0.803,0.276923076923077,0,0,0.0124888492417484,0,0.0463917525773196,-0.188144329896907,-0.171470805617147,0.194190447044898,0.217425847457627,-0.681818181818182,0.149425287356322,-0.247727272727273,5.33333333333333,Inf,0.32,0.1955,0.5,0,0,-0.391304347826087,-1
4802260,"Alvarado city, Texas",PLACE,4156,126,57697,0.3618,282,1076,267,1092,2672,285,0,610,1424,35,1692,0,388,39,2666,1291,199,0.642925890279115,0.0685755534167469,0,0.262752646775746,0.71725,0.371859296482412,0.277777777777778,0,0.0933589990375361,0.0302091402013943,0.428370786516854,0.14019882210434,0.0845511482254697,0.241648030217732,-0.0543648719289074,0.0217391304347826,0.267373380447585,-0.10545698024774,1.09558823529412,0,0.905759162303665,0.176,0.0882352941176471,Inf,0,-0.325217391304348,-0.556818181818182
4810216,"Briaroaks city, Texas",PLACE,515,3,72344,0.4569,8,68,80,42,462,6,0,13,221,0,245,0,24,0,372,78,65,0.897087378640777,0.0116504854368932,0,0.0815533980582524,0.79575,0.338461538461539,0,0,0.0466019417475728,0,0.0588235294117647,10.5882352941176,-0.177316293929712,-0.257123376009924,0.408446362515413,-0.2,-0.128205128205128,-0.199306759098787,Inf,0,0.05,0.2065,1.2,0,-1,0.5,-1
4831715,"Hackberry town, Texas",PLACE,1863,110,108700,0.3268,107,162,630,617,796,114,294,107,574,0,1018,0,59,19,1250,565,48,0.427267847557703,0.0611916264090177,0.15780998389694,0.331186258722491,0.87075,0,0,0,0.0316693505099302,0.0336283185840708,0.186411149825784,-0.044347902791867,0.35985401459854,0.193744121880945,-0.199608131276023,-0.536796536796537,0.08,1.03061224489796,0.163265306122449,1.74766355140187,-0.196614583333333,0.15025,-1,-1,-1,-0.764,-0.854961832061069
4821028,"Double Oak town, Texas",PLACE,3066,26,144313,0.3815,57,184,922,268,2537,90,66,26,997,0,1387,5,136,33,2206,626,234,0.827462491846054,0.0293542074363992,0.0215264187866928,0.0874103065883888,0.767,0.213675213675214,0,0.00360490266762797,0.0443574690150033,0.0527156549520767,0.0260782347041123,-0.608826479438315,0.0389698407319553,0.00502537060018898,0.0550331858407081,0.239130434782609,0.0222222222222222,-0.049812734082397,2.6,0.294117647058824,0.540229885057471,0.13125,-0.137931034482759,-1,Inf,-0.421276595744681,-0.820652173913043
4817917,"Cross Timber town, Texas",PLACE,305,4,71042,0.3656,21,66,38,38,267,0,0,8,97,0,134,0,10,0,211,66,28,0.875409836065574,0,0,0.124590163934426,0.79575,0.642857142857143,0,0,0.0327868852459016,0,0.0824742268041237,-0.604123711340206,0.105072463768116,-0.194538434990515,0.14107365792759,1.625,0.137931034482759,0.0470588235294118,0,0,0.80952380952381,0.15025,0.636363636363636,-1,0,0.666666666666667,0
4829972,"Godley city, Texas",PLACE,961,16,47031,0.43,67,196,78,130,825,0,0,124,343,2,417,0,164,53,583,255,123,0.858480749219563,0,0,0.135275754422477,0.55375,0.585365853658537,0.125,0,0.170655567117586,0.207843137254902,0.361516034985423,-0.188690758695505,-0.200499168053245,-0.0832163742690058,0.179051275020565,-0.316326530612245,0.0425531914893617,-0.212786259541985,0,0,-0.155844155844156,-0.0317500000000001,0.8,-0.75,0,-0.0520231213872832,-0.196969696969697
4862240,"Rio Vista city, Texas",PLACE,1038,39,57500,0.3764,45,255,53,73,947,0,0,102,334,12,454,4,89,31,622,307,109,0.91233140655106,0,0,0.0703275529865125,0.7985,0.532110091743119,0.307692307692308,0.00881057268722467,0.0857418111753372,0.100977198697068,0.305389221556886,0.0861781591456263,0.0318091451292247,-0.0186038573135349,0.0115560333243752,-0.407894736842105,0.59375,0.0798175598631699,0,0,-0.324074074074074,0.26975,0.8125,11,Inf,-0.491428571428572,-0.544117647058824
4817960,"Crowley city, Texas",PLACE,15439,370,76720,0.3514,448,2347,1914,3199,8368,3086,350,1394,4903,0,7532,6,1035,409,9419,4589,1431,0.542004015804132,0.199883412138092,0.0226698620376967,0.207202539024548,0.84025,0.737945492662474,0,0.00079660116834838,0.0670380205971889,0.0891261712791458,0.284315725066286,-0.0103291313250766,0.121857288184857,0.0956418816249774,-0.0354103760636838,-0.186932849364791,0.272086720867209,-0.0507090187180942,0.803623611922852,0.388888888888889,0.221458571974036,0.19675,3.84403669724771,-1,-0.142857142857143,-0.180522565320665,-0.434301521438451
4833848,"Highland Village city, Texas",PLACE,16519,246,147222,0.3652,93,1047,5435,1592,13407,561,529,365,5416,0,8780,124,424,32,11205,3898,1416,0.811610872328834,0.0339608935165567,0.0320237302500151,0.0963738725104425,0.80075,0.261299435028249,0,0.014123006833713,0.0256674132816756,0.0082093381221139,0.0673929098966027,0.426909796882498,0.0596574507665662,0.0236981298328089,0.101991550995776,-0.535,0.0986358866736621,-0.0237384402534042,0.684684684684685,1.06640625,0.604838709677419,0.11275,1,-1,1.06666666666667,0.214899713467049,-0.768115942028986
4821628,"Duncanville city, Texas",PLACE,39415,1244,56412,0.4095,3270,5306,4062,15714,9333,13442,460,4879,13506,137,17176,121,5466,2114,24955,10574,3886,0.236788024863631,0.341037676011671,0.0116706837498414,0.398680705315235,0.74825,0.486875965002573,0.110128617363344,0.007044713553796,0.138678168210072,0.199924342727445,0.361246853250407,0.10731059411776,0.00254355843825512,-0.0520266182698126,0.0589604344453064,-0.088628762541806,0.022153727605471,-0.218538055764883,0.118675099866844,-0.169675090252708,0.0961981164980816,0.113,1.3979721166033,-0.388392857142857,-0.391959798994975,0.165209976550842,0.0639154504277806
4825452,"Farmers Branch city, Texas",PLACE,39039,1001,74464,0.409,4000,4339,8393,19170,13610,2155,2884,6669,14295,198,22362,334,2910,1021,26680,8415,3944,0.348625733241118,0.0552012090473629,0.0738748431056123,0.491047414124337,0.859,0.301724137931035,0.197802197802198,0.0149360522314641,0.074540843771613,0.121330956625074,0.466526757607555,0.141966071204015,0.290076335877863,0.175265880546622,-0.0238663484486874,0.34453781512605,0.179717237629146,-0.0714334447704169,1.14641434262948,0.790192427063936,0.553610503282276,0.217,0.218014329580348,-0.371428571428571,0.176056338028169,-0.277557100297915,-0.450779989241528
4835612,"Hutchins city, Texas",PLACE,5718,131,36087,0.4942,1040,1382,179,2242,1344,1905,14,428,1122,0,1375,0,1275,693,3646,1295,777,0.23504721930745,0.333158447009444,0.00244840853445261,0.392095138160196,0.325,0.638352638352638,0,0,0.222980062959077,0.535135135135135,0.381461675579323,0.689664599805343,0.0569316081330869,-0.093639426873301,0.148768014876801,0.0947368421052632,0.223008849557522,0.0418604651162791,-0.0290519877675841,Inf,0.0952613580850024,-0.13625,3.38938053097345,-1,-1,0.242690058479532,0.26
4837000,"Irving city, Texas",PLACE,239783,7745,64868,0.4315,26046,26549,52803,101399,51683,33095,47096,53899,85284,815,125548,1784,29076,11300,152771,64557,22455,0.215540718065918,0.138020626983564,0.196410921541561,0.422878185692897,0.8145,0.382988198619461,0.105229180116204,0.0142097046547934,0.121259638923527,0.175039112722091,0.631994277941935,0.0310633752204803,0.066370481057018,0.179046032016076,-0.0549715286903198,0.0346800143010368,0.00268147141022736,-0.192579284486799,0.194635960004332,0.376955237844634,0.0816470211744626,0.17975,0.552626827947283,-0.119870410367171,-0.271241830065359,-0.18577429291515,-0.235711870138654
4841212,"Lancaster city, Texas",PLACE,39214,1038,57259,0.4129,1842,5682,4325,7181,3418,27455,269,5639,13308,144,18475,422,6362,3193,23566,12237,3411,0.0871627479981639,0.700132605702045,0.00685979497118376,0.183123374305095,0.84375,0.524772793902082,0.138728323699422,0.0228416779431664,0.162237976232978,0.260929966495056,0.423730087165615,0.225105678722471,0.0393045506347566,0.0691186245733533,0.0683053040103492,-0.308298911002629,0.00584174190122146,-0.279359055450137,0.134832389534163,2.89855072463768,-0.089283449587825,0.2465,0.943539630836048,-0.0463576158940397,3.13725490196078,-0.00624804748516089,0.01915097350782
4871156,"Sunnyvale town, Texas",PLACE,6484,147,132488,0.3522,272,632,1637,783,3286,606,1501,170,1967,10,3192,28,308,125,4183,1785,516,0.506785934608267,0.0934608266502159,0.231492905613819,0.120758790869833,0.81025,0.422480620155039,0.0680272108843538,0.0087719298245614,0.0475015422578655,0.0700280112044818,0.0864260294865277,0.888724937071435,0.183211678832117,0.220431111892258,-0.090862157976252,0.0187265917602996,0.736263736263736,-0.109243697478992,14.9473684210526,0.10693215339233,1.35135135135135,0.168,1.05660377358491,Inf,0.473684210526316,1.44444444444444,1.04918032786885
4879576,"Wilmer city, Texas",PLACE,4383,112,46765,0.3322,654,689,169,1850,1106,1297,12,592,1324,18,1920,0,1075,502,2825,1205,353,0.252338580880675,0.295916039242528,0.0027378507871321,0.422085329682866,0.64275,0.430594900849858,0.160714285714286,0,0.245265799680584,0.416597510373444,0.447129909365559,0.196795478799357,0.159830643027256,0.144527949830199,-0.206781279847182,-0.216766467065868,0.510964912280702,0.519230769230769,0.570217917675545,11,-0.159090909090909,0.21375,-0.258536585365854,-0.485714285714286,0,-0.158183241973375,-0.135972461273666
4859576,"Princeton city, Texas",PLACE,10846,264,67204,0.4022,572,1668,1458,2877,6295,1239,236,1179,3582,0,5254,51,977,343,6641,3362,843,0.580398303522036,0.114235662917205,0.0217591738889913,0.265259081689102,0.85875,0.500593119810202,0,0.00970688998858013,0.0900792919048497,0.10202260559191,0.329145728643216,0.0454534718244571,0.442287234042553,0.424553602846224,-0.0817351598173516,0.0853889943074004,0.593123209169055,0.323034888608659,0.678861788617886,6.375,0.519007391763464,0.30925,0.125333333333333,-1,6.28571428571429,-0.432636469221835,-0.495588235294118
4859696,"Prosper town, Texas",PLACE,22517,772,146733,0.3784,266,1512,7153,1599,17461,1596,1103,899,6634,59,10244,19,538,107,13433,7609,1475,0.775458542434605,0.0708797797219878,0.0489852111737798,0.0710130123906382,0.7855,0.315932203389831,0.0764248704663212,0.00185474424053104,0.0238930585779633,0.0140622946510711,0.135514018691589,-0.403895892197348,0.80092777733344,0.216971264041785,-0.0956022944550669,1.71428571428571,0.489655172413793,0.749073424822198,0.732899022801303,1.8798955613577,0.392857142857143,0.17225,2.94915254237288,0.113207547169811,0,-0.541737649063032,-0.767391304347826
4845744,"McKinney city, Texas",PLACE,182055,5856,93354,0.412,6931,13977,47693,32001,107756,21527,15236,21389,62576,833,90811,453,12429,4425,115774,52310,13971,0.591887067095109,0.11824448655626,0.0836889950839032,0.175776551042267,0.81975,0.394960990623434,0.142247267759563,0.00498838246467939,0.0682705775727115,0.0845918562416364,0.341808361032984,0.0919932099197043,0.263691641331057,0.0415829865629836,0.0130317187115809,0.259723736822973,0.20699481865285,0.194779851201366,0.338910312227889,1.29147240186494,0.148553585528677,0.1625,0.509712722298222,0.583650190114069,0.301724137931035,0.0797498045347928,0.00981287083523505
4817200,"Cottonwood city, Texas",PLACE,237,2,106042,0.4119,3,44,31,0,237,0,0,11,61,0,105,0,6,0,170,58,9,1,0,0,0,0.7685,0,0,0,0.0253164556962025,0,0.180327868852459,0.420081967213115,0.240837696335079,0.441277607883113,-0.00531272639459076,-0.75,0.0232558139534884,0.26063829787234,0,0,-1,0.2455,-1,0,0,-0.727272727272727,0
4861736,"Rice city, Texas",PLACE,1092,43,60625,0.3156,237,187,55,341,690,44,0,88,332,3,471,0,73,22,721,323,48,0.631868131868132,0.0402930402930403,0,0.312271062271062,0.673,0.708333333333333,0.0697674418604651,0,0.0668498168498169,0.0681114551083591,0.265060240963855,-0.293915156424015,0.0186567164179104,0.315975695312717,-0.190561682482688,2.29166666666667,0.050561797752809,-0.0738255033557047,0.466666666666667,0,0.167808219178082,0.14025,1,Inf,0,-0.652380952380952,-0.82258064516129
4825572,"Fate city, Texas",PLACE,12787,455,110373,0.2972,206,1258,3306,2673,8811,620,306,318,4148,179,6251,50,63,0,7914,4294,579,0.689059200750763,0.0484867443497302,0.023930554469383,0.209040431688434,0.881,0.390328151986183,0.393406593406593,0.00799872020476724,0.00492687886134355,0,0.0766634522661524,-0.0524085976239543,0.673034148894413,0.14180461675015,0.0126064735945487,0.157303370786517,0.962558502340094,0.828767123287671,-0.24390243902439,0.238866396761134,0.895744680851064,0.15825,5.10810810810811,Inf,Inf,-0.858744394618834,-1
4850760,"Nevada city, Texas",PLACE,938,45,91719,0.3861,38,132,163,144,766,13,4,19,315,16,446,0,97,46,635,251,52,0.816631130063966,0.0138592750533049,0.00426439232409382,0.153518123667377,0.9085,0.692307692307692,0.355555555555556,0,0.103411513859275,0.183266932270916,0.0603174603174603,-0.598656898656899,-0.125,0.26695111217198,-0.0787401574803149,-0.366666666666667,-0.423580786026201,-0.0977620730270907,-0.648648648648649,-0.875,0.142857142857143,0.28325,0.0909090909090909,2.2,0,0.328767123287671,1.19047619047619
4850100,"Murphy city, Texas",PLACE,20612,801,126196,0.3632,427,1349,6500,1304,10623,3242,4792,828,5475,155,9523,185,900,154,12652,6711,1249,0.515379390646226,0.157287017271492,0.232485930525907,0.0632641179895207,0.76475,0.424339471577262,0.193508114856429,0.0194266512653576,0.0436638851154667,0.0229473997913873,0.151232876712329,1.6256711393707,0.0761198705231283,-0.0371774213237628,0.103951367781155,0.196078431372549,-0.197501487209994,0.0600738449256561,0.274872198191113,-0.0693338512332492,0.175834084761046,0.11325,0.132478632478632,-0.166666666666667,0.0335195530726257,0.231190150478796,-0.400778210116732
4872284,"Terrell city, Texas",PLACE,17869,538,47636,0.4322,1357,3004,1581,4849,8457,4036,45,2894,5907,0,7803,0,3356,1179,11636,4586,1647,0.473277743578264,0.225866024959427,0.00251832783032067,0.27136381442722,0.76425,0.429872495446266,0,0,0.187811293301248,0.257086785870039,0.489927205011004,0.0293763728742004,0.10671373714852,0.0717647715266416,-0.079838194592293,-0.347909658817876,0.304385584020842,0.219290657439446,0.0434332988624612,-0.695945945945946,0.0619798510731494,0.20025,-0.078125,-1,0,0.00029806259314456,-0.161450924608819
4852902,"Oak Grove town, Texas",PLACE,579,11,78750,0.3684,21,77,49,63,489,11,3,8,186,0,252,0,28,16,399,142,38,0.844559585492228,0.0189982728842832,0.00518134715025907,0.10880829015544,0.905,0.578947368421053,0,0,0.0483592400690846,0.112676056338028,0.0430107526881721,0.505376344086022,-0.337528604118993,-0.0994829488382816,-0.00270709258256633,-0.192307692307692,-0.379032258064516,-0.24537037037037,Inf,2,-0.72,0.22475,0.692307692307692,0,0,-0.151515151515152,4.33333333333333
4830752,"Grays Prairie village, Texas",PLACE,292,6,86875,0.507,26,68,38,8,264,10,0,10,91,0,141,0,16,5,219,55,18,0.904109589041096,0.0342465753424658,0,0.0273972602739726,0.88275,0.666666666666667,0,0,0.0547945205479452,0.0909090909090909,0.10989010989011,-0.0188383045525903,-0.138643067846608,0.146584965146457,0.655239960822723,0.130434782608696,-0.284210526315789,-0.2,Inf,0,1,0.275,Inf,-1,0,-0.111111111111111,-0.285714285714286
4871756,"Talty town, Texas",PLACE,2440,92,128875,0.3066,100,242,460,356,1782,254,4,22,696,21,1171,4,56,9,1477,815,148,0.730327868852459,0.104098360655738,0.00163934426229508,0.145901639344262,0.80375,0.5,0.228260869565217,0.00341588385994876,0.0229508196721311,0.0110429447852761,0.0316091954022989,-0.614224137931035,0.40391254315305,0.149967751825761,-0.102721685689201,0.19047619047619,-0.0122448979591837,0.307410124724872,0.607594936708861,Inf,1.1840490797546,0.2085,4.69230769230769,Inf,-0.636363636363636,-0.0344827586206897,-0.25
4866368,"Scurry town, Texas",PLACE,464,14,58438,0.4492,23,51,82,24,406,22,0,37,175,7,229,2,59,16,324,100,40,0.875,0.0474137931034483,0,0.0517241379310345,0.86725,0.15,0.5,0.00873362445414847,0.127155172413793,0.16,0.211428571428571,0.130683229813665,-0.322627737226277,-0.0817889450141823,0.17223382045929,-0.0416666666666667,-0.451612903225806,-0.335515548281506,0.692307692307692,0,-0.225806451612903,0.16925,-0.739130434782609,Inf,Inf,1.26923076923077,0.777777777777778
4853160,"Oak Ridge town (Kaufman County), Texas",PLACE,698,53,86250,0.3905,35,134,49,112,516,70,0,12,200,0,301,0,45,13,437,201,60,0.739255014326648,0.100286532951289,0,0.160458452722063,0.69375,0.5,0,0,0.0644699140401146,0.0646766169154229,0.06,-0.666666666666667,0.181049069373942,0.140873015873016,0.0427236315086783,0.666666666666667,0.576470588235294,0.119305856832972,-0.135802469135802,0,1.6046511627907,0.06175,9,0,0,-0.4,-0.767857142857143
4859066,"Post Oak Bend City town, Texas",PLACE,446,12,85000,0.3797,16,47,52,13,386,45,0,22,150,7,219,0,52,34,292,134,20,0.865470852017937,0.100896860986547,0,0.0291479820627803,0.82275,0.6,0.583333333333333,0,0.116591928251121,0.253731343283582,0.146666666666667,0.647179487179487,-0.516793066088841,-0.0893831502886335,-0.0397066262013151,-0.627906976744186,-0.698717948717949,-0.566778900112233,44,0,-0.5,0.1975,0.714285714285714,0.166666666666667,0,2.05882352941176,7.5
4817852,"Cross Roads town, Texas",PLACE,1317,20,145192,0.3866,21,82,385,93,1157,25,11,22,430,0,708,0,41,6,880,347,90,0.878511769172361,0.0189825360668185,0.00835231586940015,0.0706150341685649,0.848,0.133333333333333,0,0,0.0311313591495824,0.0172910662824208,0.0511627906976744,-0.444518272425249,0.513793103448276,0.311580849141825,0.111878055795226,-0.382352941176471,-0.310924369747899,0.53448275862069,-0.375,-0.5,1.02173913043478,0.1885,0.2,-1,0,1.73333333333333,Inf
4833476,"Hickory Creek town, Texas",PLACE,4574,111,109766,0.3242,143,509,1212,337,3681,170,322,381,1683,16,2514,0,128,30,3624,781,169,0.804766069086139,0.0371665937909926,0.0703979011805859,0.0736773065150853,0.852,0,0.144144144144144,0,0.0279842588543944,0.0384122919334187,0.226381461675579,1.3386514635907,0.26879334257975,0.204037165156437,-0.0731846769582619,0.906666666666667,0.0345528455284553,0.342940532652317,1.5,2.92682926829268,-0.251111111111111,0.17275,-1,0.454545454545455,-1,0.406593406593407,1.72727272727273
4813492,"Cedar Hill city, Texas",PLACE,48560,1374,72463,0.3973,2173,6308,7727,11247,8378,25647,1464,4639,15388,204,23692,261,4810,2133,30228,14292,4040,0.172528830313015,0.528150741350906,0.0301482701812191,0.231610378912685,0.832,0.46039603960396,0.148471615720524,0.0110163768360628,0.0990527182866557,0.149244332493703,0.301468676891084,0.057645371419573,0.046236049467833,-0.0120393684512485,0.0359843546284224,0.141881240147136,0.232512700273544,-0.200953743443014,0.0636612475116125,0.163751987281399,0.208834909716251,0.16525,0.338129496402878,0.214285714285714,2.67605633802817,0.0545932909449682,0.0972222222222222
