GEOID,NAME,popm_18t24E,popf_18t24E,pop_3t4E,less_hsE,hs_degE,ba_degE,his_popE,wh_popE,bl_popE,as_popE,rohhE,thhE,hsm_18t24E,hsf_18t24E,es_3t4E,empE,emp_pubtrE,pop_o25E,emp_r25t29E,emp_r30t34E,emp_r35t44E,emp_r45t54E,type,tot_popE_2012,tot_popE_2013,tot_popE_2014,tot_popE_2015,tot_popE_2016,tot_popE_2017,tot_popE_2018,tot_popE_2019,med_incE_2012,med_incE_2013,med_incE_2014,med_incE_2015,med_incE_2016,med_incE_2017,med_incE_2018,med_incE_2019,giniE_2012,giniE_2013,giniE_2014,giniE_2015,giniE_2016,giniE_2017,giniE_2018,giniE_2019,pop_u18E_2012,pop_u18E_2013,pop_u18E_2014,pop_u18E_2015,pop_u18E_2016,pop_u18E_2017,pop_u18E_2018,pop_u18E_2019,pop_bpE_2012,pop_bpE_2013,pop_bpE_2014,pop_bpE_2015,pop_bpE_2016,pop_bpE_2017,pop_bpE_2018,pop_bpE_2019,bp_u18E_2012,bp_u18E_2013,bp_u18E_2014,bp_u18E_2015,bp_u18E_2016,bp_u18E_2017,bp_u18E_2018,bp_u18E_2019,bp_per_2012,bp_per_2013,bp_per_2014,bp_per_2015,bp_per_2016,bp_per_2017,bp_per_2018,bp_per_2019,cbp_per_2012,cbp_per_2013,cbp_per_2014,cbp_per_2015,cbp_per_2016,cbp_per_2017,cbp_per_2018,cbp_per_2019,rohh_per_2012,rohh_per_2013,rohh_per_2014,rohh_per_2015,rohh_per_2016,rohh_per_2017,rohh_per_2018,rohh_per_2019,emp_pubtr_per_2012,emp_pubtr_per_2013,emp_pubtr_per_2014,emp_pubtr_per_2015,emp_pubtr_per_2016,emp_pubtr_per_2017,emp_pubtr_per_2018,emp_pubtr_per_2019,es_3t4_per_2012,es_3t4_per_2013,es_3t4_per_2014,es_3t4_per_2015,es_3t4_per_2016,es_3t4_per_2017,es_3t4_per_2018,es_3t4_per_2019,hs_18t24_per_2012,hs_18t24_per_2013,hs_18t24_per_2014,hs_18t24_per_2015,hs_18t24_per_2016,hs_18t24_per_2017,hs_18t24_per_2018,hs_18t24_per_2019,emp_r_2012,emp_r_2013,emp_r_2014,emp_r_2015,emp_r_2016,emp_r_2017,emp_r_2018,emp_r_2019,his_per_2012,his_per_2013,his_per_2014,his_per_2015,his_per_2016,his_per_2017,his_per_2018,his_per_2019,as_per_2012,as_per_2013,as_per_2014,as_per_2015,as_per_2016,as_per_2017,as_per_2018,as_per_2019,bl_per_2012,bl_per_2013,bl_per_2014,bl_per_2015,bl_per_2016,bl_per_2017,bl_per_2018,bl_per_2019,wh_per_2012,wh_per_2013,wh_per_2014,wh_per_2015,wh_per_2016,wh_per_2017,wh_per_2018,wh_per_2019,pop_18t24E_2012,pop_18t24E_2013,pop_18t24E_2014,pop_18t24E_2015,pop_18t24E_2016,pop_18t24E_2017,pop_18t24E_2018,pop_18t24E_2019
48251,"Johnson County, Texas",7097,6359,4565,12829,25738,13492,29353,115758,3652,1103,13516,53255,2998,2094,517,67807,246,99310,72.9,74.4,62.2,23.2,County,,,153854,,,,,,,,58221,,,,,,,,0.4005,,,,,,,,40479,,,,,,,,18846,,,,,,,,7312,,,,,,,,0.122492752869604,,,,,,,,0.180636873440549,,,,,,,,0.253797765468031,,,,,,,,0.00362794401757931,,,,,,,,0.113253012048193,,,,,,,,0.445600475624257,,,,,,,,0.58175,,,,,,,,0.190784769976731,,,,,,,,0.00716913437414692,,,,,,,,0.0237367894237394,,,,,,,,0.752388628179963,,,,,,,,13456,,,,,
48257,"Kaufman County, Texas",4347,4242,3381,8663,16967,10921,19544,73654,9918,794,7956,35177,1794,1414,444,47336,126,68342,76.5,75.8,59.7,22.5,County,,,107119,,,,,,,,61459,,,,,,,,0.4016,,,,,,,,29588,,,,,,,,14628,,,,,,,,5663,,,,,,,,0.136558407005293,,,,,,,,0.191395160200081,,,,,,,,0.226170509139495,,,,,,,,0.00266182186919047,,,,,,,,0.131322094055013,,,,,,,,0.417743625567586,,,,,,,,0.58625,,,,,,,,0.182451292487794,,,,,,,,0.00741231714261709,,,,,,,,0.0925886163985848,,,,,,,,0.687590436803928,,,,,,,,8589,,,,,
48397,"Rockwall County, Texas",2993,2811,2121,3395,9152,17000,13714,60984,4343,1817,5153,27733,994,932,303,39146,150,53527,80.1,78.7,62.8,30.2,County,,,83239,,,,,,,,86597,,,,,,,,0.3919,,,,,,,,23778,,,,,,,,5156,,,,,,,,1738,,,,,,,,0.0619421184781172,,,,,,,,0.0730927748338801,,,,,,,,0.185807521725021,,,,,,,,0.0038318091248148,,,,,,,,0.142857142857143,,,,,,,,0.342522398345968,,,,,,,,0.6295,,,,,,,,0.164754502096373,,,,,,,,0.021828710099833,,,,,,,,0.0521750621703769,,,,,,,,0.732637345475078,,,,,,,,5804,,,,,
48439,"Tarrant County, Texas",89666,89292,59972,147514,232100,305385,513740,950040,280662,89907,258778,667362,29449,26095,6039,889269,5052,1184855,77.3,77,63.8,28.4,County,,,1881469,,,,,,,,57727,,,,,,,,0.4603,,,,,,,,512413,,,,,,,,284626,,,,,,,,113084,,,,,,,,0.151278601986001,,,,,,,,0.220689170649457,,,,,,,,0.387762563646117,,,,,,,,0.00568107063217092,,,,,,,,0.100696991929567,,,,,,,,0.329116328971044,,,,,,,,0.61625,,,,,,,,0.273052598793815,,,,,,,,0.0477855335378898,,,,,,,,0.149171737615661,,,,,,,,0.50494586942437,,,,,,,,178958,,,,,
48085,"Collin County, Texas",34841,32737,24657,28141,68152,246496,129437,523843,76446,107190,102513,305827,11290,8598,2727,438769,4938,557114,80.3,80.7,82.6,82.2,County,,,,862215,,,,,,,,84735,,,,,,,,0.4308,,,,,,,,235839,,,,,,,,64824,,,,,,,,22396,,,,,,,,0.0751831039821854,,,,,,,,0.0949630892261246,,,,,,,,0.33519931202935,,,,,,,,0.011254213492749,,,,,,,,0.110597396276919,,,,,,,,0.334132409955903,,,,,,,,0.8145,,,,,,,,0.150121489419692,,,,,,,,0.124319340303753,,,,,,,,0.0886623405995024,,,,,,,,0.607554960189744,,,,,,,,67578,,,,
48113,"Dallas County, Texas",124043,120401,80072,296950,300988,390990,969793,782992,541844,139060,429799,881279,40975,33722,9861,1172251,34410,1568849,77.2,77.6,77.2,75.6,County,,,,2485003,,,,,,,,50270,,,,,,,,0.5017,,,,,,,,665224,,,,,,,,472926,,,,,,,,194617,,,,,,,,0.190312043888881,,,,,,,,0.292558596803483,,,,,,,,0.487699128198902,,,,,,,,0.0293537817412824,,,,,,,,0.123151663502847,,,,,,,,0.335250609546563,,,,,,,,0.769,,,,,,,,0.390258281378332,,,,,,,,0.0559596909943368,,,,,,,,0.21804561201737,,,,,,,,0.31508694355701,,,,,,,,244444,,,,
48121,"Denton County, Texas",35205,36681,21394,30315,74417,173141,137951,454545,63524,53224,91607,257275,9309,7812,2179,378613,3778,466487,79.2,80.6,83.3,83.7,County,,,,731851,,,,,,,,75050,,,,,,,,0.4302,,,,,,,,191089,,,,,,,,63220,,,,,,,,19222,,,,,,,,0.0863837037866998,,,,,,,,0.100591870803657,,,,,,,,0.356066465843941,,,,,,,,0.00997852688629286,,,,,,,,0.101850986257829,,,,,,,,0.258993406226525,,,,,,,,0.817,,,,,,,,0.188496018998403,,,,,,,,0.0727251858643358,,,,,,,,0.0867990888855792,,,,,,,,0.62108953871758,,,,,,,,71886,,,,
48139,"Ellis County, Texas",7427,7043,4200,11721,23518,17781,38824,100289,13841,949,14764,52653,2716,2266,537,73268,294,99361,75.2,76.1,79.3,80.6,County,,,,157058,,,,,,,,62465,,,,,,,,0.4102,,,,,,,,42572,,,,,,,,18755,,,,,,,,7261,,,,,,,,0.119414483821263,,,,,,,,0.170558113313915,,,,,,,,0.28040187643629,,,,,,,,0.00401266582955724,,,,,,,,0.127857142857143,,,,,,,,0.375397373876987,,,,,,,,0.778,,,,,,,,0.247195303645787,,,,,,,,0.00604235378013218,,,,,,,,0.0881266793159215,,,,,,,,0.638547542945918,,,,,,,,14470,,,,
48251,"Johnson County, Texas",7102,6468,4463,12584,25296,14196,30351,115978,3926,1224,14201,53685,3091,2006,454,68370,164,100643,72.7,71.8,75,74.2,County,,,,155450,,,,,,,,58135,,,,,,,,0.4114,,,,,,,,40773,,,,,,,,18392,,,,,,,,7199,,,,,,,,0.11831457060148,,,,,,,,0.176562921541216,,,,,,,,0.264524541305765,,,,,,,,0.00239871288576861,,,,,,,,0.101725296885503,,,,,,,,0.455563743551953,,,,,,,,0.73425,,,,,,,,0.195246059826311,,,,,,,,0.00787391444194275,,,,,,,,0.0252557092312641,,,,,,,,0.746079125120618,,,,,,,,13570,,,,
48257,"Kaufman County, Texas",4499,4303,3353,8679,17266,11576,20552,74442,10215,896,8004,35418,1832,1380,464,48384,202,69926,77.6,76.7,76.8,74.5,County,,,,109289,,,,,,,,60391,,,,,,,,0.4141,,,,,,,,29804,,,,,,,,15016,,,,,,,,5360,,,,,,,,0.137397176294046,,,,,,,,0.179841631995705,,,,,,,,0.225986786379807,,,,,,,,0.00417493386243386,,,,,,,,0.138383537130928,,,,,,,,0.416269029765962,,,,,,,,0.764,,,,,,,,0.188051862493023,,,,,,,,0.00819844632122172,,,,,,,,0.0934677780929462,,,,,,,,0.681148148487039,,,,,,,,8802,,,,
48397,"Rockwall County, Texas",3121,3088,2047,3616,9480,17456,14309,62282,4509,2003,5582,28457,1303,1031,342,40474,187,55187,74.1,81.4,81,79.1,County,,,,85536,,,,,,,,87524,,,,,,,,0.4084,,,,,,,,24006,,,,,,,,5310,,,,,,,,1797,,,,,,,,0.0620791245791246,,,,,,,,0.0748562859285179,,,,,,,,0.196155603190779,,,,,,,,0.00462025003706083,,,,,,,,0.167073766487543,,,,,,,,0.419713319375101,,,,,,,,0.789,,,,,,,,0.167286288814067,,,,,,,,0.0234170407781519,,,,,,,,0.0527146464646465,,,,,,,,0.728137860082305,,,,,,,,6209,,,,
48439,"Tarrant County, Texas",91018,90561,60275,147001,236502,314580,528560,954181,288833,93914,263251,673737,30841,26513,6279,911546,5412,1210423,76,76.8,79.2,77.5,County,,,,1914526,,,,,,,,58711,,,,,,,,0.4636,,,,,,,,516535,,,,,,,,283264,,,,,,,,111173,,,,,,,,0.147955159658318,,,,,,,,0.215228396914052,,,,,,,,0.390732585563803,,,,,,,,0.00593716608925935,,,,,,,,0.10417254251348,,,,,,,,0.339697872551341,,,,,,,,0.77375,,,,,,,,0.276078778768217,,,,,,,,0.0490533949395307,,,,,,,,0.150863973641518,,,,,,,,0.498390202065681,,,,,,,,181579,,,,
48085,"Collin County, Texas",36356,34173,25207,28338,69235,254706,132845,532872,80357,114145,106802,314918,11158,9763,2526,452343,5022,574718,80.4,80.2,82.6,82.5,County,,,,,886633,,,,,,,,86188,,,,,,,,0.4316,,,,,,,,239993,,,,,,,,62651,,,,,,,,20957,,,,,,,,0.0706617055760388,,,,,,,,0.0873233802652577,,,,,,,,0.339142252903931,,,,,,,,0.0111021945735869,,,,,,,,0.100210259055024,,,,,,,,0.31640885309589,,,,,,,,0.81425,,,,,,,,0.14983087703706,,,,,,,,0.128739850648464,,,,,,,,0.0906316367651554,,,,,,,,0.601006278809835,,,,,,,,70529,,,
48113,"Dallas County, Texas",124834,121387,79506,295308,299817,402654,987849,774653,554464,144440,442258,894542,42568,34409,10143,1199288,34509,1590088,78,78.2,77.8,75.9,County,,,,,2513054,,,,,,,,51411,,,,,,,,0.5034,,,,,,,,670289,,,,,,,,461045,,,,,,,,189513,,,,,,,,0.183460045028877,,,,,,,,0.282733268784062,,,,,,,,0.49439601494396,,,,,,,,0.0287745729132619,,,,,,,,0.127575277337559,,,,,,,,0.345770669439244,,,,,,,,0.77475,,,,,,,,0.393087056625126,,,,,,,,0.0574758839244998,,,,,,,,0.220633539908016,,,,,,,,0.308251633271708,,,,,,,,246221,,,
48121,"Denton County, Texas",35677,37179,21338,31156,75293,182287,142619,464580,66503,56102,95401,265790,9734,8239,2102,394108,4183,484647,79.8,82.3,83.6,83.1,County,,,,,754650,,,,,,,,76678,,,,,,,,0.4362,,,,,,,,194444,,,,,,,,64613,,,,,,,,19515,,,,,,,,0.0856198237593586,,,,,,,,0.100363086544198,,,,,,,,0.358933744685654,,,,,,,,0.0106138418910552,,,,,,,,0.0985097010029056,,,,,,,,0.267212034698584,,,,,,,,0.822,,,,,,,,0.188986947591599,,,,,,,,0.0743417478301199,,,,,,,,0.0881242960312728,,,,,,,,0.615623136553369,,,,,,,,72856,,,
48139,"Ellis County, Texas",7623,7175,4465,11938,22854,18759,40134,101530,14506,1050,14956,53803,2618,2226,478,74611,341,101769,75.3,77.3,79.4,80.4,County,,,,,160225,,,,,,,,64382,,,,,,,,0.4118,,,,,,,,43085,,,,,,,,17458,,,,,,,,6547,,,,,,,,0.1089592760181,,,,,,,,0.151955436927005,,,,,,,,0.277977064475959,,,,,,,,0.00457037166101513,,,,,,,,0.107054871220605,,,,,,,,0.353831598864711,,,,,,,,0.781,,,,,,,,0.250485255110002,,,,,,,,0.00655328444375098,,,,,,,,0.0905351848962396,,,,,,,,0.633671399594321,,,,,,,,14798,,,
48251,"Johnson County, Texas",7156,6542,4337,12180,26866,14496,31135,117123,3919,1152,14190,53880,3126,2128,499,69925,159,102285,72.2,69.6,77.5,77,County,,,,,157544,,,,,,,,59095,,,,,,,,0.4125,,,,,,,,41266,,,,,,,,18706,,,,,,,,6968,,,,,,,,0.11873508353222,,,,,,,,0.168855716570542,,,,,,,,0.263363028953229,,,,,,,,0.002273864855202,,,,,,,,0.115056490661748,,,,,,,,0.456416995181778,,,,,,,,0.74075,,,,,,,,0.197627329507947,,,,,,,,0.00731224292895953,,,,,,,,0.0248755903112781,,,,,,,,0.743430406743513,,,,,,,,13698,,,
48257,"Kaufman County, Texas",4608,4406,3300,8251,18750,11854,21428,75630,11127,1117,8464,35739,1790,1337,495,50179,178,71729,75,76.1,79.7,75.2,County,,,,,111830,,,,,,,,60179,,,,,,,,0.412,,,,,,,,30650,,,,,,,,15160,,,,,,,,5684,,,,,,,,0.135562907985335,,,,,,,,0.185448613376835,,,,,,,,0.236828114944458,,,,,,,,0.00354730066362423,,,,,,,,0.15,,,,,,,,0.39715997337475,,,,,,,,0.765,,,,,,,,0.191612268622016,,,,,,,,0.00998837521237593,,,,,,,,0.0994992399177323,,,,,,,,0.676294375391219,,,,,,,,9014,,,
48397,"Rockwall County, Texas",3562,3242,2109,3733,9864,18081,14720,64065,4821,2115,5829,29392,1568,1029,329,42009,255,56673,77.8,83.6,81.2,79.4,County,,,,,88010,,,,,,,,89161,,,,,,,,0.4101,,,,,,,,24444,,,,,,,,5380,,,,,,,,1846,,,,,,,,0.0611294171116919,,,,,,,,0.0755195549009982,,,,,,,,0.198319270549809,,,,,,,,0.00607012782975077,,,,,,,,0.155998103366524,,,,,,,,0.460905349794239,,,,,,,,0.805,,,,,,,,0.167253721168049,,,,,,,,0.024031360072719,,,,,,,,0.0547778661515737,,,,,,,,0.727928644472219,,,,,,,,6804,,,
48439,"Tarrant County, Texas",92359,91754,59811,148690,240374,323334,541947,957988,298394,97150,270540,682967,31443,27147,6192,934029,5417,1235550,76.6,78.2,79.6,78,County,,,,,1947529,,,,,,,,60373,,,,,,,,0.4627,,,,,,,,522210,,,,,,,,275899,,,,,,,,107878,,,,,,,,0.141666183147979,,,,,,,,0.20657972846173,,,,,,,,0.39612455653055,,,,,,,,0.00579960579382439,,,,,,,,0.103526107237799,,,,,,,,0.3415619755259,,,,,,,,0.781,,,,,,,,0.278274161771147,,,,,,,,0.0498837244528836,,,,,,,,0.153216717183672,,,,,,,,0.491899222039826,,,,,,,,184113,,,
48085,"Collin County, Texas",37816,35528,25513,29192,70553,265805,137871,540387,84259,123495,111349,323905,11612,10416,2379,468951,5295,594927,81.2,79.4,82.6,83,County,,,,,,914075,,,,,,,,90124,,,,,,,,0.4326,,,,,,,,245804,,,,,,,,62439,,,,,,,,20103,,,,,,,,0.0683083992013785,,,,,,,,0.0817846739678769,,,,,,,,0.343770550006947,,,,,,,,0.011291158351299,,,,,,,,0.0932465801748128,,,,,,,,0.316644851657941,,,,,,,,0.8155,,,,,,,,0.150831168120778,,,,,,,,0.135103793452397,,,,,,,,0.0921795257500752,,,,,,,,0.591184530809835,,,,,,,,73344,,
48113,"Dallas County, Texas",125511,122058,79933,295590,304849,413649,1011374,771258,563220,152045,448928,906179,44162,35241,10756,1231172,34917,1621762,78.8,78.5,78.4,76.9,County,,,,,,2552213,,,,,,,,53626,,,,,,,,0.5031,,,,,,,,682882,,,,,,,,446611,,,,,,,,183104,,,,,,,,0.174989705012865,,,,,,,,0.268134172521753,,,,,,,,0.495407640212364,,,,,,,,0.0283607814342756,,,,,,,,0.134562696258116,,,,,,,,0.356765184655591,,,,,,,,0.7815,,,,,,,,0.39627335179313,,,,,,,,0.0595737894917078,,,,,,,,0.220679073415894,,,,,,,,0.302191862513043,,,,,,,,247569,,
48121,"Denton County, Texas",36353,37627,21561,32592,75923,194237,149286,475452,70796,60788,97642,275164,10452,8093,2021,411284,3725,506132,81.2,82.8,83.9,83.2,County,,,,,,781321,,,,,,,,80290,,,,,,,,0.4346,,,,,,,,201209,,,,,,,,64503,,,,,,,,18749,,,,,,,,0.082556337280068,,,,,,,,0.0931817165236147,,,,,,,,0.35485019842712,,,,,,,,0.00905700197430486,,,,,,,,0.0937340568619266,,,,,,,,0.282562854825629,,,,,,,,0.82775,,,,,,,,0.191068715675119,,,,,,,,0.0778015693933735,,,,,,,,0.0906106453045547,,,,,,,,0.608523257406367,,,,,,,,73980,,
48139,"Ellis County, Texas",7736,7247,4451,12434,23625,19142,41791,102697,14640,1104,14747,54725,2462,2076,518,77018,325,104692,76.3,76.4,80.8,79.1,County,,,,,,164092,,,,,,,,67371,,,,,,,,0.4118,,,,,,,,44417,,,,,,,,17014,,,,,,,,6421,,,,,,,,0.103685737269337,,,,,,,,0.144561766891055,,,,,,,,0.269474645957058,,,,,,,,0.00421979277571477,,,,,,,,0.11637834194563,,,,,,,,0.32863912434092,,,,,,,,0.7815,,,,,,,,0.254680301294396,,,,,,,,0.006727933110694,,,,,,,,0.0892182434244205,,,,,,,,0.625850132852302,,,,,,,,14983,,
48251,"Johnson County, Texas",7203,6656,4329,12223,27452,15284,32475,117957,4506,1219,14486,55467,3316,2263,429,71798,107,104312,74.7,70.8,77.1,77.8,County,,,,,,160173,,,,,,,,60458,,,,,,,,0.4093,,,,,,,,42002,,,,,,,,17201,,,,,,,,6074,,,,,,,,0.107390134417161,,,,,,,,0.144612161325651,,,,,,,,0.261164295887645,,,,,,,,0.00149029220869662,,,,,,,,0.0990990990990991,,,,,,,,0.478533804747817,,,,,,,,0.751,,,,,,,,0.202749527073851,,,,,,,,0.00761052112403464,,,,,,,,0.0281320821861362,,,,,,,,0.736434979678223,,,,,,,,13859,,
48257,"Kaufman County, Texas",4755,4531,3309,7622,19616,12897,22817,76486,11926,1239,8350,36525,1952,1457,496,52377,155,73684,76.2,76.1,81.4,75.1,County,,,,,,114852,,,,,,,,63926,,,,,,,,0.4109,,,,,,,,31882,,,,,,,,14073,,,,,,,,5164,,,,,,,,0.122531605892801,,,,,,,,0.161972272755787,,,,,,,,0.22861054072553,,,,,,,,0.00295931420279894,,,,,,,,0.149894227863403,,,,,,,,0.420417833297437,,,,,,,,0.772,,,,,,,,0.198664368056281,,,,,,,,0.0107877964684986,,,,,,,,0.10383798279525,,,,,,,,0.665952704349946,,,,,,,,9286,,
48397,"Rockwall County, Texas",3759,3290,2109,3956,9206,19720,15419,65357,5437,2195,5951,30365,1430,1064,302,43371,327,58304,81,85.2,81.4,80.2,County,,,,,,90414,,,,,,,,93269,,,,,,,,0.409,,,,,,,,25061,,,,,,,,5222,,,,,,,,1879,,,,,,,,0.0577565421284314,,,,,,,,0.0749770559834005,,,,,,,,0.195982216367528,,,,,,,,0.0075396001936778,,,,,,,,0.143195827406354,,,,,,,,0.405731309405589,,,,,,,,0.8195,,,,,,,,0.17053774857876,,,,,,,,0.024277213705842,,,,,,,,0.0601344924458602,,,,,,,,0.722863715796226,,,,,,,,7049,,
48439,"Tarrant County, Texas",93321,92694,58948,149789,246816,332990,559025,959103,308577,100560,271069,689921,32281,28138,6802,959562,5669,1263581,78.4,79.2,79.9,78.4,County,,,,,,1983675,,,,,,,,62532,,,,,,,,0.46,,,,,,,,534079,,,,,,,,264575,,,,,,,,102567,,,,,,,,0.133376183094509,,,,,,,,0.192044622612011,,,,,,,,0.392898607231843,,,,,,,,0.00590790381444868,,,,,,,,0.11538983510891,,,,,,,,0.347079536596511,,,,,,,,0.78975,,,,,,,,0.281812796955146,,,,,,,,0.0506937880449166,,,,,,,,0.155558244168021,,,,,,,,0.483498052856441,,,,,,,,186015,,
48085,"Collin County, Texas",39352,37274,26269,30505,71589,277935,143369,547403,88702,135508,113972,331336,12119,11164,2696,486254,5720,616730,81.5,80,82.6,83.3,County,,,,,,,944350,,,,,,,,94192,,,,,,,,0.4324,,,,,,,,250994,,,,,,,,61635,,,,,,,,18965,,,,,,,,0.0652671149467888,,,,,,,,0.075559575129286,,,,,,,,0.343977110848202,,,,,,,,0.011763399375635,,,,,,,,0.102630476988085,,,,,,,,0.316315610889254,,,,,,,,0.8185,,,,,,,,0.151817652353471,,,,,,,,0.143493408164346,,,,,,,,0.0939291576216445,,,,,,,,0.579661142584847,,,,,,,,76626,
48113,"Dallas County, Texas",126773,123300,79241,294757,311958,426696,1033000,765816,572790,158780,457302,917276,45859,36059,11201,1260913,34940,1648710,79,79.3,79.1,77.3,County,,,,,,,2586552,,,,,,,,56854,,,,,,,,0.4997,,,,,,,,687769,,,,,,,,423899,,,,,,,,173086,,,,,,,,0.163885744419598,,,,,,,,0.251662985682693,,,,,,,,0.498543513620764,,,,,,,,0.0277100799182814,,,,,,,,0.141353592206055,,,,,,,,0.366764904647843,,,,,,,,0.78675,,,,,,,,0.399373374283602,,,,,,,,0.061386741886496,,,,,,,,0.221449249812105,,,,,,,,0.29607601161701,,,,,,,,250073,
48121,"Denton County, Texas",37353,38433,21912,32187,76710,205995,155047,484341,74946,66371,100604,283250,11256,8402,2343,428520,3660,526185,81.4,82.4,84.4,83.5,County,,,,,,,807047,,,,,,,,83376,,,,,,,,0.4346,,,,,,,,205076,,,,,,,,64291,,,,,,,,17910,,,,,,,,0.0796620271186189,,,,,,,,0.0873334763697361,,,,,,,,0.355177405119153,,,,,,,,0.00854102492299076,,,,,,,,0.106927710843373,,,,,,,,0.297046947985116,,,,,,,,0.82925,,,,,,,,0.192116444271523,,,,,,,,0.0822393243516177,,,,,,,,0.092864480011697,,,,,,,,0.600139768811482,,,,,,,,75786,
48139,"Ellis County, Texas",7912,7342,4600,12215,23585,20449,43737,104141,15820,1104,15080,55840,2690,2143,514,80286,234,108071,78.2,77.3,81.5,80,County,,,,,,,168838,,,,,,,,72213,,,,,,,,0.4144,,,,,,,,45513,,,,,,,,15481,,,,,,,,6223,,,,,,,,0.0916914438692711,,,,,,,,0.1367301650078,,,,,,,,0.270057306590258,,,,,,,,0.00291458037515881,,,,,,,,0.111739130434783,,,,,,,,0.352694375245837,,,,,,,,0.7925,,,,,,,,0.259047133939042,,,,,,,,0.00653881235266942,,,,,,,,0.0936992857058245,,,,,,,,0.616810196756654,,,,,,,,15254,
48251,"Johnson County, Texas",7270,6836,4480,12180,28931,15175,34048,119128,4982,1400,14652,56433,3332,2540,313,74342,115,106651,77.6,73.9,77,76.9,County,,,,,,,163475,,,,,,,,62066,,,,,,,,0.41,,,,,,,,42718,,,,,,,,16991,,,,,,,,6378,,,,,,,,0.103936381709742,,,,,,,,0.149304742731401,,,,,,,,0.259635319759715,,,,,,,,0.001546904845175,,,,,,,,0.0698660714285714,,,,,,,,0.472423082376294,,,,,,,,0.7635,,,,,,,,0.208276494876892,,,,,,,,0.00856400061171433,,,,,,,,0.0304756078911149,,,,,,,,0.72872304633736,,,,,,,,14106,
48257,"Kaufman County, Texas",4992,4672,3335,7790,20483,13163,24531,77641,12799,1410,8855,37364,2072,1790,384,54235,153,76279,76.6,76.3,81.2,74.9,County,,,,,,,118910,,,,,,,,65390,,,,,,,,0.4156,,,,,,,,32967,,,,,,,,15272,,,,,,,,5502,,,,,,,,0.128433268858801,,,,,,,,0.166894166894167,,,,,,,,0.236992827320415,,,,,,,,0.00282105651332166,,,,,,,,0.115142428785607,,,,,,,,0.428807947019868,,,,,,,,0.7725,,,,,,,,0.206298881507022,,,,,,,,0.0118577075098814,,,,,,,,0.107636027247498,,,,,,,,0.652939197712556,,,,,,,,9664,
48397,"Rockwall County, Texas",3972,3381,1900,3923,9125,20667,16206,67046,5670,2300,6228,31649,1463,1003,287,45523,383,60582,77.3,82.6,82.3,82.4,County,,,,,,,93642,,,,,,,,94767,,,,,,,,0.403,,,,,,,,25707,,,,,,,,5267,,,,,,,,1841,,,,,,,,0.056246128873796,,,,,,,,0.0716147352861088,,,,,,,,0.196783468671996,,,,,,,,0.00841332952573425,,,,,,,,0.151052631578947,,,,,,,,0.397932816537468,,,,,,,,0.8115,,,,,,,,0.173063369001089,,,,,,,,0.0245616283291685,,,,,,,,0.0605497533158198,,,,,,,,0.715982144764102,,,,,,,,7353,
48439,"Tarrant County, Texas",94867,94463,58630,149754,253551,342832,576242,958302,319829,106427,276285,698995,33736,29162,6746,981321,5700,1290366,78.4,79.9,80,79,County,,,,,,,2019977,,,,,,,,64874,,,,,,,,0.4611,,,,,,,,540281,,,,,,,,258272,,,,,,,,99647,,,,,,,,0.127858881561523,,,,,,,,0.184435506708546,,,,,,,,0.395260338056782,,,,,,,,0.00580849691385388,,,,,,,,0.115060549206891,,,,,,,,0.356372471346327,,,,,,,,0.79325,,,,,,,,0.285271564973265,,,,,,,,0.0526872335675109,,,,,,,,0.158332990920194,,,,,,,,0.474412332417646,,,,,,,,189330,
48085,"Collin County, Texas",40854,38677,27082,30677,74707,289924,148696,554789,93804,146966,119335,341163,13691,11208,3143,503576,5790,638328,81.1,80.3,82.3,83.9,County,,,,,,,,973977,,,,,,,,96913,,,,,,,,0.43,,,,,,,,256118,,,,,,,,60908,,,,,,,,17875,,,,,,,,0.062535357611114,,,,,,,,0.0697920489774245,,,,,,,,0.349788810627178,,,,,,,,0.0114977679635249,,,,,,,,0.116054944243409,,,,,,,,0.344293420175781,,,,,,,,0.819,,,,,,,,0.152668902859102,,,,,,,,0.150892680217295,,,,,,,,0.0963102824810031,,,,,,,,0.569612013425368,,,,,,,,79531
48113,"Dallas County, Texas",126603,123363,79624,288448,314790,441013,1047434,759485,580189,162770,464121,928341,45770,36882,11652,1282441,33258,1669564,79.4,79.8,79.5,78,County,,,,,,,,2606868,,,,,,,,59607,,,,,,,,0.4982,,,,,,,,687338,,,,,,,,395812,,,,,,,,158902,,,,,,,,0.151834308449833,,,,,,,,0.231184657330164,,,,,,,,0.4999466790759,,,,,,,,0.0259333567782066,,,,,,,,0.146337787601728,,,,,,,,0.366209804533417,,,,,,,,0.79175,,,,,,,,0.401797866251763,,,,,,,,0.0624389113679711,,,,,,,,0.222561710067407,,,,,,,,0.291340029491328,,,,,,,,249966
