GEOID,NAME,tot_popE,tot_popM,pop_u18E,pop_u18M,pop_bpE,pop_bpM,bp_u18E,bp_u18M,cbp_perE,cbp_perM,year
48139060207,"Census Tract 602.07, Ellis County, Texas",5734,477,,,7.2,1.9,160,115,10.8,7.4,2012
48139060208,"Census Tract 602.08, Ellis County, Texas",3855,273,,,8.5,3.2,0,13,0,4,2012
48139060209,"Census Tract 602.09, Ellis County, Texas",3507,281,,,6.4,2.6,133,104,15,10.7,2012
48139060210,"Census Tract 602.10, Ellis County, Texas",1590,185,,,3.9,2.8,49,83,10.1,17.3,2012
48139060211,"Census Tract 602.11, Ellis County, Texas",3056,350,,,5.1,2,52,80,5.8,8.6,2012
48139060212,"Census Tract 602.12, Ellis County, Texas",4372,353,,,10.3,2.9,20,33,1.7,2.9,2012
48139060213,"Census Tract 602.13, Ellis County, Texas",6523,378,,,7,2.7,182,150,11.7,9.5,2012
48139060214,"Census Tract 602.14, Ellis County, Texas",7183,582,,,5,2.5,41,53,1.9,2.5,2012
48139060300,"Census Tract 603, Ellis County, Texas",4353,381,,,10.1,2.5,229,199,18.6,13.9,2012
48139060400,"Census Tract 604, Ellis County, Texas",4433,405,,,13.9,5.2,431,192,34.3,12.9,2012
48139060500,"Census Tract 605, Ellis County, Texas",3652,393,,,12.5,4.9,316,198,27.3,16.4,2012
48139060600,"Census Tract 606, Ellis County, Texas",7882,630,,,14.7,3.6,538,302,31.8,16.5,2012
48139060701,"Census Tract 607.01, Ellis County, Texas",2117,380,,,12,5.2,91,138,12.1,19.7,2012
48139060702,"Census Tract 607.02, Ellis County, Texas",3535,377,,,11.8,4.1,66,68,7.5,7.6,2012
48139060703,"Census Tract 607.03, Ellis County, Texas",2143,304,,,10.2,4.2,84,100,13.7,14.3,2012
48139060801,"Census Tract 608.01, Ellis County, Texas",6079,337,,,5.2,2.3,16,28,0.9,1.6,2012
48139060802,"Census Tract 608.02, Ellis County, Texas",6275,579,,,6.1,2.2,260,263,12.5,11.6,2012
48139060803,"Census Tract 608.03, Ellis County, Texas",1302,202,,,8.9,3.6,177,142,44.7,29.4,2012
48139060900,"Census Tract 609, Ellis County, Texas",5822,596,,,8.9,2.9,105,85,6.5,5.2,2012
48139061000,"Census Tract 610, Ellis County, Texas",3934,347,,,7.1,2,159,74,18.2,8.1,2012
48139061100,"Census Tract 611, Ellis County, Texas",4622,470,,,6.4,1.9,192,122,14.2,9.5,2012
48139061200,"Census Tract 612, Ellis County, Texas",1828,280,,,9.9,3.6,100,47,19.7,10.2,2012
48139061300,"Census Tract 613, Ellis County, Texas",2171,367,,,6.6,3.8,252,205,45.2,24.3,2012
48139061400,"Census Tract 614, Ellis County, Texas",7876,473,,,8.2,2.6,320,195,14.4,8.2,2012
48139061500,"Census Tract 615, Ellis County, Texas",4681,504,,,7,2.5,290,194,21.4,13.2,2012
48139061600,"Census Tract 616, Ellis County, Texas",6050,454,,,14.6,4.1,508,252,27.3,12.5,2012
48139061700,"Census Tract 617, Ellis County, Texas",5019,482,,,6.7,2.3,512,310,33.3,16.7,2012
48251130100,"Census Tract 1301, Johnson County, Texas",3972,511,,,8.5,2.7,116,75,10.5,6.2,2012
48251130204,"Census Tract 1302.04, Johnson County, Texas",10220,550,,,6.8,1.8,342,292,10.9,9.1,2012
48251130205,"Census Tract 1302.05, Johnson County, Texas",3981,314,,,15.1,4.9,25,36,3.5,5,2012
48251130207,"Census Tract 1302.07, Johnson County, Texas",6304,285,,,6.6,2,5,11,0.3,0.7,2012
48251130208,"Census Tract 1302.08, Johnson County, Texas",5476,401,,,7.9,2.5,149,100,10.5,7.2,2012
48251130210,"Census Tract 1302.10, Johnson County, Texas",4254,421,,,5.9,3,45,59,3.9,5,2012
48251130211,"Census Tract 1302.11, Johnson County, Texas",6354,757,,,7,2.1,491,392,25.1,16.7,2012
48251130212,"Census Tract 1302.12, Johnson County, Texas",5645,785,,,5.9,2.1,470,254,24.3,12.3,2012
48251130213,"Census Tract 1302.13, Johnson County, Texas",4756,500,,,8.3,3.7,119,96,8,6.6,2012
48251130214,"Census Tract 1302.14, Johnson County, Texas",4589,466,,,7,3.4,181,172,13.5,12.5,2012
48251130215,"Census Tract 1302.15, Johnson County, Texas",3651,334,,,6.7,3.5,11,19,1.1,1.9,2012
48251130302,"Census Tract 1303.02, Johnson County, Texas",5436,495,,,12.5,3.6,366,183,26.2,13,2012
48251130303,"Census Tract 1303.03, Johnson County, Texas",3619,505,,,7.8,4.2,413,310,40.2,25.7,2012
48251130304,"Census Tract 1303.04, Johnson County, Texas",5383,718,,,11.2,4.6,460,227,36.8,16.8,2012
48251130405,"Census Tract 1304.05, Johnson County, Texas",5787,390,,,7.1,2.3,72,115,5.6,9.4,2012
48251130406,"Census Tract 1304.06, Johnson County, Texas",5919,542,,,6.8,2.4,25,41,2,3.4,2012
48251130407,"Census Tract 1304.07, Johnson County, Texas",7780,801,,,11.5,3,463,199,19.8,8.2,2012
48251130408,"Census Tract 1304.08, Johnson County, Texas",7449,570,,,9.6,2.2,216,129,11.6,6.4,2012
48251130409,"Census Tract 1304.09, Johnson County, Texas",6281,697,,,8.6,3.1,84,91,6.4,6.6,2012
48251130410,"Census Tract 1304.10, Johnson County, Texas",7252,775,,,7.4,2.2,644,387,27.6,13.8,2012
48251130500,"Census Tract 1305, Johnson County, Texas",6907,518,,,6.7,2.5,171,109,10.8,6.6,2012
48251130601,"Census Tract 1306.01, Johnson County, Texas",6589,401,,,5.1,1.6,196,144,11.4,8.1,2012
48251130602,"Census Tract 1306.02, Johnson County, Texas",1822,325,,,9.7,4.6,113,139,44.3,35.9,2012
48251130700,"Census Tract 1307, Johnson County, Texas",4322,335,,,10.2,3.5,175,156,15,13.2,2012
48251130800,"Census Tract 1308, Johnson County, Texas",4253,536,,,14.5,4.6,381,214,31.8,15.4,2012
48251130900,"Census Tract 1309, Johnson County, Texas",3118,384,,,17.6,3.8,416,267,47.1,22.3,2012
48251131000,"Census Tract 1310, Johnson County, Texas",4967,354,,,8.3,2.3,31,25,2.9,2.3,2012
48251131100,"Census Tract 1311, Johnson County, Texas",5088,491,,,11.2,3.9,217,194,14.7,12.3,2012
48257050201,"Census Tract 502.01, Kaufman County, Texas",5939,317,,,5.8,2,120,121,6.6,6.7,2012
48257050203,"Census Tract 502.03, Kaufman County, Texas",7422,490,,,6.3,1.9,76,70,3.3,3.1,2012
48257050204,"Census Tract 502.04, Kaufman County, Texas",5427,466,,,4.6,2.4,116,90,5.5,4.4,2012
48257050205,"Census Tract 502.05, Kaufman County, Texas",5474,444,,,7.8,2.5,69,79,4,4.5,2012
48257050206,"Census Tract 502.06, Kaufman County, Texas",9267,536,,,5,1.6,187,138,6.5,4.6,2012
48257050300,"Census Tract 503, Kaufman County, Texas",3656,413,,,10,4.9,285,208,25,17.6,2012
48257050400,"Census Tract 504, Kaufman County, Texas",7631,494,,,9,2.7,951,357,41.9,13.2,2012
48257050500,"Census Tract 505, Kaufman County, Texas",4921,468,,,15.8,2.5,309,185,25.6,15.1,2012
48257050600,"Census Tract 506, Kaufman County, Texas",6652,901,,,12.1,3,156,121,15.1,10.4,2012
48257050701,"Census Tract 507.01, Kaufman County, Texas",4788,511,,,7.4,2.1,228,142,19.1,11.7,2012
48257050703,"Census Tract 507.03, Kaufman County, Texas",3248,499,,,5.4,2.6,181,153,24.3,19.8,2012
48257050704,"Census Tract 507.04, Kaufman County, Texas",5831,652,,,6.2,2.4,480,363,27.9,17.7,2012
48257050800,"Census Tract 508, Kaufman County, Texas",9387,609,,,8,1.5,98,57,4.2,2.4,2012
48257051000,"Census Tract 510, Kaufman County, Texas",1713,320,,,3.7,2.5,415,275,60.6,25.9,2012
48257051100,"Census Tract 511, Kaufman County, Texas",4551,383,,,6.3,2.6,215,122,14.6,7.7,2012
48257051201,"Census Tract 512.01, Kaufman County, Texas",3037,634,,,9,4.2,389,319,44.7,28.9,2012
48257051202,"Census Tract 512.02, Kaufman County, Texas",4931,320,,,8.7,2.4,301,167,24.4,13.3,2012
48257051300,"Census Tract 513, Kaufman County, Texas",9510,780,,,10.3,2.1,505,240,21.5,9.8,2012
48397040101,"Census Tract 401.01, Rockwall County, Texas",6508,441,,,5.4,1.9,132,112,6.1,5.1,2012
48397040102,"Census Tract 401.02, Rockwall County, Texas",6874,417,,,5.9,1.9,0,18,0,1.8,2012
48397040200,"Census Tract 402, Rockwall County, Texas",4206,333,,,7.9,2.4,0,13,0,3.5,2012
48397040301,"Census Tract 403.01, Rockwall County, Texas",5335,316,,,6.1,1.5,119,104,8.5,7.2,2012
48397040302,"Census Tract 403.02, Rockwall County, Texas",7266,490,,,8.8,2.4,113,161,8.1,11.7,2012
48397040401,"Census Tract 404.01, Rockwall County, Texas",8917,623,,,9.1,2.3,223,160,8.2,5.6,2012
48397040402,"Census Tract 404.02, Rockwall County, Texas",9356,691,,,5.3,2.2,309,198,9.8,6.2,2012
48397040503,"Census Tract 405.03, Rockwall County, Texas",7216,483,,,8.7,2.1,297,212,11.7,8.2,2012
48397040504,"Census Tract 405.04, Rockwall County, Texas",6006,496,,,4.6,2.5,47,60,4.3,5.4,2012
48397040505,"Census Tract 405.05, Rockwall County, Texas",10367,563,,,5.6,1.3,231,168,6.9,4.9,2012
48397040506,"Census Tract 405.06, Rockwall County, Texas",6698,446,,,4.9,1.6,56,60,2.8,3.1,2012
48439100101,"Census Tract 1001.01, Tarrant County, Texas",5818,554,,,10.3,3.3,336,178,19.3,9.9,2012
48439100102,"Census Tract 1001.02, Tarrant County, Texas",4563,618,,,13.1,3.9,362,157,31.6,14.9,2012
48439100201,"Census Tract 1002.01, Tarrant County, Texas",4823,577,,,11.7,4.5,734,402,40.9,20.1,2012
48439100202,"Census Tract 1002.02, Tarrant County, Texas",5446,448,,,8.9,2.9,614,277,32.3,12.3,2012
48439100300,"Census Tract 1003, Tarrant County, Texas",4744,447,,,10.8,2.8,746,215,50.9,12.7,2012
48439100400,"Census Tract 1004, Tarrant County, Texas",8442,1026,,,12.9,3.5,824,410,32.5,14.5,2012
48439100501,"Census Tract 1005.01, Tarrant County, Texas",10088,847,,,11.1,4.3,1106,379,28.4,8.8,2012
48439100502,"Census Tract 1005.02, Tarrant County, Texas",7654,912,,,14.3,2.8,1586,639,57.4,14.3,2012
48439100601,"Census Tract 1006.01, Tarrant County, Texas",2028,270,,,5,3.4,48,55,18.8,20.8,2012
48439100602,"Census Tract 1006.02, Tarrant County, Texas",3626,356,,,6.8,2.2,96,110,30.9,28.9,2012
48439100700,"Census Tract 1007, Tarrant County, Texas",4569,458,,,11.8,3,516,200,36.6,13.1,2012
48439100800,"Census Tract 1008, Tarrant County, Texas",6071,499,,,11.4,4,490,254,29.9,12.8,2012
48439100900,"Census Tract 1009, Tarrant County, Texas",2190,427,,,11.6,6.8,382,282,58.6,26.4,2012
48439101201,"Census Tract 1012.01, Tarrant County, Texas",1706,313,,,5.1,2.8,198,134,36.8,18.6,2012
48439101202,"Census Tract 1012.02, Tarrant County, Texas",4335,448,,,6.2,2.1,342,179,26,12.8,2012
48439101301,"Census Tract 1013.01, Tarrant County, Texas",4691,539,,,10.3,2.9,251,192,21.1,15.8,2012
48439101302,"Census Tract 1013.02, Tarrant County, Texas",2656,308,,,13.6,4.3,216,121,36.4,17.6,2012
48439101401,"Census Tract 1014.01, Tarrant County, Texas",4581,439,,,6.9,2.7,558,276,45.7,19.8,2012
48439101402,"Census Tract 1014.02, Tarrant County, Texas",3534,538,,,12.5,3,421,264,50.1,23.2,2012
48439101403,"Census Tract 1014.03, Tarrant County, Texas",4538,539,,,13.3,3.5,756,310,55.1,13.3,2012
48439101500,"Census Tract 1015, Tarrant County, Texas",4834,677,,,12.9,4.8,281,185,22,13.5,2012
48439101700,"Census Tract 1017, Tarrant County, Texas",2685,471,,,9.9,3.1,876,177,89.6,8.5,2012
48439102000,"Census Tract 1020, Tarrant County, Texas",1367,204,,,13.3,6.4,89,72,33.3,24.4,2012
48439102100,"Census Tract 1021, Tarrant County, Texas",4912,419,,,8,3.8,261,194,29.6,20.3,2012
48439102201,"Census Tract 1022.01, Tarrant County, Texas",3451,276,,,9.7,2.6,0,13,0,5.4,2012
48439102202,"Census Tract 1022.02, Tarrant County, Texas",2608,218,,,1.6,1.3,89,75,23.6,16.4,2012
48439102301,"Census Tract 1023.01, Tarrant County, Texas",2869,334,,,10.6,4,332,170,45.6,20.1,2012
48439102302,"Census Tract 1023.02, Tarrant County, Texas",4944,436,,,10.6,3.8,551,249,40.5,15.8,2012
48439102401,"Census Tract 1024.01, Tarrant County, Texas",4041,347,,,11.6,4.2,161,159,18.5,18.6,2012
48439102402,"Census Tract 1024.02, Tarrant County, Texas",4329,369,,,4.2,1.5,50,46,4.8,4.5,2012
48439102500,"Census Tract 1025, Tarrant County, Texas",3100,480,,,6.8,2.8,527,286,63.4,18.4,2012
48439102601,"Census Tract 1026.01, Tarrant County, Texas",3478,327,,,10.3,3.7,153,125,17.3,13.6,2012
48439102602,"Census Tract 1026.02, Tarrant County, Texas",3738,421,,,14.6,6.4,156,145,21.8,18.9,2012
48439102700,"Census Tract 1027, Tarrant County, Texas",3463,395,,,5.9,2.8,10,15,1.6,2.5,2012
48439102800,"Census Tract 1028, Tarrant County, Texas",1430,205,,,8.5,6.2,0,13,0,11.6,2012
48439103500,"Census Tract 1035, Tarrant County, Texas",5064,484,,,15.9,3.5,935,288,60.1,11.9,2012
48439103601,"Census Tract 1036.01, Tarrant County, Texas",2654,404,,,7.9,3.7,821,288,70.6,15.9,2012
48439103602,"Census Tract 1036.02, Tarrant County, Texas",2210,306,,,13.4,3.5,331,126,60.3,17.9,2012
48439103701,"Census Tract 1037.01, Tarrant County, Texas",4393,594,,,9.6,2.9,714,417,44.2,18.1,2012
48439103702,"Census Tract 1037.02, Tarrant County, Texas",3216,376,,,9.2,3.4,536,210,46.5,18.8,2012
48439103800,"Census Tract 1038, Tarrant County, Texas",3212,551,,,7,3,999,371,73.9,13.4,2012
48439104100,"Census Tract 1041, Tarrant County, Texas",3446,370,,,7.3,2.3,350,229,36.8,18.9,2012
48439104201,"Census Tract 1042.01, Tarrant County, Texas",5896,696,,,55.2,4,35,41,7.2,8.5,2012
48439104202,"Census Tract 1042.02, Tarrant County, Texas",3318,267,,,21.9,7.6,132,119,24.8,19.9,2012
48439104300,"Census Tract 1043, Tarrant County, Texas",5515,607,,,30.4,7.8,43,73,6.5,10.7,2012
48439104400,"Census Tract 1044, Tarrant County, Texas",5918,755,,,11.6,3.8,708,465,40.9,20.3,2012
48439104502,"Census Tract 1045.02, Tarrant County, Texas",3352,384,,,11,3,573,228,51.5,14.9,2012
48439104503,"Census Tract 1045.03, Tarrant County, Texas",2320,270,,,11.7,3.6,476,175,70.8,11.4,2012
48439104504,"Census Tract 1045.04, Tarrant County, Texas",2879,394,,,6.3,3.1,447,163,43.6,17.6,2012
48439104505,"Census Tract 1045.05, Tarrant County, Texas",3314,443,,,9.4,4.7,691,316,72.2,17.4,2012
48439104601,"Census Tract 1046.01, Tarrant County, Texas",3818,525,,,8.8,3.7,537,298,38.8,14.4,2012
48439104602,"Census Tract 1046.02, Tarrant County, Texas",4944,686,,,11.7,4.7,815,439,39.7,15.8,2012
48439104603,"Census Tract 1046.03, Tarrant County, Texas",3817,479,,,13.7,3.5,731,280,55.8,14.8,2012
48439104604,"Census Tract 1046.04, Tarrant County, Texas",2647,449,,,14.5,6.6,386,187,51.6,17.7,2012
48439104605,"Census Tract 1046.05, Tarrant County, Texas",3982,473,,,8.4,2.4,513,245,59.9,18.2,2012
48439104701,"Census Tract 1047.01, Tarrant County, Texas",4502,472,,,12,3.3,770,293,51.4,16.5,2012
48439104702,"Census Tract 1047.02, Tarrant County, Texas",3608,668,,,20.9,6.6,907,538,75.9,16.7,2012
