GEOID,NAME,tot_popE,med_incE,giniE,pop_u18E,pop_bpE,bp_u18E,year,bp_per,cbp_per,type
76103,ZCTA5 76103,14475,35651,0.4522,3375,3783,1223,2015,0.261347150259067,0.36237037037037,Zip
76104,ZCTA5 76104,17415,22325,0.5396,4971,7632,3004,2015,0.438242894056848,0.604304968819151,Zip
76105,ZCTA5 76105,21329,24470,0.4628,7267,8422,3894,2015,0.394861456233297,0.535846979496353,Zip
76106,ZCTA5 76106,37706,34411,0.402,12651,11073,5041,2015,0.293666790431231,0.398466524385424,Zip
76107,ZCTA5 76107,27418,54803,0.5499,5070,4892,1292,2015,0.178422933839084,0.254832347140039,Zip
76108,ZCTA5 76108,41264,59139,0.4355,10233,4545,1582,2015,0.11014443582784,0.154597869637447,Zip
76109,ZCTA5 76109,22376,65383,0.5882,4321,4201,524,2015,0.187745799070433,0.121268224947929,Zip
76110,ZCTA5 76110,30399,40354,0.5057,9216,8467,3480,2015,0.27852889897694,0.377604166666667,Zip
76111,ZCTA5 76111,23262,40808,0.4249,7110,5792,2344,2015,0.24898976872152,0.329676511954993,Zip
76112,ZCTA5 76112,40416,38300,0.4673,10004,10319,3937,2015,0.255319675376089,0.393542582966813,Zip
76114,ZCTA5 76114,25016,38807,0.415,6859,5126,2071,2015,0.204908858330668,0.301939058171745,Zip
76115,ZCTA5 76115,21060,33507,0.4056,6882,6525,2922,2015,0.30982905982906,0.424585876198779,Zip
76116,ZCTA5 76116,47834,43417,0.5052,10920,10902,3800,2015,0.22791319981603,0.347985347985348,Zip
76117,ZCTA5 76117,31439,41548,0.406,8834,5696,2443,2015,0.181176246063806,0.276545166402536,Zip
76118,ZCTA5 76118,15290,62386,0.3749,3953,1537,567,2015,0.100523217789405,0.143435365545156,Zip
76119,ZCTA5 76119,46223,30900,0.4294,14573,15384,6935,2015,0.332821322718127,0.475880052151239,Zip
76120,ZCTA5 76120,18024,40067,0.4359,5052,4403,1846,2015,0.244285397248114,0.365399841646873,Zip
76123,ZCTA5 76123,30939,81839,0.3452,9701,2748,1133,2015,0.0888199360031029,0.116792083290382,Zip
76126,ZCTA5 76126,20752,74655,0.4308,4981,1113,308,2015,0.0536333847340015,0.0618349728970086,Zip
76127,ZCTA5 76127,2007,65595,0.2871,84,0,0,2015,0,0,Zip
76129,ZCTA5 76129,2932,,,0,0,0,2015,0,,Zip
76131,ZCTA5 76131,33894,74316,0.3199,10781,2237,797,2015,0.0659998819850121,0.0739263519154067,Zip
76132,ZCTA5 76132,25975,51158,0.5226,5512,3233,1339,2015,0.12446583253128,0.242924528301887,Zip
76133,ZCTA5 76133,50642,51396,0.4128,13941,8892,3919,2015,0.175585482405908,0.281113263037085,Zip
76134,ZCTA5 76134,26311,47866,0.3923,8789,6088,3088,2015,0.231386112272434,0.351348276254409,Zip
76135,ZCTA5 76135,22217,52899,0.4355,5298,2669,764,2015,0.120133231309358,0.144205360513401,Zip
76137,ZCTA5 76137,57085,68692,0.3683,15947,4458,2072,2015,0.0780940702461242,0.129930394431555,Zip
76140,ZCTA5 76140,29406,53167,0.4024,8856,6219,3078,2015,0.211487451540502,0.347560975609756,Zip
76148,ZCTA5 76148,23867,63659,0.3116,6359,1520,494,2015,0.0636862613650647,0.077685170624312,Zip
76155,ZCTA5 76155,4104,43857,0.4071,523,615,73,2015,0.149853801169591,0.139579349904398,Zip
76164,ZCTA5 76164,16652,32457,0.4096,4791,4327,1647,2015,0.259848666826808,0.343769567939887,Zip
76177,ZCTA5 76177,6470,83750,0.3204,1683,250,0,2015,0.0386398763523957,0,Zip
76179,ZCTA5 76179,52684,77398,0.3974,15982,2579,1022,2015,0.0489522435654089,0.0639469403078463,Zip
76180,ZCTA5 76180,35085,51495,0.4024,8150,3671,1395,2015,0.104631608949694,0.171165644171779,Zip
76182,ZCTA5 76182,30016,83656,0.3735,7220,1188,430,2015,0.0395788912579957,0.0595567867036011,Zip
76201,ZCTA5 76201,27162,24294,0.5297,2260,8389,765,2015,0.308850600103085,0.338495575221239,Zip
76205,ZCTA5 76205,20911,43553,0.473,3105,5246,869,2015,0.250872746401416,0.279871175523349,Zip
76207,ZCTA5 76207,13146,59320,0.392,2665,1926,634,2015,0.146508443633044,0.237898686679175,Zip
76208,ZCTA5 76208,20106,73099,0.4039,5177,2318,908,2015,0.115288968467124,0.175391153177516,Zip
76209,ZCTA5 76209,25550,46987,0.4343,6204,4566,1476,2015,0.178708414872798,0.237911025145068,Zip
76210,ZCTA5 76210,42894,79207,0.3856,11911,3384,1091,2015,0.0788921527486362,0.0915960036940643,Zip
76226,ZCTA5 76226,21790,115732,0.4125,6505,598,126,2015,0.0274437815511703,0.019369715603382,Zip
76227,ZCTA5 76227,25683,79318,0.337,7953,1376,550,2015,0.0535762956040961,0.0691562932226833,Zip
76234,ZCTA5 76234,15571,61667,0.5135,4090,1877,703,2015,0.120544602145013,0.171882640586797,Zip
76240,ZCTA5 76240,26822,49615,0.4533,6337,4567,1930,2015,0.170270673327865,0.304560517595077,Zip
76244,ZCTA5 76244,69564,93180,0.3214,24812,1974,700,2015,0.0283767465930654,0.0282121554086732,Zip
76247,ZCTA5 76247,12728,79693,0.3489,3452,802,154,2015,0.0630106851037084,0.044611819235226,Zip
76248,ZCTA5 76248,37069,114846,0.4018,10864,1391,467,2015,0.0375246162561709,0.0429860088365243,Zip
76249,ZCTA5 76249,7783,76862,0.3336,2122,341,20,2015,0.0438134395477322,0.00942507068803016,Zip
76258,ZCTA5 76258,7015,58992,0.5155,1641,704,177,2015,0.100356379187455,0.107861060329068,Zip
76259,ZCTA5 76259,4883,75054,0.348,1325,516,103,2015,0.105672742166701,0.0777358490566038,Zip
76262,ZCTA5 76262,34166,94274,0.4496,9505,1609,462,2015,0.0470936018263771,0.0486059968437664,Zip
76266,ZCTA5 76266,14986,66140,0.4274,3974,1318,583,2015,0.0879487521686908,0.146703573225969,Zip
76271,ZCTA5 76271,1528,55625,0.3816,359,117,32,2015,0.0765706806282723,0.0891364902506964,Zip
76272,ZCTA5 76272,4717,52206,0.4163,1146,291,50,2015,0.0616917532329871,0.043630017452007,Zip
76623,ZCTA5 76623,160,43125,0.2513,53,32,12,2015,0.2,0.226415094339623,Zip
76626,ZCTA5 76626,1578,50476,0.4564,355,234,71,2015,0.14828897338403,0.2,Zip
76627,ZCTA5 76627,1572,43295,0.4053,373,225,61,2015,0.143129770992366,0.163538873994638,Zip
76636,ZCTA5 76636,1497,47439,0.4442,310,227,83,2015,0.151636606546426,0.267741935483871,Zip
76641,ZCTA5 76641,1799,39583,0.4426,452,357,137,2015,0.198443579766537,0.303097345132743,Zip
76651,ZCTA5 76651,3153,43188,0.4006,734,384,70,2015,0.121788772597526,0.0953678474114441,Zip
76652,ZCTA5 76652,1178,40962,0.4454,253,130,16,2015,0.110356536502547,0.0632411067193676,Zip
76666,ZCTA5 76666,256,38125,0.4154,59,37,26,2015,0.14453125,0.440677966101695,Zip
76670,ZCTA5 76670,1423,51484,0.388,343,142,58,2015,0.0997891777933942,0.169096209912536,Zip
75001,ZCTA5 75001,14421,70020,0.3996,1699,1219,240,2016,0.0845295055821372,0.141259564449676,Zip
75002,ZCTA5 75002,68863,96060,0.4136,20014,4722,1949,2016,0.0685709306884684,0.097381832717098,Zip
75006,ZCTA5 75006,50038,56577,0.4229,12809,7255,3192,2016,0.144989807746113,0.249199781403701,Zip
75007,ZCTA5 75007,54312,78488,0.4024,12866,4637,1656,2016,0.0853770805715127,0.128711332193378,Zip
75009,ZCTA5 75009,10220,92661,0.3975,2554,1050,330,2016,0.102739726027397,0.129209083790133,Zip
75010,ZCTA5 75010,25738,78217,0.4222,6061,1588,600,2016,0.0616986556842023,0.0989935654182478,Zip
75013,ZCTA5 75013,37548,122010,0.3991,11745,997,382,2016,0.026552679237243,0.03252447850149,Zip
75019,ZCTA5 75019,40863,114642,0.4146,11171,1876,707,2016,0.0459095024839097,0.0632888729746666,Zip
75022,ZCTA5 75022,24035,149149,0.3825,7550,816,421,2016,0.0339504888703973,0.0557615894039735,Zip
75023,ZCTA5 75023,49254,77237,0.3928,10985,3161,1083,2016,0.0641775287286312,0.0985889849795175,Zip
75024,ZCTA5 75024,40964,88525,0.4425,9472,1841,367,2016,0.0449419002050581,0.038745777027027,Zip
75025,ZCTA5 75025,52806,109257,0.4049,14099,2644,737,2016,0.0500700677953263,0.0522732108660189,Zip
75028,ZCTA5 75028,46037,110326,0.3466,12480,1433,446,2016,0.0311271368681713,0.0357371794871795,Zip
75032,ZCTA5 75032,31174,96494,0.4312,8427,1921,600,2016,0.061621864374158,0.0711997152011392,Zip
75034,ZCTA5 75034,90512,114629,0.4184,28227,3679,1112,2016,0.0406465441046491,0.0393949055868495,Zip
75035,ZCTA5 75035,60745,118550,0.3466,19756,2144,979,2016,0.0352950860153099,0.049554565701559,Zip
75038,ZCTA5 75038,29218,46992,0.4439,7348,4724,1699,2016,0.161681155452119,0.231219379422972,Zip
75039,ZCTA5 75039,16088,82754,0.3999,2638,981,244,2016,0.0609771258080557,0.0924943138741471,Zip
75040,ZCTA5 75040,61947,57075,0.3707,17798,8629,3701,2016,0.139296495391222,0.207944712889089,Zip
75041,ZCTA5 75041,32672,39791,0.4153,10734,7146,3290,2016,0.218719392752204,0.306502701695547,Zip
75042,ZCTA5 75042,39362,41918,0.3984,11939,9625,4409,2016,0.244525176566231,0.36929391071279,Zip
75043,ZCTA5 75043,60025,56800,0.3955,15985,7119,3018,2016,0.118600583090379,0.188802001876759,Zip
75044,ZCTA5 75044,40854,60623,0.421,9371,4732,1812,2016,0.115827091594458,0.193362501333902,Zip
75048,ZCTA5 75048,23329,93270,0.3052,6199,604,204,2016,0.0258905225256119,0.0329085336344572,Zip
75050,ZCTA5 75050,41660,47230,0.3993,11464,8177,3766,2016,0.196279404704753,0.328506629448709,Zip
75051,ZCTA5 75051,40929,39762,0.4124,12586,9285,4049,2016,0.226856263285201,0.321706658191642,Zip
75052,ZCTA5 75052,92546,72137,0.3608,25630,7489,2886,2016,0.0809219199100988,0.112602419040187,Zip
75054,ZCTA5 75054,9875,113967,0.3115,3307,501,175,2016,0.0507341772151899,0.0529180526156637,Zip
75056,ZCTA5 75056,55373,80941,0.445,14092,3887,1499,2016,0.070196666245282,0.106372409877945,Zip
75057,ZCTA5 75057,14382,49729,0.3448,4007,2334,1090,2016,0.162286191072174,0.272023958073372,Zip
75058,ZCTA5 75058,2759,65069,0.4853,668,294,66,2016,0.106560347952157,0.0988023952095808,Zip
75060,ZCTA5 75060,48578,49695,0.3962,14477,8119,3666,2016,0.167133270204619,0.253229260205844,Zip
75061,ZCTA5 75061,54122,41727,0.4047,16661,11160,5108,2016,0.206200805587377,0.306584238641138,Zip
75062,ZCTA5 75062,48724,48338,0.4428,12857,7263,2803,2016,0.149064116246614,0.218013533483705,Zip
75063,ZCTA5 75063,37317,83898,0.4386,9010,2683,653,2016,0.0718975265964574,0.0724750277469478,Zip
75065,ZCTA5 75065,12037,74949,0.3395,2610,732,145,2016,0.0608124948076763,0.0555555555555556,Zip
75067,ZCTA5 75067,66493,57325,0.3846,17069,6721,2739,2016,0.101078308994932,0.160466342492237,Zip
75068,ZCTA5 75068,49620,88698,0.36,15585,4129,1723,2016,0.0832124143490528,0.110555020853385,Zip
75069,ZCTA5 75069,36631,50595,0.5109,9374,5356,2155,2016,0.146214954546695,0.229891188393429,Zip
75070,ZCTA5 75070,88939,96322,0.3863,26839,4157,1324,2016,0.0467399003811601,0.0493311971384925,Zip
75071,ZCTA5 75071,45875,88501,0.3564,13397,1878,620,2016,0.0409373297002725,0.0462790176905277,Zip
75074,ZCTA5 75074,48763,59611,0.4176,12609,7762,3043,2016,0.159178065336423,0.241335553969387,Zip
75075,ZCTA5 75075,36385,71118,0.4239,8017,2924,697,2016,0.0803627868627182,0.0869402519645753,Zip
75077,ZCTA5 75077,35782,101380,0.4065,8992,1731,681,2016,0.0483762785758202,0.0757339857651246,Zip
75078,ZCTA5 75078,17214,124600,0.4053,6196,1014,332,2016,0.0589055420006971,0.0535829567462879,Zip
75080,ZCTA5 75080,48315,66865,0.4546,10644,7175,1632,2016,0.148504605195074,0.153325817361894,Zip
75081,ZCTA5 75081,37383,67673,0.3979,8127,3202,1066,2016,0.0856539068560576,0.131167712563061,Zip
75082,ZCTA5 75082,23315,117810,0.3821,5234,799,61,2016,0.0342697834012438,0.011654566297287,Zip
75087,ZCTA5 75087,31900,94060,0.394,8668,1560,498,2016,0.0489028213166144,0.0574526995846793,Zip
75088,ZCTA5 75088,25288,84500,0.3677,5513,1769,439,2016,0.069954128440367,0.0796299655360058,Zip
75089,ZCTA5 75089,32605,88137,0.366,9204,2137,827,2016,0.0655420947707407,0.0898522381573229,Zip
75093,ZCTA5 75093,48006,102323,0.4939,10897,2377,607,2016,0.049514644002833,0.0557034046067725,Zip
75094,ZCTA5 75094,22683,117065,0.3666,7145,350,0,2016,0.0154300577525019,0,Zip
75098,ZCTA5 75098,52063,82680,0.3562,15849,3798,1472,2016,0.0729500797111192,0.0928765221780554,Zip
75101,ZCTA5 75101,620,34821,0.4059,186,100,19,2016,0.161290322580645,0.102150537634409,Zip
75103,ZCTA5 75103,13456,45802,0.4603,2876,1637,409,2016,0.121655766944114,0.14221140472879,Zip
75104,ZCTA5 75104,47875,68455,0.3852,14375,5227,2160,2016,0.109180156657963,0.150260869565217,Zip
75105,ZCTA5 75105,153,,0.3674,22,4,1,2016,0.0261437908496732,0.0454545454545455,Zip
75110,ZCTA5 75110,28631,41685,0.4544,7610,5997,2588,2016,0.209458279487269,0.340078843626807,Zip
75114,ZCTA5 75114,5350,57227,0.3574,1485,331,127,2016,0.0618691588785047,0.0855218855218855,Zip
75115,ZCTA5 75115,51664,60797,0.4259,13031,5953,2404,2016,0.115225301951068,0.184483155552145,Zip
75116,ZCTA5 75116,20031,45693,0.4058,5891,3553,1590,2016,0.177375068643602,0.269903242233916,Zip
75119,ZCTA5 75119,26956,46662,0.4395,7363,5672,2250,2016,0.210416975812435,0.305581963873421,Zip
75124,ZCTA5 75124,4241,49962,0.3949,568,463,108,2016,0.109172365008253,0.190140845070423,Zip
75125,ZCTA5 75125,6048,48024,0.4417,1729,1182,555,2016,0.195436507936508,0.320994794679005,Zip
75126,ZCTA5 75126,39766,82473,0.3473,13095,2546,1119,2016,0.0640245435799427,0.0854524627720504,Zip
75132,ZCTA5 75132,1483,61923,0.2962,467,42,21,2016,0.0283209710047202,0.0449678800856531,Zip
75134,ZCTA5 75134,21960,49559,0.3951,7053,4665,2408,2016,0.212431693989071,0.341415000708918,Zip
75135,ZCTA5 75135,6655,67500,0.4046,2127,628,265,2016,0.0943651389932382,0.124588622472967,Zip
75137,ZCTA5 75137,19568,56582,0.3763,4648,2278,720,2016,0.116414554374489,0.154905335628227,Zip
75141,ZCTA5 75141,5796,38431,0.4392,1211,951,486,2016,0.16407867494824,0.401321222130471,Zip
75142,ZCTA5 75142,18791,52454,0.4135,4779,3645,1490,2016,0.193975839497632,0.311780707260933,Zip
75143,ZCTA5 75143,14570,42500,0.4527,3026,2778,853,2016,0.190665751544269,0.281890284203569,Zip
75146,ZCTA5 75146,18734,55701,0.3954,5375,2098,935,2016,0.111988897192271,0.173953488372093,Zip
75147,ZCTA5 75147,6947,43421,0.4748,1939,1074,367,2016,0.15459910752843,0.189272821041774,Zip
75149,ZCTA5 75149,56367,45569,0.4177,16964,11513,5366,2016,0.204250714070289,0.316316906390002,Zip
75150,ZCTA5 75150,60986,46845,0.4103,16524,9301,3567,2016,0.152510412225757,0.215867828612927,Zip
75152,ZCTA5 75152,5281,53176,0.3719,1733,511,305,2016,0.0967619768983147,0.17599538372764,Zip
75154,ZCTA5 75154,39438,71279,0.3785,11092,3511,1220,2016,0.0890258126679852,0.109989181391994,Zip
75155,ZCTA5 75155,2870,45323,0.3968,894,681,332,2016,0.237282229965157,0.371364653243848,Zip
75156,ZCTA5 75156,15263,46097,0.4349,3079,2816,1101,2016,0.1844984603289,0.357583631049042,Zip
75157,ZCTA5 75157,281,37500,0.4649,75,98,43,2016,0.348754448398577,0.573333333333333,Zip
75158,ZCTA5 75158,4106,54661,0.4076,894,602,233,2016,0.146614710180224,0.260626398210291,Zip
75159,ZCTA5 75159,19001,48180,0.4179,5009,2201,895,2016,0.115836008631125,0.178678378917948,Zip
75160,ZCTA5 75160,24251,46232,0.4685,5829,5240,1988,2016,0.216073563976743,0.341053353920055,Zip
75161,ZCTA5 75161,6743,47433,0.4064,1693,781,143,2016,0.115823817292007,0.0844654459539279,Zip
75164,ZCTA5 75164,607,47470,0.3647,152,43,17,2016,0.070840197693575,0.111842105263158,Zip
75165,ZCTA5 75165,41162,59542,0.4233,10777,5229,2057,2016,0.127034643603323,0.190869444186694,Zip
75166,ZCTA5 75166,3934,84543,0.3656,1285,36,0,2016,0.00915099135739705,0,Zip
75167,ZCTA5 75167,10178,77123,0.3715,2488,422,64,2016,0.0414619768127333,0.0257234726688103,Zip
75169,ZCTA5 75169,13365,43581,0.5013,2687,2206,722,2016,0.16505798728021,0.268701153703015,Zip
75172,ZCTA5 75172,4034,37683,0.3458,1198,1395,598,2016,0.345810609816559,0.499165275459099,Zip
75173,ZCTA5 75173,4040,66622,0.3939,912,569,173,2016,0.140841584158416,0.18969298245614,Zip
75180,ZCTA5 75180,24099,41340,0.3951,9054,5941,2820,2016,0.246524752064401,0.311464546056991,Zip
75181,ZCTA5 75181,27771,74324,0.3475,8772,2362,1162,2016,0.0850527528717007,0.132466940264478,Zip
75182,ZCTA5 75182,5871,126250,0.3939,1441,242,51,2016,0.0412195537387157,0.0353920888272033,Zip
75189,ZCTA5 75189,24651,74575,0.3755,7290,1899,706,2016,0.077035414384812,0.0968449931412894,Zip
75201,ZCTA5 75201,13562,84817,0.4966,580,1590,155,2016,0.117239345229317,0.267241379310345,Zip
75202,ZCTA5 75202,2236,85089,0.4082,105,295,50,2016,0.131932021466905,0.476190476190476,Zip
75203,ZCTA5 75203,16441,30394,0.4628,4616,5656,2403,2016,0.34401800377106,0.520580589254766,Zip
75204,ZCTA5 75204,29467,67569,0.4952,3445,6023,1828,2016,0.204398140292531,0.530624092888244,Zip
75205,ZCTA5 75205,24076,125269,0.5748,5799,1237,222,2016,0.0513789666057485,0.0382824624935334,Zip
75206,ZCTA5 75206,38559,58943,0.4917,4801,5976,1117,2016,0.154983272387769,0.23265986252864,Zip
75207,ZCTA5 75207,8469,80610,0.4367,61,153,0,2016,0.0180658873538789,0,Zip
75208,ZCTA5 75208,29767,51152,0.5096,7748,5801,2341,2016,0.194880236503511,0.302142488384099,Zip
75209,ZCTA5 75209,14114,85721,0.5791,2619,975,111,2016,0.069080345755987,0.0423825887743414,Zip
75210,ZCTA5 75210,8133,21515,0.4442,2508,3978,1625,2016,0.489118406492069,0.64792663476874,Zip
75211,ZCTA5 75211,77608,37557,0.4183,24352,19965,9306,2016,0.257254406762189,0.382145203679369,Zip
75212,ZCTA5 75212,26245,30587,0.4728,8631,8132,3479,2016,0.309849495141932,0.403081914030819,Zip
75214,ZCTA5 75214,34082,82876,0.5289,6718,2990,745,2016,0.0877295933337246,0.110896100029771,Zip
75215,ZCTA5 75215,15145,26316,0.4921,3329,5328,1482,2016,0.351799273687686,0.445178732352058,Zip
75216,ZCTA5 75216,51466,24481,0.4801,14680,19882,7571,2016,0.386313294213656,0.515735694822888,Zip
75217,ZCTA5 75217,82582,32850,0.4313,27812,27801,13398,2016,0.33664721125669,0.48173450309219,Zip
75218,ZCTA5 75218,22282,72482,0.4875,3678,2109,569,2016,0.0946503904496903,0.154703643284394,Zip
75219,ZCTA5 75219,22914,65838,0.5589,1996,2955,726,2016,0.128960460853627,0.36372745490982,Zip
75220,ZCTA5 75220,43253,40568,0.6037,12566,10411,4594,2016,0.240700067047372,0.365589686455515,Zip
75223,ZCTA5 75223,13975,37820,0.5235,4172,3719,1498,2016,0.266118067978533,0.359060402684564,Zip
75224,ZCTA5 75224,34728,36530,0.4763,10573,9334,4050,2016,0.268774475927206,0.383051168069611,Zip
75225,ZCTA5 75225,21231,158418,0.5355,5366,629,59,2016,0.0296264895671424,0.0109951546775997,Zip
75226,ZCTA5 75226,4032,51677,0.3835,387,1442,123,2016,0.357638888888889,0.317829457364341,Zip
75227,ZCTA5 75227,57604,36550,0.4053,19715,16264,8051,2016,0.282341504062218,0.408369261983261,Zip
75228,ZCTA5 75228,74362,37986,0.4398,22103,18644,7858,2016,0.250719453484307,0.355517350585893,Zip
75229,ZCTA5 75229,32677,84227,0.5422,8091,4188,1571,2016,0.128163540104661,0.194166357681374,Zip
75230,ZCTA5 75230,27144,76457,0.5799,5023,2134,476,2016,0.0786177424108459,0.094764085208043,Zip
75231,ZCTA5 75231,39754,33795,0.5466,10975,12834,5592,2016,0.322835437943352,0.509521640091116,Zip
75232,ZCTA5 75232,29188,35059,0.486,7405,8813,3486,2016,0.301939153076607,0.470762997974342,Zip
75233,ZCTA5 75233,16104,42895,0.4199,5044,3944,1747,2016,0.244908097367114,0.346352101506741,Zip
75234,ZCTA5 75234,31728,57754,0.443,7431,4006,1612,2016,0.126260716086737,0.216929080877405,Zip
75235,ZCTA5 75235,18138,46158,0.4092,3577,4187,1069,2016,0.230841327599515,0.298853788090579,Zip
75236,ZCTA5 75236,17762,40354,0.4531,5780,3382,1457,2016,0.190406485756109,0.252076124567474,Zip
75237,ZCTA5 75237,19634,28193,0.4154,6098,6189,2748,2016,0.31521849852297,0.450639553952115,Zip
75238,ZCTA5 75238,32714,55434,0.5178,9709,5760,2485,2016,0.176071406737177,0.255948089401586,Zip
75240,ZCTA5 75240,26213,38743,0.4876,7487,7103,3316,2016,0.270972418265746,0.442901028449312,Zip
75241,ZCTA5 75241,29117,33256,0.4867,7091,6878,2569,2016,0.236219390733936,0.362290227048371,Zip
75243,ZCTA5 75243,65351,37005,0.5031,17116,16870,6828,2016,0.25814448133923,0.39892498247254,Zip
75244,ZCTA5 75244,13127,77345,0.4764,2616,914,368,2016,0.0696274853355679,0.140672782874618,Zip
75246,ZCTA5 75246,2547,25784,0.5793,422,904,305,2016,0.354927365528072,0.722748815165877,Zip
75247,ZCTA5 75247,661,16227,0.3763,0,417,0,2016,0.630862329803328,,Zip
75248,ZCTA5 75248,36308,74579,0.4975,7214,2363,694,2016,0.0650820755756307,0.0962018297754367,Zip
75249,ZCTA5 75249,15767,51756,0.3637,4884,2020,861,2016,0.12811568465783,0.176289926289926,Zip
75251,ZCTA5 75251,2602,58337,0.4549,450,571,187,2016,0.219446579554189,0.415555555555556,Zip
75252,ZCTA5 75252,26075,59681,0.5316,4457,3814,744,2016,0.146270373921381,0.166928427193179,Zip
75253,ZCTA5 75253,20881,40182,0.388,7392,5051,2201,2016,0.241894545280398,0.297754329004329,Zip
75254,ZCTA5 75254,25785,44600,0.5436,6793,4826,2389,2016,0.187163079309676,0.35168555866333,Zip
75270,ZCTA5 75270,0,,,0,0,0,2016,,,Zip
75287,ZCTA5 75287,53116,49084,0.4641,10063,6263,1838,2016,0.117911740341893,0.182649309351088,Zip
75390,ZCTA5 75390,0,,,0,0,0,2016,,,Zip
75407,ZCTA5 75407,15633,53203,0.4367,4884,2457,1160,2016,0.157167530224525,0.237510237510238,Zip
75409,ZCTA5 75409,13485,75806,0.333,4223,1276,585,2016,0.0946236559139785,0.138527113426474,Zip
75423,ZCTA5 75423,2742,57500,0.4056,555,229,78,2016,0.0835156819839533,0.140540540540541,Zip
75424,ZCTA5 75424,3809,57568,0.3712,1011,309,114,2016,0.0811236545024941,0.112759643916914,Zip
75442,ZCTA5 75442,10010,66120,0.3924,2358,1383,458,2016,0.138161838161838,0.194232400339271,Zip
75452,ZCTA5 75452,4612,56380,0.4029,1292,639,202,2016,0.138551604509974,0.156346749226006,Zip
75454,ZCTA5 75454,8125,85994,0.344,2634,326,176,2016,0.0401230769230769,0.0668185269552012,Zip
75474,ZCTA5 75474,15967,43267,0.4428,3309,3338,1031,2016,0.209056178367884,0.311574493804775,Zip
75490,ZCTA5 75490,2267,63750,0.3433,558,201,92,2016,0.0886634318482576,0.164874551971326,Zip
75491,ZCTA5 75491,5492,55172,0.4452,1236,773,282,2016,0.14075018208303,0.228155339805825,Zip
75495,ZCTA5 75495,7318,67314,0.3937,1868,505,141,2016,0.0690079256627494,0.0754817987152034,Zip
76001,ZCTA5 76001,30903,78895,0.3921,8583,2768,942,2016,0.0895705918519238,0.109751835022719,Zip
76002,ZCTA5 76002,33991,82729,0.3355,10123,2025,748,2016,0.0595745932746904,0.0738911389904179,Zip
76006,ZCTA5 76006,24141,41959,0.4813,5033,3586,1253,2016,0.148543970837993,0.248956884561892,Zip
76008,ZCTA5 76008,15294,112188,0.428,4430,733,290,2016,0.0479272917483981,0.0654627539503386,Zip
76009,ZCTA5 76009,20167,51224,0.4031,5151,3118,945,2016,0.154609014727029,0.183459522422831,Zip
76010,ZCTA5 76010,59101,32653,0.4349,17696,19718,8679,2016,0.333632256645404,0.490449819168174,Zip
76011,ZCTA5 76011,23541,34733,0.4609,5786,7174,2853,2016,0.304744913130283,0.493086761147598,Zip
76012,ZCTA5 76012,26819,58969,0.4505,6165,4152,1514,2016,0.154815615794772,0.245579886455799,Zip
76013,ZCTA5 76013,31797,47633,0.4789,5720,5995,1313,2016,0.18853979935214,0.229545454545455,Zip
76014,ZCTA5 76014,35408,48720,0.37,10626,6805,2998,2016,0.192188206055129,0.282138151703369,Zip
76015,ZCTA5 76015,16617,51929,0.412,3750,2752,990,2016,0.165613528314377,0.264,Zip
76016,ZCTA5 76016,30886,85997,0.4303,6181,1359,533,2016,0.0440005180340607,0.086232001294289,Zip
76017,ZCTA5 76017,45894,66429,0.3908,10859,4437,1453,2016,0.0966793044842463,0.133806059489824,Zip
76018,ZCTA5 76018,29723,61187,0.3363,8661,2618,1163,2016,0.0880799380950779,0.1342801062233,Zip
76020,ZCTA5 76020,27047,58849,0.4645,5619,3207,923,2016,0.118571375753318,0.164264103933084,Zip
76021,ZCTA5 76021,35941,65517,0.3991,6911,2482,650,2016,0.0690576222141844,0.0940529590507886,Zip
76022,ZCTA5 76022,12795,51786,0.3943,2435,1077,377,2016,0.0841735052754983,0.15482546201232,Zip
76028,ZCTA5 76028,66391,74472,0.3922,17922,4358,1656,2016,0.0656414273018933,0.0924004017408771,Zip
76031,ZCTA5 76031,17603,49508,0.458,4602,4013,1781,2016,0.227972504686701,0.387005649717514,Zip
76033,ZCTA5 76033,25354,54169,0.4301,6557,3576,1327,2016,0.141042833477952,0.202379136800366,Zip
76034,ZCTA5 76034,25061,161884,0.4207,6165,469,119,2016,0.0187143370176769,0.0193025141930251,Zip
76035,ZCTA5 76035,1455,103867,0.4983,222,120,69,2016,0.0824742268041237,0.310810810810811,Zip
76036,ZCTA5 76036,24876,68274,0.386,6718,2409,996,2016,0.096840328027014,0.148258410241143,Zip
76039,ZCTA5 76039,33308,61781,0.4021,7557,3514,1241,2016,0.105500180136904,0.16421860526664,Zip
76040,ZCTA5 76040,31496,52355,0.4194,8389,4513,1789,2016,0.143288036576073,0.213255453570151,Zip
76041,ZCTA5 76041,407,52344,0.2936,133,11,7,2016,0.027027027027027,0.0526315789473684,Zip
76044,ZCTA5 76044,3769,60530,0.3653,984,478,178,2016,0.126824091270894,0.180894308943089,Zip
76049,ZCTA5 76049,27135,65774,0.4266,5282,2319,908,2016,0.085461580983969,0.17190458159788,Zip
76050,ZCTA5 76050,5593,65019,0.3589,1303,477,184,2016,0.0852851779009476,0.141212586339217,Zip
76051,ZCTA5 76051,50484,81488,0.4408,12578,5565,2425,2016,0.110232945091514,0.192796947050405,Zip
76052,ZCTA5 76052,20371,95191,0.3374,7428,1287,582,2016,0.0631780472239949,0.0783521809369952,Zip
